CSV Dump from EGI accounting portal for the period 7/2014 to 7/2014
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2014 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,4619897.1406,0,0,4619897.1406
,,34000,17707200,Total,0,4619897.1406,0,0,4619897.1406,26.090500703669
,,,,WallClock,,439597.9897,,,439597.9897
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,215836.6900,0,0,215836.69
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,2548128.4415,0,2548128.4415
,,27428,14284502.4,Total,0,215836.69,2548128.4415,0,2763965.1315,19.349397368578
,,,,WallClock,,33058.6422,259330.3587,,292389.0009
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,2554748.2423,0,2554748.2423
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,2213105.7344,0,2213105.7344
,,67200,34997760,Total,0,0,4767853.9767,0,4767853.9767,13.623311825385
,,,,WallClock,,,724749.1487,,724749.1487
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,5090028.0000,0,5090028
,,54792,28535673.6,Total,0,0,5090028,0,5090028,17.837420175706
,,,,WallClock,,,467006,,467006
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,10125133.9715,0,0,10125133.9715
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,7378767.5873,0,0,7378767.5873
,,42500,22134000,Total,0,17503901.5588,0,0,17503901.5588,79.081510611729
,,,,WallClock,,1114462.747,,,1114462.747
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,8250841.6444,0,0,8250841.6444
Canada,CA-WEST-T2,,,SFU-LCG2,0,4332452.0000,0,0,4332452
,,42500,22134000,Total,0,12583293.6444,0,0,12583293.6444,56.850517956086
,,,,WallClock,,976419.6138,,,976419.6138
China,CN-IHEP,,,BEIJING-LCG2,0,1639751.1750,2442688.0085,0,4082439.1835
,,38400,19998720,Total,0,1639751.175,2442688.0085,0,4082439.1835,20.413502381652
,,,,WallClock,,147215.7211,352752.6886,,499968.4097
Czech Republic,CZ-Prague-T2,,,praguelcg2,6023093.0609,6658679.7272,0,0,12681772.7881
,,48000,24998400,Total,6023093.0609,6658679.7272,0,0,12681772.7881,50.730337894025
,,,,WallClock,2215842.6781,1757270.4945,,,3973113.1726
Estonia,EE-NICPB,,,T2_Estonia,0,0,9083357.3957,0,9083357.3957
,,180000,93744000,Total,0,0,9083357.3957,0,9083357.3957,9.6895346856332
,,,,WallClock,,,1356938.3324,,1356938.3324
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,3441000.0000,0,3441000
,,25200,13124160,Total,0,0,3441000,0,3441000,26.218820861678
,,,,WallClock,,,421412,,421412
France,FR-GRIF,,,GRIF,14203805.5258,12013094.4345,11723359.3346,908209.8140,38848469.1089
,,146248,76165958.4,Total,14203805.5258,12013094.4345,11723359.3346,908209.814,38848469.1089,51.005028919717
,,,,WallClock,1563609.1536,1447497.8237,1595466.0257,111993.9774,4718566.9804
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,8048400.0000,4244604.0000,0,12293004
,,69400,36143520,Total,0,8048400,4244604,0,12293004,34.011640260827
,,,,WallClock,,817275,474914,,1292189
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,4468626.1227,0,281.9764,4468908.0991
,,24056,12528364.8,Total,0,4468626.1227,0,281.9764,4468908.0991,35.670322268234
,,,,WallClock,,455386.8689,,243.9924,455630.8613
France,FR-IN2P3-IPHC,,,IN2P3-IRES,2793782.4670,0,6879352.2167,0,9673134.6837
,,50000,26040000,Total,2793782.467,0,6879352.2167,0,9673134.6837,37.147214607143
,,,,WallClock,277401.4423,,677966.1743,,955367.6166
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,5312490.7759,0,1303177.1577,6615667.9336
,,48800,25415040,Total,0,5312490.7759,0,1303177.1577,6615667.9336,26.03052339717
,,,,WallClock,,520721.3751,,119911.5469,640632.922
France,FR-IN2P3-LPC,,,IN2P3-LPC,3380585.4746,2780284.3303,0,1771088.0602,7931957.8651
,,39080,20352864,Total,3380585.4746,2780284.3303,0,1771088.0602,7931957.8651,38.972195093035
,,,,WallClock,418596.7003,337179.895,,192569.4758,948346.0711
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,1034550.9144,2311392.5769,0,0,3345943.4913
,,24576,12799180.8,Total,1034550.9144,2311392.5769,0,0,3345943.4913,26.141856604604
,,,,WallClock,141600.4372,303309.66,,,444910.0972
France,FR-IN2P3-SUBATECH,,,IN2P3-SUBATECH,2510124.2489,0,0,0,2510124.2489
,,12000,6249600,Total,2510124.2489,0,0,0,2510124.2489,40.164558514145
,,,,WallClock,312213.5578,,,,312213.5578
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,22605482.5625,0,0,22605482.5625
Germany,DE-DESY-ATLAS-T2,,,DESY-ZN,0,7288714.2111,0,0,7288714.2111
,,62400,32497920,Total,0,29894196.7736,0,0,29894196.7736,91.988031152763
,,,,WallClock,,3268199.1673,,,3268199.1673
Germany,DE-DESY-GOE-ATLAS-T2,,,GoeGrid,0,6236898.7442,0,0,6236898.7442
,,26000,13540800,Total,0,6236898.7442,0,0,6236898.7442,46.060046261668
,,,,WallClock,,717191.1186,,,717191.1186
Germany,DE-DESY-LHCB,,,DESY-ZN,0,0,0,0,0
,,12800,6666240,Total,0,0,0,0,0
,,,,WallClock,,,,,
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-HH,0,0,24831463.6922,0,24831463.6922
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-ZN,0,0,0,0,0
Germany,DE-DESY-RWTH-CMS-T2,,,RWTH-Aachen,0,0,4442251.5360,0,4442251.536
,,121600,63329280,Total,0,0,29273715.2282,0,29273715.2282,46.22461399877
,,,,WallClock,,,4144955.8378,,4144955.8378
Germany,DE-FREIBURGWUPPERTAL,,,UNI-FREIBURG,0,3582358.5850,0,0,3582358.585
Germany,DE-FREIBURGWUPPERTAL,,,wuppertalprod,0,4248887.2650,0,0,4248887.265
,,52000,27081600,Total,0,7831245.85,0,0,7831245.85,28.917219994387
,,,,WallClock,,827799.337,,,827799.337
Germany,DE-GSI,,,GSI-LCG2,0,0,0,0,0
,,28000,14582400,Total,0,0,0,0,0
,,,,WallClock,,,,,
Germany,DE-MCAT,,,LRZ-LMU,0,12259591.4699,0,0,12259591.4699
Germany,DE-MCAT,,,MPPMU,0,8350968.0000,0,0,8350968
,,52000,27081600,Total,0,20610559.4699,0,0,20610559.4699,76.10539801895
,,,,WallClock,,1716099.7394,,,1716099.7394
Greece,GR-GRIDLAB-KAVALA,,,GR-12-TEIKAV,0,0,0,0,0
,,5488,2858150.4,Total,0,0,0,0,0
,,,,WallClock,,,,,
Greece,GR-Ioannina-HEP,,,GR-07-UOI-HEPLAB,0,0,20452.3900,0,20452.39
,,7480,3895584,Total,0,0,20452.39,0,20452.39,0.52501473463286
,,,,WallClock,,,4325.9308,,4325.9308
Hungary,HU-HGCC-T2,,,BUDAPEST,1025810.0148,0,1847383.9146,0,2873193.9294
,,21120,10999296,Total,1025810.0148,0,1847383.9146,0,2873193.9294,26.121616596189
,,,,WallClock,134234.1811,,255390.4601,,389624.6412
India,IN-DAE-KOLKATA-TIER2,,,IN-DAE-VECC-02,8856171.3327,0,0,0,8856171.3327
,,24000,12499200,Total,8856171.3327,0,0,0,8856171.3327,70.85390531154
,,,,WallClock,1015074.1611,,,,1015074.1611
India,IN-INDIACMS-TIFR,,,INDIACMS-TIFR,0,0,1086609.6484,0,1086609.6484
,,11200,5832960,Total,0,0,1086609.6484,0,1086609.6484,18.628786214889
,,,,WallClock,,,116068.9088,,116068.9088
Israel,IL-HEPTier-2,,,IL-TAU-HEP,0,2894934.1901,0,0,2894934.1901
Israel,IL-HEPTier-2,,,TECHNION-HEP,0,3531422.1243,0,0,3531422.1243
Israel,IL-HEPTier-2,,,WEIZMANN-LCG2,0,2396876.8530,0,0,2396876.853
,,24800,12915840,Total,0,8823233.1674,0,0,8823233.1674,68.313273990697
,,,,WallClock,,843710.199,,,843710.199
Italy,IT-INFN-T2,,,INFN-BARI,2908718.8711,0,2471859.7495,0,5380578.6206
Italy,IT-INFN-T2,,,INFN-CATANIA,4509181.1725,0,0,726.1600,4509907.3325
Italy,IT-INFN-T2,,,INFN-CNAF-LHCB,0,0,0,914940.0000,914940
Italy,IT-INFN-T2,,,INFN-FRASCATI,0,9269556.9541,0,758133.0214,10027689.9755
Italy,IT-INFN-T2,,,INFN-LNL-2,5926592.0000,0,10363064.0000,21820.0000,16311476
Italy,IT-INFN-T2,,,INFN-MILANO-ATLASC,0,1332548.0000,0,0,1332548
Italy,IT-INFN-T2,,,INFN-NAPOLI-ATLAS,0,4405672.9878,0,26508.0000,4432180.9878
Italy,IT-INFN-T2,,,INFN-PISA,0,0,14481327.9480,2421.6865,14483749.6345
Italy,IT-INFN-T2,,,INFN-ROMA1,0,5495148.5411,0,0,5495148.5411
Italy,IT-INFN-T2,,,INFN-ROMA1-CMS,0,0,3573161.0414,0,3573161.0414
Italy,IT-INFN-T2,,,INFN-TORINO,4075232.1200,0,0,167.1422,4075399.2622
,,525200,273524160,Total,17419724.1636,20502926.483,30889412.7389,1724716.0101,70536779.3956,25.788134911227
,,,,WallClock,2723383.762,2861500.6854,4556138.3828,194775.7298,10335798.56
Japan,JP-Tokyo-ATLAS-T2,,,TOKYO-LCG2,0,45995539.5950,0,0,45995539.595
,,80000,41664000,Total,0,45995539.595,0,0,45995539.595,110.39636039507
,,,,WallClock,,2159404.594,,,2159404.594
Latin America,T2-LATINAMERICA,,,CBPF,0,0,0,1097513.5514,1097513.5514
Latin America,T2-LATINAMERICA,,,EELA-UTFSM,0,805929.5698,0,0,805929.5698
Latin America,T2-LATINAMERICA,,,ICN-UNAM,1316123.0966,0,0,0,1316123.0966
Latin America,T2-LATINAMERICA,,,SAMPA,5960213.4425,0,0,0,5960213.4425
Latin America,T2-LATINAMERICA,,,UERJ,0,0,0,0,0
,,144768,75395174.4,Total,7276336.5391,805929.5698,0,1097513.5514,9179779.6603,12.175553320691
,,,,WallClock,580388.0028,86992.2919,,139465.528,806845.8227
Malaysia,MY-T2-UM,,,T2-MY-UMSIFIR,0,0,0,0,0
,,,,Total,0,0,0,0,0
,,,,WallClock,,,,,
Mexico,T2_UNAM,,,SUPERCOMPUTO-UNAM,5341125.0333,0,0,0,5341125.0333
,,19600,10207680,Total,5341125.0333,0,0,0,5341125.0333,52.32457358871
,,,,WallClock,,,,,
Pakistan,PK-CIIT-ALICE,,,PK-CIIT,0,0,0,0,0
,,,,Total,0,0,0,0,0
,,,,WallClock,,,,,
Pakistan,PK-CMS-T2,,,NCP-LCG2,0,0,113848.0598,0,113848.0598
,,25460,13259568,Total,0,0,113848.0598,0,113848.0598,0.85861062592688
,,,,WallClock,,,18419.6465,,18419.6465
Poland,PL-TIER2-WLCG,,,CYFRONET-LCG2,1670128.4797,5414413.4713,0,3044074.2269,10128616.1779
Poland,PL-TIER2-WLCG,,,ICM,0,0,160315.5954,21351.8791,181667.4745
