CSV Dump from EGI accounting portal for the period 4/2016 to 4/2016
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2016 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,7297644.1018,0,0,7297644.1018
,,46000,33120000,Total,0,7297644.1018,0,0,7297644.1018,22.033949582729
,,,,WallClock,,322106.9149,,,322106.9149
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,23468.6762,0,0,23468.6762
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,1130582.7576,0,1130582.7576
,,47428,34148160,Total,0,23468.6762,1130582.7576,0,1154051.4338,3.3795420713737
,,,,WallClock,,3927.0344,136525.6125,,140452.6469
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,5257283.5312,0,5257283.5312
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,915207.6383,0,915207.6383
,,128000,92160000,Total,0,0,6172491.1695,0,6172491.1695,6.6975815641276
,,,,WallClock,,,378406.9756,,378406.9756
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,2547804.7328,0,2547804.7328
,,100800,72576000,Total,0,0,2547804.7328,0,2547804.7328,3.5105334171076
,,,,WallClock,,,326577.2631,,326577.2631
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,8251116.9424,0,0,8251116.9424
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,6456323.6955,0,0,6456323.6955
,,56600,40752000,Total,0,14707440.6379,0,0,14707440.6379,36.090107572389
,,,,WallClock,,571284.7166,,,571284.7166
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,8098859.7376,0,0,8098859.7376
Canada,CA-WEST-T2,,,SFU-LCG2,0,3452540.8129,0,0,3452540.8129
,,56600,40752000,Total,0,11551400.5505,0,0,11551400.5505,28.345604020662
,,,,WallClock,,847588.2861,,,847588.2861
China,CN-IHEP,,,BEIJING-LCG2,0,2689635.7412,1012453.3461,0,3702089.0873
,,46240,33292800,Total,0,2689635.7412,1012453.3461,0,3702089.0873,11.119788925233
,,,,WallClock,,148437.1776,135495.1496,,283932.3272
Czech Republic,CZ-Prague-T2,,,praguelcg2,9096378.7527,10798861.3775,0,0,19895240.1302
,,80000,57600000,Total,9096378.7527,10798861.3775,0,0,19895240.1302,34.540347448264
,,,,WallClock,2549041.7456,1525394.9223,,,4074436.6679
Estonia,EE-NICPB,,,T2_Estonia,0,0,1607241.6802,0,1607241.6802
,,204000,146880000,Total,0,0,1607241.6802,0,1607241.6802,1.0942549565632
,,,,WallClock,,,353508.9074,,353508.9074
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,657056.0944,0,657056.0944
,,32000,23040000,Total,0,0,657056.0944,0,657056.0944,2.8518059652778
,,,,WallClock,,,75859.7153,,75859.7153
France,FR-GRIF,,,GRIF,25536075.0226,24348629.4871,5652713.8425,8247771.9800,63785190.3322
,,213356,153616320,Total,25536075.0226,24348629.4871,5652713.8425,8247771.98,63785190.3322,41.522404867009
,,,,WallClock,2677823.5014,1288645.8501,637063.8882,907899.5403,5511432.78
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,0,0,0,0
,,30920,22262400,Total,0,0,0,0,0
,,,,WallClock,,,,,
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,5163725.2564,0,7609262.3967,12772987.6531
,,48000,34560000,Total,0,5163725.2564,0,7609262.3967,12772987.6531,36.958876311053
,,,,WallClock,,293118.6841,,702710.9644,995829.6485
France,FR-IN2P3-IPHC,,,IN2P3-IRES,5346062.0208,0,6217043.0291,0,11563105.0499
,,80000,57600000,Total,5346062.0208,0,6217043.0291,0,11563105.0499,20.074835156076
,,,,WallClock,470481.5889,,92148.2087,,562629.7976
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,4914667.8809,0,2521531.1467,7436199.0276
,,70400,50688000,Total,0,4914667.8809,0,2521531.1467,7436199.0276,14.670531541193
,,,,WallClock,,172832.084,,225000.8064,397832.8904
France,FR-IN2P3-LPC,,,IN2P3-LPC,5550209.0353,7036763.1043,0,5856810.9595,18443783.0991
,,68000,48960000,Total,5550209.0353,7036763.1043,0,5856810.9595,18443783.0991,37.671125610907
,,,,WallClock,526423.6765,387220.0773,,480982.4573,1394626.2111
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,2086911.3468,6281444.3999,0,0,8368355.7467
,,41828,30116160,Total,2086911.3468,6281444.3999,0,0,8368355.7467,27.786928169793
,,,,WallClock,192111.2194,259769.9855,,,451881.2049
France,FR-IN2P3-SUBATECH,,,IN2P3-SUBATECH,3131272.0736,0,0,0,3131272.0736
,,18000,12960000,Total,3131272.0736,0,0,0,3131272.0736,24.161049950617
,,,,WallClock,266188.7424,,,,266188.7424
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,37911171.9843,0,0,37911171.9843
Germany,DE-DESY-ATLAS-T2,,,DESY-ZN,0,14472540.4124,0,0,14472540.4124
,,100000,72000000,Total,0,52383712.3967,0,0,52383712.3967,72.755156106528
,,,,WallClock,,2641554.5555,,,2641554.5555
Germany,DE-DESY-GOE-ATLAS-T2,,,GoeGrid,0,5844433.7939,0,0,5844433.7939
,,37732,27167040,Total,0,5844433.7939,0,0,5844433.7939,21.51295759089
,,,,WallClock,,441366.1712,,,441366.1712
Germany,DE-DESY-LHCB,,,DESY-ZN,0,0,0,1456795.4236,1456795.4236
,,18000,12960000,Total,0,0,0,1456795.4236,1456795.4236,11.240705429012
,,,,WallClock,,,,94164.6539,94164.6539
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-HH,0,0,38929776.2086,0,38929776.2086
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-ZN,0,0,0,0,0
Germany,DE-DESY-RWTH-CMS-T2,,,RWTH-Aachen,0,0,10096830.8834,0,10096830.8834
,,204000,146880000,Total,0,0,49026607.092,0,49026607.092,33.37868129902
,,,,WallClock,,,1828559.9813,,1828559.9813
Germany,DE-FREIBURGWUPPERTAL,,,UNI-FREIBURG,0,7811401.7439,0,0,7811401.7439
Germany,DE-FREIBURGWUPPERTAL,,,wuppertalprod,0,7512024.2075,0,0,7512024.2075
