Time,ALICE::BITP::SE,ALICE::Bari::SE,ALICE::Birmingham::SE,ALICE::Bratislava::SE,ALICE::CCIN2P3::SE,ALICE::CCIN2P3::TAPE,ALICE::CERN::CASTOR2,ALICE::CERN::DPM,ALICE::CERN::EOS,ALICE::CERN::OCDB,ALICE::CERN::T0ALICE,ALICE::CNAF::SE,ALICE::CNAF::TAPE,ALICE::Catania::SE,ALICE::Clermont::SE,ALICE::CyberSar_Cagliari::SE,ALICE::Cyfronet::XRD,ALICE::FZK::SE,ALICE::FZK::TAPE,ALICE::GRIF_IPNO::SE,ALICE::GRIF_IRFU::DPM,ALICE::GSI::SE2,ALICE::Grenoble::SE,ALICE::Hiroshima::SE,ALICE::IHEP::SE,ALICE::IPNL::SE,ALICE::ISMA::SE,ALICE::ISS::FILE,ALICE::ITEP::SE,ALICE::JINR::EOS,ALICE::JINR::SE,ALICE::KFKI::SE,ALICE::KISTI_GSDC::SE2,ALICE::KISTI_GSDC::TAPE,ALICE::Kolkata::EOS,ALICE::Kolkata::SE,ALICE::Kosice::SE,ALICE::LBL::EOS,ALICE::Legnaro::SE,ALICE::MEPHI::EOS,ALICE::NDGF::DCACHE,ALICE::NDGF::DCACHE_TAPE,ALICE::NIHAM::FILE,ALICE::ORNL::EOS,ALICE::PNPI::SE,ALICE::Poznan::SE,ALICE::Prague::SE,ALICE::RAL::SE,ALICE::RAL::TAPE,ALICE::RRC-KI::SE,ALICE::RRC_KI_T1::DCACHE_TAPE,ALICE::RRC_KI_T1::EOS,ALICE::SARA::DCACHE,ALICE::SARA::DCACHE_TAPE,ALICE::SNIC::DCACHE,ALICE::SPbSU::EOS,ALICE::SPbSU::SE,ALICE::SUT::SE,ALICE::SaoPaulo::SE,ALICE::Strasbourg_IRES::SE,ALICE::Subatech::EOS,ALICE::Torino::SE,ALICE::Trieste::SE,ALICE::Troitsk::SE,ALICE::Trujillo::SE,ALICE::Tsukuba::SE,ALICE::UNAM_T1::EOS,ALICE::ZA_CHPC::EOS,ALICE::ZA_CHPC::SE
1480621042,14799.6006,134283.859,301181.5,237860.703,1674445.88,1931707.1199999996,50870.5273,979.2850340000002,1.0223671E7,48108.648400000005,2.5179124E7,2880244.25,5476336.5,775839.625,277031.531,10923.765599999999,22543.3887,2519421.0,5277527.0,546919.688,477296.656,866940.75,236707.031,359890.094,233729.469,45349.246100000004,15749.8926,201846.828,98666.6719,4.976987839999999E-6,337963.156,259713.062,1014490.3099999998,2008730.5,11.764229799999999,83932.2969,337447.25,566661.25,1098422.5,30.299669299999998,1329626.38,792201.062,753490.75,612461.062,30205.207,100951.031,1551337.25,168604.688,822170.312,288416.125,1731978.12,1232020.25,233547.688,242806.688,316814.344,10182.0771,19393.9277,51406.9805,166881.969,106668.961,449203.969,614903.812,26939.7422,72164.7969,19199.9102,7.257133960000002,179770.594,19729.3945,6.146728989999999E-7
1480640679,14799.6006,134283.85900000005,301181.5,237860.703,1674445.8800000001,1931707.1199999996,50870.5273,979.2850340000002,1.0223671E7,48108.648400000005,2.5179124E7,2880244.25,5476336.5,775839.625,277031.531,10923.765599999999,22543.3887,2519421.0,5277527.0,546919.688,477296.656,866940.75,236707.031,359890.094,233729.469,45349.246100000004,15749.8926,201846.828,98666.6719,4.976987839999999E-6,337963.156,259713.062,1014490.3099999998,2008730.5,11.764229799999999,83932.2969,337447.25,566661.25,1098422.5,30.2996693,1329626.3800000001,792201.062,753490.75,612461.062,30205.207,100951.031,1551337.25,168604.688,822170.312,288416.125,1731978.1199999999,1232020.25,233547.688,242806.688,316814.344,10182.0771,19393.9277,51406.9805,166881.969,106668.961,449203.969,614903.812,26939.7422,72164.7969,19199.9102,7.257133960000002,179770.594,19729.3945,6.14672899E-7
1480660315,14799.6006,134283.85900000005,301181.5,237860.703,1674445.88,1931707.1199999996,50870.5273,979.2850340000002,1.0223671E7,48108.648400000005,2.5179124E7,2880244.25,5476336.5,775839.625,277031.531,10923.765599999999,22543.3887,2519421.0,5277527.0,546919.688,477296.656,866940.75,236707.031,359890.094,233729.469,45349.246100000004,15749.8926,201846.828,98666.67189999999,4.976987839999999E-6,337963.156,259713.06200000003,1014490.3099999998,2008730.5,11.764229799999999,83932.29689999999,337447.25,566661.25,1098422.5,30.2996693,1329626.38,792201.062,753490.75,612461.062,30205.207,100951.031,1551337.25,168604.688,822170.312,288416.125,1731978.12,1232020.25,233547.688,242806.68799999997,316814.344,10182.0771,19393.9277,51406.9805,166881.969,106668.961,449203.969,614903.812,26939.7422,72164.79689999999,19199.9102,7.257133960000002,179770.59399999998,19729.3945,6.146728989999999E-7
1480679952,14799.111090640372,135050.33000806958,302222.17324109713,238450.64992415404,1674766.5716034502,1931707.1199999996,50873.3578630815,979.2866489325945,1.0222101440300604E7,48110.92141208623,2.5191701644252144E7,2885906.169808387,5482443.690959064,776152.1826696662,277119.50377438054,10923.736045638521,22543.092245135496,2525432.652981862,5277527.0,547098.931905586,477392.19475842174,868374.3274469315,236736.07598880967,359845.38664751453,233863.35146798173,45349.38771514361,15748.980334166912,202395.02708905243,98672.52666565767,0.001617530517017307,338341.6804061772,259859.30393316582,1017306.3781296912,2017752.7349392362,11.764229799999997,83949.8593838486,337528.3746212583,566658.01246398,1099178.5721961264,30.301281769263078,1330836.499696952,792201.062,754926.422581368,614662.6610396554,30205.18016605393,100949.95875882325,1552408.5133437389,168603.3120443789,822170.6632040059,289716.6289327098,1731978.1441041569,1255555.7829934317,233547.94682071515,242806.69078124888,316937.17773969326,10326.505067323786,19394.060249939415,51406.98375812352,168100.94069705,106668.89601877957,454564.11868976295,615514.7160499555,26940.635097300215,72164.65220548287,19199.656709490846,7.25713396,180726.33224234634,20356.492666092454,0.4286056337221283
1480699588,14797.632590640373,137365.2520080696,305365.2512410971,240232.43142415406,1675735.1316034503,1931707.1199999996,50881.9067130815,979.2915319325944,1.0217360940300604E7,48117.78666208623,2.5229689644252144E7,2903006.794808387,5500889.190959064,777096.1826696662,277385.2072743805,10923.646695638521,22542.196745135494,2543589.777981862,5277527.0,547640.306905586,477680.75725842174,872704.2649469315,236823.80248880968,359710.3551475145,234267.7264679818,45349.815465143605,15746.224934166912,204050.80058905244,98690.21026565769,0.006488090073097307,339484.9774061772,260301.0149331658,1025812.0681296912,2045003.6099392362,11.764229799999999,84002.90623384861,337773.4056212583,566648.2314639799,1101462.2621961264,30.306152169263076,1334491.6196969522,792201.0619999999,759262.828581368,621312.5360396553,30205.099116053934,100946.72075882327,1555644.2633437389,168599.1555443789,822171.7262040059,293644.8634327098,1731978.2091041568,1326646.2829934317,233548.72782071517,242806.6982812489,317308.2087396933,10762.763867323785,19394.460649939414,51406.99350812352,171782.94069705,106668.70051877957,470755.04018976283,617360.0290499555,26943.332347300216,72164.21470548287,19198.891059490852,7.25713396,183613.28524234635,22250.74171609246,1.7232899763856788
1480719224,14796.643599999998,138913.703,307467.65599999996,241424.26599999997,1676383.0,1931707.12,50887.625,979.2948,1.021419E7,48122.378899999996,2.52551E7,2914445.5,5513227.5,777727.625,277562.938,10923.586899999998,22541.5977,2555735.25,5277527.0,548002.438,477873.78099999996,875600.625,236882.48400000003,359620.03099999996,234538.219,45350.101599999995,15744.3818,205158.375,98702.03910000001,0.0097460961,340249.75,260596.48400000003,1031501.69,2063232.25,11.764229799999999,84038.39060000001,337937.312,566641.688,1102989.8799999997,30.309410099999997,1336936.62,792201.0619999999,762163.5619999999,625760.8119999999,30205.0449,100944.555,1557808.75,168596.375,822172.4380000001,296272.594,1731978.25,1374201.25,233549.25,242806.70299999998,317556.40599999996,11054.5947,19394.728499999997,51407.0,174245.969,106668.57,481585.812,618594.4380000001,26945.136700000003,72163.92189999999,19198.378900000003,7.257133960000002,185544.5,23517.8926,2.5893693000000004
1480738861,14796.643600000001,138913.703,307467.656,241424.26599999997,1676383.0,1931707.1199999996,50887.625,979.2948,1.021419E7,48122.3789,2.52551E7,2914445.5,5513227.5,777727.625,277562.938,10923.586899999998,22541.5977,2555735.25,5277527.0,548002.438,477873.78099999996,875600.625,236882.48400000003,359620.031,234538.219,45350.1016,15744.3818,205158.375,98702.0391,0.009746096099999999,340249.75,260596.48400000003,1031501.6900000002,2063232.25,11.764229799999995,84038.39060000001,337937.312,566641.688,1102989.8799999997,30.309410099999997,1336936.62,792201.062,762163.562,625760.812,30205.0449,100944.555,1557808.75,168596.375,822172.438,296272.594,1731978.25,1374201.25,233549.25,242806.70299999998,317556.406,11054.5947,19394.7285,51407.0,174245.969,106668.57,481585.812,618594.438,26945.1367,72163.92189999999,19198.378900000003,7.25713396,185544.5,23517.8926,2.5893693000000004
1480758497,14796.643600000001,138913.703,307467.656,241424.26599999997,1676383.0,1931707.1199999996,50887.625,979.2948,1.021419E7,48122.378899999996,2.52551E7,2914445.5,5513227.5,777727.625,277562.9380000001,10923.586899999998,22541.5977,2555735.25,5277527.0,548002.438,477873.78099999996,875600.625,236882.48400000003,359620.031,234538.219,45350.1016,15744.3818,205158.375,98702.0391,0.009746096099999999,340249.75,260596.48400000003,1031501.6900000002,2063232.25,11.764229799999997,84038.3906,337937.31200000003,566641.688,1102989.88,30.309410099999997,1336936.62,792201.062,762163.562,625760.812,30205.0449,100944.555,1557808.75,168596.375,822172.438,296272.594,1731978.25,1374201.25,233549.25,242806.70299999998,317556.406,11054.594700000001,19394.7285,51407.0,174245.96899999998,106668.57,481585.812,618594.438,26945.1367,72163.9219,19198.3789,7.25713396,185544.5,23517.8926,2.5893693000000004
1480778133,14796.643600000001,138913.703,307467.656,241424.26600000003,1676383.0,1931707.1199999996,50887.625,979.2948,1.021419E7,48122.378899999996,2.52551E7,2914445.5,5513227.5,777727.625,277562.9380000001,10923.586899999998,22541.5977,2555735.25,5277527.0,548002.438,477873.78099999996,875600.625,236882.48399999997,359620.031,234538.219,45350.101599999995,15744.3818,205158.375,98702.03910000001,0.0097460961,340249.75,260596.48399999997,1031501.6900000002,2063232.25,11.764229799999999,84038.3906,337937.31200000003,566641.688,1102989.88,30.309410099999997,1336936.62,792201.062,762163.562,625760.812,30205.0449,100944.555,1557808.75,168596.375,822172.438,296272.594,1731978.25,1374201.25,233549.25,242806.70299999998,317556.406,11054.594700000001,19394.7285,51407.0,174245.96899999998,106668.57,481585.812,618594.438,26945.136700000003,72163.9219,19198.3789,7.257133960000002,185544.5,23517.8926,2.5893693000000004
1480797770,14796.643600000001,138913.703,307467.656,241424.26599999997,1676383.0,1931707.12,50887.625,979.2948,1.021419E7,48122.378899999996,2.52551E7,2914445.5,5513227.5,777727.625,277562.9380000001,10923.586899999998,22541.5977,2555735.25,5277527.0,548002.438,477873.78099999996,875600.625,236882.48400000003,359620.031,234538.219,45350.101599999995,15744.3818,205158.375,98702.03910000002,0.0097460961,340249.75,260596.48400000003,1031501.69,2063232.25,11.764229799999995,84038.39060000001,337937.312,566641.688,1102989.88,30.309410099999997,1336936.62,792201.062,762163.562,625760.812,30205.0449,100944.555,1557808.75,168596.375,822172.438,296272.594,1731978.25,1374201.25,233549.25,242806.70299999998,317556.406,11054.5947,19394.7285,51407.0,174245.969,106668.57,481585.812,618594.438,26945.136700000003,72163.92189999999,19198.378900000003,7.25713396,185544.5,23517.8926,2.5893693000000004
