CSV Dump from EGI accounting portal for the period 3/2015 to 3/2015
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2014 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,5699019.4081,0,0,5699019.4081
,,34000,17707200,Total,0,5699019.4081,0,0,5699019.4081,32.184757658467
,,,,WallClock,,335679.6818,,,335679.6818
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,151033.2648,0,0,151033.2648
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,1186832.2972,0,1186832.2972
,,27428,14284502.4,Total,0,151033.2648,1186832.2972,0,1337865.562,9.3658534580806
,,,,WallClock,,25017.9553,340582.0043,,365599.9596
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,3342241.6679,0,3342241.6679
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,1589518.5484,0,1589518.5484
,,67200,34997760,Total,0,0,4931760.2163,0,4931760.2163,14.091645340445
,,,,WallClock,,,839012.817,,839012.817
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,1794596.0000,0,1794596
,,54792,28535673.6,Total,0,0,1794596,0,1794596,6.2889561506619
,,,,WallClock,,,206104,,206104
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,4286966.9442,0,0,4286966.9442
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,6349601.3725,0,0,6349601.3725
,,42500,22134000,Total,0,10636568.3167,0,0,10636568.3167,48.055337113491
,,,,WallClock,,580070.7938,,,580070.7938
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,8535732.3306,0,0,8535732.3306
Canada,CA-WEST-T2,,,SFU-LCG2,0,3464333.3061,0,0,3464333.3061
,,42500,22134000,Total,0,12000065.6367,0,0,12000065.6367,54.215531023313
,,,,WallClock,,863854.1964,,,863854.1964
China,CN-IHEP,,,BEIJING-LCG2,0,4167257.2077,1563543.2547,0,5730800.4624
,,38400,19998720,Total,0,4167257.2077,1563543.2547,0,5730800.4624,28.655836285522
,,,,WallClock,,350690.7672,190344.5209,,541035.2881
Czech Republic,CZ-Prague-T2,,,praguelcg2,10189943.1886,8427561.0536,0,0,18617504.2422
,,48000,24998400,Total,10189943.1886,8427561.0536,0,0,18617504.2422,74.474783354935
,,,,WallClock,3441746.4003,1970144.6279,,,5411891.0282
Estonia,EE-NICPB,,,T2_Estonia,0,0,3837091.6884,0,3837091.6884
,,180000,93744000,Total,0,0,3837091.6884,0,3837091.6884,4.0931597631848
,,,,WallClock,,,514155.0804,,514155.0804
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,1036016.8175,0,1036016.8175
,,25200,13124160,Total,0,0,1036016.8175,0,1036016.8175,7.8939666805342
,,,,WallClock,,,151617.5514,,151617.5514
France,FR-GRIF,,,GRIF,32395801.7021,12932120.7094,7899246.8033,3994540.7944,57221710.0092
,,146248,76165958.4,Total,32395801.7021,12932120.7094,7899246.8033,3994540.7944,57221710.0092,75.127670170825
,,,,WallClock,3252214.1518,1374599.0351,952769.8965,495022.023,6074605.1064
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,5837287.2689,1439483.4886,0,7276770.7575
,,69400,36143520,Total,0,5837287.2689,1439483.4886,0,7276770.7575,20.132988589656
,,,,WallClock,,630334.7494,196617.9499,,826952.6993
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,7677752.6103,0,2094199.9014,9771952.5117
,,24056,12528364.8,Total,0,7677752.6103,0,2094199.9014,9771952.5117,77.998626857513
,,,,WallClock,,459678.7169,,194776.5507,654455.2676
France,FR-IN2P3-IPHC,,,IN2P3-IRES,6471047.0166,0,5104279.0832,0,11575326.0998
,,50000,26040000,Total,6471047.0166,0,5104279.0832,0,11575326.0998,44.45209715745
,,,,WallClock,544141.3311,,503070.9978,,1047212.3289
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,9071946.2824,0,2180996.2398,11252942.5222
,,48800,25415040,Total,0,9071946.2824,0,2180996.2398,11252942.5222,44.276705927671
,,,,WallClock,,504883.7682,,198631.2111,703514.9793
France,FR-IN2P3-LPC,,,IN2P3-LPC,6334452.5081,5876712.7476,0,3377536.2150,15588701.4707
,,39080,20352864,Total,6334452.5081,5876712.7476,0,3377536.215,15588701.4707,76.592176269148
,,,,WallClock,565111.9703,425641.0299,,284648.979,1275401.9792
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,1528818.5673,4341746.4123,0,0,5870564.9796
,,24576,12799180.8,Total,1528818.5673,4341746.4123,0,0,5870564.9796,45.866724373485
,,,,WallClock,196304.5425,385884.7444,,,582189.2869
France,FR-IN2P3-SUBATECH,,,IN2P3-SUBATECH,3138285.4028,0,0,0,3138285.4028
,,12000,6249600,Total,3138285.4028,0,0,0,3138285.4028,50.215780254736
,,,,WallClock,358091.7011,,,,358091.7011
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,38575563.1143,0,0,38575563.1143
