CSV Dump from EGI accounting portal for the period 5/2015 to 5/2015
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2015 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,5323227.3074,0,0,5323227.3074
,,42800,31843200,Total,0,5323227.3074,0,0,5323227.3074,16.716998628907
,,,,WallClock,,423796.2797,,,423796.2797
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,79992.6081,0,0,79992.6081
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,416360.9600,0,416360.96
,,27428,20406432,Total,0,79992.6081,416360.96,0,496353.5681,2.4323388238571
,,,,WallClock,,13040.2658,86803.6391,,99843.9049
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,2891081.8518,0,2891081.8518
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,3755705.7189,0,3755705.7189
,,92400,68745600,Total,0,0,6646787.5707,0,6646787.5707,9.6686734433913
,,,,WallClock,,,1116441.1852,,1116441.1852
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,2955662.5025,0,2955662.5025
,,60000,44640000,Total,0,0,2955662.5025,0,2955662.5025,6.6211077564964
,,,,WallClock,,,365711.1207,,365711.1207
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,4474811.2730,0,0,4474811.273
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,5363049.4625,0,0,5363049.4625
,,53000,39432000,Total,0,9837860.7355,0,0,9837860.7355,24.948926596419
,,,,WallClock,,596690.5265,,,596690.5265
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,8538134.5715,0,0,8538134.5715
Canada,CA-WEST-T2,,,SFU-LCG2,0,1732300.8042,0,0,1732300.8042
,,53000,39432000,Total,0,10270435.3757,0,0,10270435.3757,26.04594079859
,,,,WallClock,,769137.2431,,,769137.2431
China,CN-IHEP,,,BEIJING-LCG2,0,5123051.9339,1325663.4894,0,6448715.4233
,,46240,34402560,Total,0,5123051.9339,1325663.4894,0,6448715.4233,18.744870798278
,,,,WallClock,,448957.7653,199522.7576,,648480.5229
Czech Republic,CZ-Prague-T2,,,praguelcg2,10280059.7407,8957948.3529,0,0,19238008.0936
,,66000,49104000,Total,10280059.7407,8957948.3529,0,0,19238008.0936,39.178087515477
,,,,WallClock,3191924.5658,2078688.7783,,,5270613.3441
Estonia,EE-NICPB,,,T2_Estonia,0,0,6583225.7433,0,6583225.7433
,,180000,133920000,Total,0,0,6583225.7433,0,6583225.7433,4.9157898322133
,,,,WallClock,,,930555.1035,,930555.1035
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,950614.7314,0,950614.7314
,,32000,23808000,Total,0,0,950614.7314,0,950614.7314,3.9928374134745
,,,,WallClock,,,207015.5703,,207015.5703
France,FR-GRIF,,,GRIF,26936643.1805,16580301.2552,6211014.4218,1402076.7273,51130035.5848
,,174236,129631584,Total,26936643.1805,16580301.2552,6211014.4218,1402076.7273,51130035.5848,39.442575649465
