CSV Dump from EGI accounting portal for the period 6/2015 to 6/2015
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2015 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,6462911.7587,0,0,6462911.7587
,,42800,30816000,Total,0,6462911.7587,0,0,6462911.7587,20.972584886747
,,,,WallClock,,546558.4376,,,546558.4376
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,126191.5550,0,0,126191.555
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,854176.8205,0,854176.8205
,,27428,19748160,Total,0,126191.555,854176.8205,0,980368.3755,4.9643530106096
,,,,WallClock,,17375.7978,143092.077,,160467.8748
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,3670041.2248,0,3670041.2248
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,2925939.6384,0,2925939.6384
,,92400,66528000,Total,0,0,6595980.8632,0,6595980.8632,9.9145936495911
,,,,WallClock,,,1082639.3466,,1082639.3466
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,3146583.9175,0,3146583.9175
,,60000,43200000,Total,0,0,3146583.9175,0,3146583.9175,7.283759068287
,,,,WallClock,,,343601.046,,343601.046
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,5481590.9373,0,0,5481590.9373
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,7453106.0220,0,0,7453106.022
,,53000,38160000,Total,0,12934696.9593,0,0,12934696.9593,33.895956392296
,,,,WallClock,,830033.015,,,830033.015
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,10017713.2137,0,0,10017713.2137
Canada,CA-WEST-T2,,,SFU-LCG2,0,3133561.0708,0,0,3133561.0708
,,53000,38160000,Total,0,13151274.2845,0,0,13151274.2845,34.463507034853
,,,,WallClock,,851542.7519,,,851542.7519
China,CN-IHEP,,,BEIJING-LCG2,0,3994596.6598,2078887.0480,0,6073483.7078
,,46240,33292800,Total,0,3994596.6598,2078887.048,0,6073483.7078,18.242634166547
,,,,WallClock,,334358.2182,265848.5447,,600206.7629
Czech Republic,CZ-Prague-T2,,,praguelcg2,8861776.7651,6747505.6017,0,0,15609282.3668
,,66000,47520000,Total,8861776.7651,6747505.6017,0,0,15609282.3668,32.847816428451
,,,,WallClock,2673890.1313,1190171.4031,,,3864061.5344
Estonia,EE-NICPB,,,T2_Estonia,0,0,2274071.5809,0,2274071.5809
,,180000,129600000,Total,0,0,2274071.5809,0,2274071.5809,1.7546848618056
,,,,WallClock,,,352495.075,,352495.075
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,1224323.1621,0,1224323.1621
,,32000,23040000,Total,0,0,1224323.1621,0,1224323.1621,5.3139026132813
,,,,WallClock,,,206577.3683,,206577.3683
France,FR-GRIF,,,GRIF,23859037.1379,17736928.4047,8867606.1766,676978.2812,51140550.0004
,,174236,125449920,Total,23859037.1379,17736928.4047,8867606.1766,676978.2812,51140550.0004,40.765709536044
,,,,WallClock,2459734.9786,992543.9242,1173413.3084,73467.4316,4699159.6428
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,4507660.6378,2617745.5869,0,7125406.2247
,,69600,50112000,Total,0,4507660.6378,2617745.5869,0,7125406.2247,14.218961974577
,,,,WallClock,,463459.8973,308524.0726,,771983.9699
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,9594811.0674,0,1235321.0477,10830132.1151
,,24056,17320320,Total,0,9594811.0674,0,1235321.0477,10830132.1151,62.528475889014
,,,,WallClock,,583683.8097,,114649.2564,698333.0661
France,FR-IN2P3-IPHC,,,IN2P3-IRES,6074773.9447,0,4480334.3947,0,10555108.3394
,,60000,43200000,Total,6074773.9447,0,4480334.3947,0,10555108.3394,24.433121156019
,,,,WallClock,518385.0628,,437911.8725,,956296.9353
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,5286882.4618,0,622769.7763,5909652.2381
,,60000,43200000,Total,0,5286882.4618,0,622769.7763,5909652.2381,13.679750551157
,,,,WallClock,,265607.5303,,57062.9531,322670.4834
France,FR-IN2P3-LPC,,,IN2P3-LPC,5813515.8288,7231544.9546,0,520561.5013,13565622.2847
,,59200,42624000,Total,5813515.8288,7231544.9546,0,520561.5013,13565622.2847,31.826253483249
,,,,WallClock,514104.2662,431620.055,,44481.988,990206.3092
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,2101308.5500,4959686.4702,0,0,7060995.0202
,,36712,26432640,Total,2101308.55,4959686.4702,0,0,7060995.0202,26.713166071191
,,,,WallClock,191766.4697,176801.8444,,,368568.3141
France,FR-IN2P3-SUBATECH,,,IN2P3-SUBATECH,1425930.4022,0,0,0,1425930.4022
,,12000,8640000,Total,1425930.4022,0,0,0,1425930.4022,16.503824099537
,,,,WallClock,155871.7752,,,,155871.7752
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,22263239.2894,0,0,22263239.2894
Germany,DE-DESY-ATLAS-T2,,,DESY-ZN,0,15322704.6275,0,0,15322704.6275
,,82800,59616000,Total,0,37585943.9169,0,0,37585943.9169,63.046738991043
,,,,WallClock,,1607365.6129,,,1607365.6129
Germany,DE-DESY-GOE-ATLAS-T2,,,GoeGrid,0,8501998.7042,0,0,8501998.7042
,,19440,13996800,Total,0,8501998.7042,0,0,8501998.7042,60.742446160551
,,,,WallClock,,697003.5298,,,697003.5298
Germany,DE-DESY-LHCB,,,DESY-ZN,0,0,0,409979.8464,409979.8464
,,13600,9792000,Total,0,0,0,409979.8464,409979.8464,4.1868856862745
,,,,WallClock,,,,27258.5238,27258.5238
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-HH,0,0,22714710.6827,0,22714710.6827
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-ZN,0,0,0,0,0
Germany,DE-DESY-RWTH-CMS-T2,,,RWTH-Aachen,0,0,5382737.2813,0,5382737.2813
,,145652,104869440,Total,0,0,28097447.964,0,28097447.964,26.792789170992
,,,,WallClock,,,2902072.917,,2902072.917
Germany,DE-FREIBURGWUPPERTAL,,,UNI-FREIBURG,0,6414889.4408,0,0,6414889.4408
