,alice,atlas,auger,belle,biomed,calet.org,cernatschool.org,cms,comet.j-parc.jp,compchem,desy,dteam,dune,enmr.eu,eumed,fermilab,gaussian,ghep,gridit,gridpp,harpo.cea.fr,icecube,ific,ilc,km3net.org,lhcb,lsst,lz,na62.vo.gridpp.ac.uk,nw_ru,ops,ops.ndgf.org,ops.vo.ibergrid.eu,pheno,see,snoplus.snolab.ca,t2k.org,tut.vo.ibergrid.eu,virgo,vo.access.egi.eu,vo.agata.org,vo.complex-systems.eu,vo.cta.in2p3.fr,vo.france-grilles.fr,vo.hess-experiment.eu,vo.ipno.in2p3.fr,vo.londongrid.ac.uk,vo.moedal.org,vo.neugrid.eu,vo.northgrid.ac.uk,vo.plgrid.pl,vo.sbg.in2p3.fr,vo.southgrid.ac.uk,xenon.biggrid.nl,Total, Percent, 
T2_US_MIT,0,217141.6408,0,0,0,0,0,45849351.7396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46066493,2.64%
T2_US_Nebraska,0,0,0,0,0,0,0,36407380.9356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36407381,2.09%
T2_US_Purdue,0,7184.5383,0,0,0,0,0,58486806.3298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58493991,3.36%
T2_US_UCSD,0,9399.5575,0,0,0,0,0,51818628.0678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51828028,2.98%
T2_US_Wisconsin,0,619138.6867,0,0,0,0,0,59332397.8103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59951536,3.44%
TH-Tier2,1297849.6458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297857,0.07%
TR-Tier2-federation,0,8497008.8999,0,3337352.9622,334291.3124,0,0,13071201.2823,0,0,0,0,0,0,34.2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.7834,0,0,0,1184706.3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26424962,1.52%
TW-CMS-T2,0,0,0,0,0,0,0,116941.5525,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1878,0,0,0,0,0,116952,0.01%
TW-FTT-T2,0,4617901.1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4617903,0.27%
UA-Tier2-Federation,384492.6078,0,0,0,0,0,0,3817094.8444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4201595,0.24%
UK-London-Tier2,0,32008632.5040,0,0,185860.0829,0,29.7349,31176411.6471,33.2486,0,0,2.3831,235337.3681,80.4392,0,0,0,0,0,897.9753,0,9373.0556,0,1838034.5236,0,8976483.1188,98.3370,407.4634,50414.1561,0,1030.3772,0,0,420413.3288,0,958881.6076,4.4435,0,0,0,0,0,0,0,0,0,144.5724,0.9381,0,0,0,0,0,0,75862571,4.36%
UK-NorthGrid,1095747.2660,41893147.1251,0,0,162600.4878,0,13.6000,0,40.8958,0,0,0.0000,56817.2177,0,0,26818.9083,0,0,0,543.5962,0,42.6550,0,1047551.4216,0,20617890.0371,53.7428,1275.8314,23332.1353,0,35.9346,0,0,185599.8144,0,203302.2571,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,157625.4312,0,0,0,0,65472438,3.76%
UK-ScotGrid,0,39145589.1930,0,0,0,0,20.5903,1282955.3729,0,0,0,0,0,0,0,0,0,0,0,666.2825,0,0,0,223916.7857,0,7957360.7197,4.1050,0.0000,14181.9683,0,353.6167,0,0,5859340.8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54484389,3.13%
UK-SouthGrid,8636692.8339,12191360.2077,0,0,100035.5073,0,5.3814,22010704.5342,49.3553,0,0,0,0,0,0,0,0,0,0,600.2361,0,0,0,1238183.4458,0,11429350.9484,16.3038,46.8114,1715.4006,0,76.5628,0,0,252167.0676,0,468846.0007,0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0,56329851,3.23%
US-AGLT2,0,42046828.8766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42046829,2.41%
US-LBNL-ALICE,5378700.3897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5378700,0.31%
US-MWT2,0,82119382.5700,0,0,0,0,0,14972.6820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82134355,4.72%
US-NET2,0,42510835.6874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42510836,2.44%
US-SWT2,0,26914875.3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26914875,1.55%
US-WT2,0,26563910.6239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26563911,1.53%
ZA-CHPC-T2,4627349.4061,9021.8377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4636372,0.27%
Total,144621456,781237518,258301,9817767,1543683,2600652,69,644578137,132,2569068,546,2,292155,80893,34,28188,430956,36690,49,2708,60414,10174,1244438,7856947,4,116995782,172,1730,95327,381174,7590,0,0,6717521,1184706,1903298,91,0,60167,0,2621,129409,12089234,37309,2730896,178998,145,1,165741,157625,260821,1480192,0,86,1741851620,
Percent,8.30%,44.85%,0.01%,0.56%,0.09%,0.15%,0.00%,37.01%,0.00%,0.15%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.45%,0.00%,6.72%,0.00%,0.00%,0.01%,0.02%,0.00%,0.00%,0.00%,0.39%,0.07%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.69%,0.00%,0.16%,0.01%,0.00%,0.00%,0.01%,0.01%,0.01%,0.08%,0.00%,0.00%,,
