Time,Aalborg,Altaria,Athens,BITP,BITP_ARC,Bandung,Bari,Bari-Torrent,Birmingham,Bologna,Bratislava,CBPF,CCIN2P3,CCIN2P3-CREAM,CCIN2P31,CCIN2P32,CERN,CERN-AURORA,CERN-CORONA,CERN-CREAM,CERN-CVMFS,CERN-HW6,CERN-L,CERN-LSF,CERN-MIRAGE,CERN-SHA2,CERN-SIRIUS,CERN-TEST,CERN-TRITON,CERN-VM6,CERN-W5,CERN-ZENITH,CERN_HLT,CERN_HLTDEV,CERN_PLANCTON,CNAF,CNAF-CREAM,CNAF-DUE,CNAF_glexec,COMSATS,CSC,Cagliari,Catania,Catania-VF,Cibinong,Clermont,Cloud,CondorCloud,CondorSite,CyberSar,CyberSar-CREAM,Cyfronet,DCSC_KU,Dortmund,FZK,FZK-KIT,FZK_ARC,FZK_CREAM,FZK_glexec,GRIF_IPNO,GRIF_IRFU,GRIF_IRFU-CVMFS,GRIF_IRFU_ARC,GRIF_IRFU_SHARED,GSI,GSI-CREAM,GSI-SCLAB,GSI-SE2,GSI-SGE,GSI_2,Grenoble,HHLR_GU,HIP,Hiroshima,ICYB,ICYB_ARC,IHEP,IHEP-CREAM,IPNL,ISMA,ISS,ISS_LCG,ITEP,ITEP-CREAM,JINR,JINR-CREAM,KFKI,KISTI-CREAM,KISTI_GSDC,KISTI_GSDC-T1,KNU,KPI,Kolkata,Kolkata-CREAM,Kosice,LBL,LLNL,LUNARC,Legnaro,Legnaro-CREAM,MEPHI,Madrid,NECTEC,NERSC,NIHAM,NIKHEF,NIPNE,NSC,ORNL,ORNL_Titan,OSC,Oxford,PAKGRID,PDC,PLANCTON,PNPI,Poznan,Prague,Prague-CREAM,RAL,RAL-WMS,RAL_ARC,RRC-KI,RRC_KI_T1,SARA,SGE,SINP,SNIC,SPbSU,SPbSU-CC,SPbSU-CREAM,SUT,SaoPaulo,Strasbourg_IRES,Subatech,Subatech_CCIPL,TACC,Talca,Torino,Torino-CREAM,Torino-Torrent,TriGrid,TriGrid_Catania,Trieste,Troitsk,Troitsk-CREAM,Trujillo,Tsukuba,UF,UNAM,UNAM_T1,UPB,UiB,Vienna,WONDERLAND,WUT,Wuhan,Yerevan,ZA_CHPC,_TOTALS_,pcalice92.cern.ch
1266081920,163423.41423828676,,284581.8352873154,321447.45210366306,,,397936.03071033274,,9877.423623339826,192182.80211083379,,,1.1689095197601367E7,66699.42880139351,,,,,,386586.49537745,,,1.0690550291776462E7,,,,,,,,,,,,,7067439.842891019,411390.30806390155,,,,,,1912067.0549296238,,,2095651.345820265,,,,,38316.30624028416,7471974.450862956,,,1.4007523341814969E7,,,1432528.6467319285,,142910.66712455332,91817.82513567753,,,,3455454.421810845,,,,,,348590.7902238883,,,190101.16911837517,,,328188.38406291883,339877.36133191705,678720.262906242,,2831132.328851184,,1107036.2352218549,39014.05953974596,3674053.7966489405,177559.9249946188,808880.6434635682,167551.72100695022,,,2.5757346022364306E9,85879.44552513286,,288902.71386141604,290169.7571744714,,870.2615640207949,3642369.919098542,1439655.9412133612,204693.02723496436,,926065.994936895,,,1.035374355005028E7,3912295.035993208,,1290284.9623226884,,,,,,,,1815024.338898076,1867811.3876900007,,862186.3262007014,3307210.885347852,15880.59645479877,,,,,,705474.4489559211,,267927.6945417053,,22890.32112908843,,,2046496.2799656328,3529230.65438211,,,,,925035.0555297493,,3125.4542027722223,,,755315.5192438107,74041.28346335242,543074.0847585631,,,,,,1102460.5189313795,,,,,,,2.004661596509287E9,
1268261063,,,,323127.14855365996,,,399320.19919059,,9877.423623339826,192223.35777260954,,,1.1694364419331834E7,72715.53059641067,,,,,,386841.6520776445,,,1.0696666385574898E7,,,,,,,,,,,,,7069203.940189052,423846.74510379037,,,,,,1912070.6910063946,,,2097016.0069603054,,,,,41983.206424480595,7491430.106920424,,,1.4010991284207562E7,,,1438534.510219114,,151702.85550235395,95330.26200387829,,,,3455506.091591126,,,,,,350785.14687678067,,,190101.21404165553,,,328188.38406291883,340068.3090570904,678732.5455432095,3148.4480929245888,2836209.994103485,,1107536.055296459,42514.03273371991,3676973.2551070373,186232.99419943622,810050.0248269257,167551.72100695022,,,2.5757361223421307E9,86855.66587652102,,290684.9149129074,290415.5750783124,271094.37495446624,,3653158.3027822543,1439831.1005712897,218478.5399654498,,926066.2866796884,,,1.0359310546705196E7,3914002.6622666377,,,,,,,,,,1816116.2098950795,1868165.5271277134,,865022.392346609,3310449.3520703246,28642.362692533825,,,,,,705509.7745333058,,267941.6740908528,,22890.32112908843,,,2048960.351121802,3532426.927441096,,,,,930752.9524890113,,3190.202899354948,,,755434.8624788165,75174.62199812155,543383.2102712279,,,,,,1103268.330081897,,,,,,,2.0047602842122626E9,
1270440206,,,,323957.106252978,,,404857.32639726484,,,192976.54230196908,130957.55120112462,,1.170723877803727E7,77678.14583617482,,,,,,400924.32391990925,,,1.0737155156925077E7,,,,,,,,,,,,,7078476.388455667,426356.59152266546,,,,,,1922181.2991766213,,,2111494.1211624863,,,,,43577.909886097,7497087.420068736,,,1.402829567691131E7,,,1456786.1041072148,,152933.68461920184,95377.76552897715,,,,,,,,,,358910.28989847435,,,192843.26987148367,,,328817.0613921514,343037.75620605785,684535.8894806799,3148.4480929245888,2836470.785343311,,1115446.1262717636,47976.383353874066,3679088.334673512,204371.6711444835,810411.0272676967,,,,2.5757372519918656E9,92665.36965966887,,290696.94326575886,292302.2810435064,271094.5379830637,,3672434.725788517,1445479.5734258818,246135.84236689305,,927669.2449041182,,,1.0360091019874264E7,3915850.225828434,,1290284.9623226884,,,81084.7501502776,,,,,1821763.606696974,1870029.9988107267,,867327.2230201089,3310614.8807176924,47598.237164355516,,,,,,,,268454.5062022482,,23418.69637257518,,,2064349.0788854305,3543276.0207233583,,,,,959208.8755285299,,8403.138660371487,,,756622.4587095539,77012.46141552998,544585.8156118501,,,,,,1104611.060225035,,,,,,,2.0052220776773276E9,
1272619349,,,,326015.29261729313,,,412738.44529068185,,,193969.1829863309,131462.53399107407,,1.1726723473351212E7,85672.88346623158,,,105349.57069553412,,,426438.02275950974,,,1.0781625390674585E7,,,,,,,,,,,,,7093624.637449887,439565.35333935637,,,,,242104.03749326023,1935031.6267300285,,,2134356.045867306,,,,,49082.94511134386,7515816.698323274,,,1.4089709973459247E7,,,1475254.9827460072,,165685.82234463378,99461.55092054226,,,,,,,,,,367433.9277069439,,,202561.50924472412,,,333717.90205426933,348781.5189104072,695222.6666644812,3148.4480929245888,2839156.320080192,,1130266.8468891077,56683.14629086383,3694052.041486766,226012.27855290446,813351.0670779307,167551.72100695022,,,2.5757390413005404E9,97658.98917151682,,291263.23658535705,302916.9759814999,271095.1042554312,,3715475.6853315714,1456426.2004192094,281516.69777112326,102932.80043344115,930298.431458485,,,1.0360113331545249E7,3920762.191961118,,1294612.2830218165,,,81504.47250398016,,,,,1828328.684157447,1884990.1960835962,,881213.5629973296,3319016.4728452964,71664.0161618726,,,,,,,,269170.5575756571,,23947.071616061934,,,2088184.5293103738,3561041.7842223374,,,,,1001935.8344726686,,17265.35056340208,,,759467.9733775671,80085.36984861604,546293.4957090245,,,,,,1106189.6801906172,,,,,,,2.0059260544177065E9,
1274798491,,,,327252.5609526193,,,422970.74816096056,,9877.423623339826,194932.54308419602,134034.69188836016,,1.1793998495452363E7,147111.74491194988,,,105411.99965546552,,,445064.3322761151,,,1.0814006849151691E7,,,,,,,,,,,,,7192624.476066768,452581.0734397702,,,,,244880.1223828332,1953313.3581998479,,,2149026.8145773485,,,,,53254.58710991359,7540606.185939837,,,1.4208782013836373E7,,,1606521.0122355057,,185001.57471331782,105413.81924442909,,,,,,,,,,404528.7233356176,,,216147.25425314813,,,340006.248090104,,731389.5785761033,3148.4480929245888,2863838.8703297097,,,76660.87735315734,3717186.307680876,254369.60904193597,836685.3564219264,173160.52367607495,,,2.575740567119165E9,99752.98926552986,,292894.81615666236,313943.5397990771,271132.6389089358,,3762447.0784824966,,309074.0003577883,104973.18717076641,931324.6877917536,,,1.0481983076120097E7,3990355.1603675475,,1303389.2940307998,,,82116.36605397436,,,,,1840144.167086003,1904400.7641613341,,901343.8544754722,3493985.2814597357,,,,,,,,,269402.6983762421,,24545.50499256797,,,2150547.4080116386,3590333.725262425,,,,,1047091.9757680476,,28077.303732722317,,,762561.515884042,89856.81905504708,547942.8739174454,,,,,,1106432.7208489275,,,,,,,2.0079741755724964E9,
1276977634,,,,327261.6006229483,,,526252.1409571342,,10040.410483062518,196561.021249243,138803.16160038658,,1.2076881847013226E7,291044.01978574105,,,105474.42997095942,,,490583.0621363692,,,1.088604842679574E7,,,,,,,,,,,,,7501147.606968298,565979.2355232305,,,,,287758.02703676134,2011781.4006078045,,,2223461.597573779,,,,,65707.73398150086,7675339.805940853,,,1.4799123491404267E7,,,2147185.018513842,,244431.93959599573,270972.0501953065,,,,,,,,,,495966.56597328617,,,222864.308079034,,,416355.53328507475,,808908.9822294248,9658.345880245095,2983553.597405514,,,171403.6691716383,3867264.393156909,348986.8380062903,892123.459663346,198358.06875590864,,,2.5757493246258388E9,104686.07752005536,,319589.93185436155,368102.0037962621,274412.9583298336,,3909310.0919753904,,532752.2073995247,110846.11720283546,964573.3104943025,,,1.1183168614871021E7,4271555.159322265,,1412999.9580924143,,,82308.53725026603,,,,,1877722.5925847215,1925822.6982605031,,1101898.6527217005,4332703.346502586,,,,,,,,,277173.8220286048,,31419.316947092448,,,2256805.4601228433,3708500.332981294,,,,,1226926.2549292846,,56446.233069746144,,,789745.1515217524,104232.912129675,556234.1185643175,,,,,,1106536.8215156232,,,,,,,2.0152817690511835E9,
1279156777,,,,327261.6006229483,,,714739.6036082808,,26517.859038475024,198294.19559568955,148700.5200698883,,1.2599148500991391E7,440816.38599493983,,,105474.43191204629,,,582495.7114096751,,,1.0978371649202269E7,,,,,,,,,,,,,7718312.268393537,702133.0596665888,,,,,362747.8060704694,2113353.523699011,,,2442920.642636253,,,,,98095.67703967485,7886595.718305274,,,1.7053226969838675E7,,,3356683.5574198975,0.0,385303.9182178211,691436.0702989503,,,,,,,,,,612267.4754168796,,,224057.29188614243,,,582734.4455787177,,922519.945165336,23187.841420628876,3189953.8840143895,,,265215.4996370811,4150077.459040866,501236.75949164503,959447.9661194608,219615.6899440492,,,2.5757632492643766E9,107660.80206516827,,373473.8269563545,494676.62015435763,462718.74473497784,,4121709.462774916,,920994.1603930733,125528.73678912762,1028247.8021022053,,,1.2151789063622395E7,4693250.873185247,,1668491.6793520988,,,135312.94952858696,,,,,1946406.3224339944,1998200.1854570531,,1674080.1978280037,5472436.018997207,71664.0161618726,,,,,,,,292559.8668283346,,47639.807406390704,,,2345255.3532487927,3947640.6685267175,,,,,1565699.3053991236,,85134.4696257064,,,846501.0129950646,112629.55375942083,606425.9067502811,,,,,,1106641.8757041742,,,,,,,2.0271358733649025E9,
1281335919,,,284581.8352873154,,,,885130.2929629096,,70759.42551903955,199801.037339172,162417.70228090984,,1.302322002522263E7,606908.635418986,,,105474.43277075017,,,745825.8401329485,,,1.104245696066194E7,,,,,,,,,,,,,7718313.739508488,727205.526429085,,,,,423193.085844376,2223438.7917172634,,,2751390.218294201,,,,,127023.0434936327,8021690.995118908,,,1.9486824068301816E7,,,4277260.713816905,0.0,580492.8973310016,1318070.120686542,,,,,,,,,,716147.5270885312,,,253037.32381501875,,,773486.4403509862,,1036658.3551534961,37227.036926755434,3386074.746289,,,307733.86355789594,4411888.4313027775,637616.6937350365,1024906.0123175198,260540.76541592777,,,2.575781464431788E9,,,442290.44300131616,632808.9228153814,773342.5499467197,,4282803.684284318,,1213613.98631579,143972.84378217332,1090211.3670250992,,,1.3112758257129991E7,5024944.91839432,,2002339.2094410884,,,230832.34445769695,,,,,2014867.1019882336,2154148.172398827,,2471532.6288588587,6162484.585129536,83114.48519047987,,,,,,,,310384.12024929316,,64781.32677113149,,,2425818.7859658026,4215975.708773545,,,,,1881459.7765504667,,98797.50022671012,,,910498.9530649668,114603.9780381764,664456.8733530091,,,,,,1111762.317761389,,,,,,,2.03793275810255E9,
1283515062,,,293814.244524756,,,,1011055.7709334503,,121468.84881756087,201730.21554775795,171194.99455883022,,1.3232817025951661E7,831775.0942092664,,,105474.43331710917,,,908720.0966290169,,,1.1080522698223127E7,,,,,,,,,,,,,8119719.609933351,1035907.4723067337,,,,,468513.35081694124,2311447.7362333043,,,3018876.220484822,,,,,137615.48223891892,8137052.421311707,,682.9899524478718,2.033722990528044E7,,,5247531.730995034,,743744.576828508,1817359.185058132,,,,,2920.9992536375103,,,,,822143.5920604178,,,319362.98079440766,,,961624.8025117748,,1137923.5226470772,,3553044.5432025087,,1130266.8468891077,398970.81248071784,4626296.881044349,764279.0909914501,1080303.0633481718,332088.42120869353,,,2.5758056594376473E9,107660.80206516827,,508702.9297255384,752655.639624107,1071923.379077267,,4409801.849302828,,1401575.6871728513,153986.5505637072,1136125.1259204205,,,1.4228780061051311E7,5219177.827858431,,2270895.013612644,,,327888.74265434104,,,,,2076423.811468215,2299520.22470299,,2994389.915130197,6585333.608699136,239798.86261754346,,,,,,,,323097.08967757504,,77875.1442269564,,,2511936.843114252,4481737.8492724765,,,,,2159763.199655715,,124310.00203857815,,,959504.4423982129,142958.63330593816,705180.8519352955,,,,,,1138716.317083401,,,,,,,2.0480316894854028E9,
1285694205,,,307259.83591726766,,,,1129537.8162049316,,162745.32558464762,203407.40835088206,179400.15816638284,,1.3465859822459117E7,1093378.7487600415,,,,,,1028703.2529713452,,,1.1181654854722796E7,,,,,,,,,,,,,8952954.956692263,1663646.965015252,,,,,509016.41092343855,2388374.1004472887,,,3209445.640121115,,,,,145373.87490144948,8302577.441059485,,,2.070169432700039E7,,,7096703.826139029,,876283.4705493711,2090161.2900826808,,,,,7131.409704335965,,,,,947107.3642645623,,,436748.6549113622,,,1126143.260196374,,1234833.5695778977,,3712782.3964232905,,1136901.9226377746,507345.7021442341,4885921.950987534,909096.4520111792,1139384.0860997052,395344.8389955369,,,2.575825690175109E9,107840.98839545686,,552903.8076216009,877491.5694491526,1393857.625793474,,4508057.77368521,1456426.2004192094,1608018.2436322267,159980.86231922655,1189568.7165539677,,,1.5236777938559256E7,5391244.65144816,,2447739.355004094,,,439899.00215770537,,,,,2141998.2486994197,2402713.364898674,,3423116.556054338,7044853.626607101,618425.3155082654,,226916.1892335222,,,,,,325670.1834133271,,93026.60583416557,,,2611318.874657258,4787817.026933776,,,,,2460248.448030765,,156685.07085240138,,,1001582.8331698363,199039.2080305235,753932.6054569568,,,,,,1207867.2345239006,,,,,,,2.0596527580448654E9,
1287873348,,,313885.4603362925,,,,1247250.6877582427,,198056.85991909425,205163.68134688566,189790.05495653456,,1.3771438839151507E7,1428547.2576687948,,,,,,1180652.9148064854,,,1.1444918342129026E7,,,,,,,,,,,,,9792610.93581112,2404739.752803829,,,1397.6263991118099,,557857.8549988547,2472497.2668900564,,,3363109.747424034,,,,,160082.8477679553,8493449.440340046,,,2.1265914864678554E7,,,8632401.766235804,,1023680.2830816669,2288730.9389210744,,,,,10021.911804264953,,,,,1054679.7377672172,,,570399.0463015622,,,1259572.9229335126,,1309530.2395681024,,3848238.5710261,,1170756.358591569,595547.6922909403,5173307.0688370075,,1218125.535224071,454432.9406768718,,,2.5758385662054563E9,108021.17472574547,,601305.7270711563,1016097.7019289521,1705565.0433443815,,4598028.729240977,1564543.7423720392,1805283.951291901,168791.10010759416,1264042.4641104876,,,1.6048480139583372E7,5594894.520648486,,2620448.676233077,,,549624.7308739912,,,,,2207031.90259087,2472010.1882862174,,3908625.905752046,7565077.358126443,1019964.9883884694,,534166.0369791093,,,,,,334079.5535678532,,111722.8755519781,,0.0,2737193.1618092246,5102421.9525264045,,,,,2715114.7919127895,,188458.30006464437,,,1064515.2626702127,,799185.779723132,,,,,,1298252.190345555,,,,90.86230138870687,,,2.0712857104437013E9,
1290052490,,,316663.0823244329,,,,1325183.7598726002,,234639.55510269868,207484.98058021,197835.83674166803,,1.3950429134949995E7,1655870.927086152,,,,,,1331385.381891989,,,1.1695571698505823E7,,,,,,,,,,,,,1.0340479354362704E7,3015451.5270803785,,,2234.6800692821753,,597786.8778873006,2539881.2268288457,,,3477607.283221799,,,,,177412.94140974362,8606206.064958625,98670.97922837167,,2.1831993507369716E7,,,9336437.389498292,,1164365.114855434,2372528.270253846,,,,,11719.978253178402,,,,,1129610.661569824,,,671124.6917062029,,,1370943.3616947962,,1374394.9756961311,,3927254.969363489,,1199556.9301074927,,5385242.556668872,,1302078.736197835,489720.1457540388,,,2.575843578048562E9,114947.73543178047,,638858.9298685461,1151361.4864879842,1902920.8376788588,,4684331.01718261,1709186.730017191,1946408.9946325677,175842.18841703192,1328902.365715749,,,1.660394260905955E7,5742460.5421009315,,2767935.9215616505,,,642034.6012117716,,,,,2257711.1408016505,2526942.439886616,,4205554.310531396,7853656.141557394,1222408.812628256,,852697.196810208,,,,,,344561.9763824554,,121809.03250440667,562.7539409234705,2296.8801945684604,2832192.430083803,5287262.1888012765,,,,,2925944.5707275113,,214991.8909276502,,,1125467.4229796608,,846076.1351720286,,,,,,1406172.9174858031,,,,273.24227052180544,,,2.0787200092177362E9,
1292231633,,,319895.2058588609,,,,1408913.117733828,,265052.8119377966,212431.35638892304,205489.16403626022,,1.403700139962501E7,1746778.7779054001,,,,,,1433557.7530061952,,,1.1812652632516282E7,,,,,,,,,,,,,1.0700135497466484E7,3273434.2030784776,,,2810.794625632822,,641461.3709336128,2593943.641026225,,,3549700.2181038866,,,,14637.797670812464,,8643794.06792238,150558.80683347542,,2.2321161080367345E7,,,9623089.964214046,,1257510.325829662,2403957.998178341,,,,,12257.651197741558,,,,,1203049.670505709,,,749153.3920536137,,,1438634.0859882678,,1453790.0388003467,,4067139.785324217,168.77890843584308,1207792.783698253,,5569443.633363999,,1376136.6562756312,532223.7143158779,,,,121891.67546178846,,646423.6174304627,1237702.3090130135,2045736.7288496622,,4791474.079231879,1840612.1121508253,,184249.5163383782,1404392.3843488912,,,1.7186794791462135E7,5832878.667905147,,2886621.911261528,,,705057.7242165311,,,40723.49339992174,,2303476.5027161743,2580315.458840558,,4570142.810758102,8087740.770019225,1291002.204331952,,1055546.3829616685,,,,,,352986.38124375005,,135000.93951045227,1125.507881846941,20823.41055391708,2894270.851172029,5360669.945302899,,,,195629.32167051535,,,234669.71522693773,,63.55209683381126,1182928.7504505063,,899454.2748393394,,,,,,1536720.8342994517,,,,456.27760601058884,,,2.083980220047784E9,
1294410776,,,327284.3460150749,,,,1506747.7882251295,,285074.7013349961,218698.2505761072,213416.82665699458,,1.4126430237318866E7,1854947.9347230531,,,,,,1521029.728433968,,,1.2049929552979667E7,,,,,,,,,,,,,1.1264999885804545E7,3539396.4485541983,,,3221.172218381083,,709306.5373879807,2654917.5846898034,,,3623027.1595061873,,,,15152.223698035157,,8703547.117563987,267210.1943974096,,2.3179316324049823E7,,,1.021851824694634E7,,1412812.9748960806,2458835.454444366,,,,,12568.599487450721,,,,,1277985.8797300577,,,811938.0240434986,,,1498178.6809662452,,1546924.3232656494,,4278167.572567554,1235.5464817071422,1227814.3114793778,,5753647.536215904,,1448209.881201733,603298.0299792788,,,,121926.43410973444,,662714.5301555076,1276797.6437134468,2266982.604305901,,4903604.397099925,2038242.207887517,,205005.1648984158,1483850.0479137194,,,1.7894176241029445E7,5921867.377371193,,2994074.9640483516,,,755001.6174758372,,,109590.16340994174,,2358063.630125048,2599195.0764821307,,5074918.094665372,8490013.157745348,,,1266288.5100200716,,93067.73049967953,,,,368439.221812014,,156643.05592175302,1125.5081049364828,52734.72820196216,2949846.6297238846,5427668.018772254,,,,352792.58041555557,,,259498.59040995577,,434.1092928656504,1247862.4505287355,,954015.7483205058,,,,,,1660766.0663700372,,,,,23123.794772809677,,2.0917447797753825E9,
1296589918,,,353479.2083726132,,,,1585578.5947690294,,311961.7169185573,223375.02727332275,219606.97492692963,,1.4270263904592404E7,1960760.9932313676,,,,,,1736898.79459198,,,1.238193537250795E7,,,,,,,,,,,,,1.1935758376391979E7,3918895.654470468,,,3221.172218381083,,797979.359287724,2704046.8017148334,,,3687226.925318758,,,,23973.79727778657,,8794069.987414142,454871.76824425143,,2.3950615451652564E7,,,1.1637916391622458E7,,1650704.0508363657,2617309.275974361,,,,,14380.351925535624,,,,,1332167.5186118875,,,895983.403948599,,,1576203.9719308498,,1621917.8837992458,,4468375.95282481,4916.813144782235,1256047.043132586,,5952103.372145122,,1510968.511834716,669071.5289919937,,,,,,713519.9524216414,1313075.9835886655,2482923.2645197883,,4987453.210173938,2206782.892742075,,226593.06312644284,1545433.2386691698,,,1.8728867311356697E7,6013007.862480066,,3127257.730509453,,,807097.2922562367,,,200998.75478923752,,2405951.2176905824,2618592.1951680644,,5542564.585962355,8940357.739004575,,,1545708.2413655675,,165780.18649411068,,,,382769.21760923933,,172874.18713370527,1134.2976308221957,78532.7228174211,3003237.2824783046,5481979.260963811,,,,531857.3318160448,,,280172.09242993407,,907.394191268,1312168.460277987,,997733.0201588878,,,,,,1730825.6486186746,,,,,49640.15311431382,,2.1002916758389087E9,
1298769061,,,376237.70452849066,,,,1627157.7663346573,,336579.4424185623,227127.24571151086,224332.27427424083,,1.4447164278951824E7,,,,,,,1971720.581817762,,,1.2642555260108173E7,,,,,,,,,,,,,1.2293201687807987E7,,,,,,866571.3970240278,2725111.359642943,,,3733288.4056637706,,,,37485.57578949006,,8862446.521358209,576154.7596424508,,2.449552421917082E7,,,1.3520824078836111E7,,1834363.3105066246,2749196.92852774,,,,,17072.345391457853,,,,,1377926.8632697277,,,970569.1042949094,,,1629974.1638324042,,1680812.8663503502,,4615341.670107258,7934.056891103648,1284242.006841258,,6114577.21455835,,1553760.6047963668,713667.6548329258,,,,121926.43410973444,,784381.8292948761,1354723.247468285,2597865.439069812,,5052146.335504765,2296414.8946988336,,236096.71673225367,1596192.503699814,,,1.949424692510976E7,6093700.21173075,,3255385.483929078,,,846930.1354846654,,,300634.11180492124,,2439207.650797929,2630828.7795700543,,5814189.202142682,9530201.951185951,,,1799569.7522334491,,226145.98873869923,,,,391689.18686286884,,180922.75483696183,1143.1342973414378,96536.61612315815,3076281.66466814,5521515.197662387,,,,671919.8819049639,,,288181.2955054954,,1309.3517447868676,1350287.840816284,,1030116.1553447209,,,0.0,,,1762570.8944739352,,,,,67161.66532022532,,2.1068751747704587E9,
1300948204,,,377323.5346728022,,,,1643555.1633411446,,367714.65137776354,229177.72628823033,229460.03543450573,,1.4560118974744787E7,,,,,,,2193572.0098416647,,,1.290191845950151E7,,,,,,,,,,,,,1.2366477442075577E7,,,,,,910259.2319650992,2736516.5850746473,,,3776590.2509029442,,,,43858.50802600225,,8914274.214846307,641155.1340488591,,2.5618390303108122E7,,,,,1987466.2153831737,2889165.5278106453,,,,,18897.375758135684,,,,,1413393.7759637216,,,1018001.910187359,,,1694379.6390952647,,1729946.095460167,,4704351.286905203,9277.224844514743,1310840.4397657071,,6262643.036828678,,1594631.2584871296,745104.4981339565,,,,122471.05757733795,,861725.9871526622,1398891.1686024202,2658994.466136289,,5104617.23270982,2356418.646117033,,238176.2789452819,1651791.8917086602,,,2.003071540945613E7,6146914.453813948,,3357797.7647909108,,,892892.5558873827,,,400902.19721067994,,2464387.0194963748,2648596.208323437,,6130062.935052938,1.0138477139292074E7,,,1955599.7704245022,,273732.2479960544,,,,401377.93781420117,,182745.92436900322,1143.2053429260438,105336.5392981072,3144589.853060835,5553502.048041573,,,,772417.4880012491,,,289581.58712114,,1610.2556779975807,1366205.9400653352,,1057964.819454324,,,,,,1792131.0638212925,,,,,74658.69660201328,,2.1121559927273548E9,
1303127347,,,377864.9417053871,327261.6006229483,,,1663916.7021950851,,400859.3133822429,229832.57347308012,233572.44102573756,,1.4630879049527751E7,,,,,,,2451178.1578099723,,,1.309469900842145E7,,,,,,,,,,,,,1.244164350489725E7,,,,3221.172218381083,,941700.6334850498,2753312.7581014447,,,3803515.7618001862,,,,47419.967662179544,,8966504.48021379,676776.8011932783,,2.655493121772903E7,,,,,2134956.679108236,3063986.011746653,,,,,20571.760661474902,,,,,1438452.0976666466,,,1066816.3469661097,,,1756113.5536112823,,1755957.2207213256,,4766836.498816485,10217.64814140822,1329336.5632395379,,6392966.857170241,,1620692.8627264076,770755.2665563249,,,,123015.68104494146,,905189.8054372831,1432064.4998257905,2726613.662541698,,5143479.671547485,2410970.7047707117,,238176.2789452819,1702190.748319878,,,2.0487698741741832E7,6168896.012892931,,3424857.6152870236,,,929411.7173872154,,,469209.3538952331,,2483052.3698771503,2679052.0219224663,,6425075.658367975,1.0441331504280543E7,,,2057985.3778239677,,303006.08442064625,,,,410100.36422106257,,,1143.2290247875792,106824.77963839368,3188284.295507255,5575099.543182934,,,,860576.7803424939,,,293041.8844969539,,1703.0190255543966,1382942.4213175916,,1075967.5228509807,,,,,,1810481.0424195644,,,,,83023.53208257939,,2.1161794923989887E9,
1305306489,,,380303.4133774637,327816.22838251246,,,1691774.2640814409,,417558.6117687092,229832.57347308012,237137.3573586727,,1.4684241267357964E7,,,,,,,2625774.128849488,,,1.3227286264402865E7,,,,,,,,,,,,,1.259788443386442E7,,,,3223.755111032873,,956423.130436554,2774960.2924432415,,,3824608.082997052,,,,51321.68259611178,,8990228.088356182,699458.9395039444,,2.749151856441587E7,,,,,2255618.9355351594,3183211.1718452596,,,,,22716.676296948335,,,,,1473286.0472253459,,,1114684.594354492,,,1785264.4071758138,,1775857.0961964692,,4821538.275158295,10217.64814140822,1341732.2847883492,,6477558.80719162,,1642770.0582449592,789114.1346917421,,,,123015.68104494146,,907890.0084912548,1458099.607065451,2828377.6083064396,,5180685.755473299,2454338.4924351317,,,1729479.2505098914,,,2.0921935825986654E7,6205610.645234887,,3465425.132651368,,,948686.4655563312,,,510878.93692876666,,2497487.081596523,2702839.8501767805,,6612549.815680152,1.067488387390812E7,,,2106322.046544033,,336547.890827663,,,,416007.0952683381,,,1151.2861093000704,110706.51928052807,3220270.2821581527,5587899.377335694,,,,923181.2500436539,,,306395.65817267605,,1779.9312581350173,1396351.6108778964,,1088852.1976518196,,,,,,1852416.271101234,,,,,87247.19053944464,,2.119759746622294E9,
1307485632,,,385239.9117591601,332066.0130374396,,,1722726.210560851,,428307.97929754655,229843.94658028433,242909.69067295626,,1.4798592610645665E7,,,,,,,2761237.607990337,,,1.3380382504115691E7,,,,,,,,,,,,,1.2739353630273521E7,,,,3395.3035910385806,,993690.2585946054,2796814.7942956523,,,3850278.771671011,,,,54343.48288872486,,9010692.24678408,728824.7428921217,,2.904572118387685E7,,,,,2352992.9075488583,3305629.988755921,,,,,25995.82778772166,,,,,1536473.2437262523,,,1165188.4640837065,,,1799500.7334801375,,1822038.662600008,,4909755.5458469745,10427.485417939439,1363845.044132707,,6575430.869981795,,1683779.0222239082,810849.9615787294,,,,,,910299.0636289618,1482969.5708306488,2999772.560233998,,5224003.248256894,2522305.89188328,,,1753940.809590043,,,2.1465503198225506E7,6263362.307289317,,3528379.0647131773,,,989939.9927258136,,,558826.6297577543,,2521547.8257155996,2732055.068406668,,6872829.430607895,1.1061582835489517E7,,,2118077.8974219346,,388997.56218862446,,,,425770.8265178645,,,1233.329612351753,114547.41638226881,3255295.5040109344,5613152.341331501,,,,993022.2161722358,,,328959.07261828205,,1920.6308820731017,1409133.8884812652,,1109053.7589731743,,,,,,1956179.3865333654,,,,,87698.2680597325,,2.1252405755017283E9,
