Time,Aalborg,Altaria,Athens,BITP,BITP_ARC,Bandung,Bari,Bari-Torrent,Birmingham,Bologna,Bratislava,CBPF,CCIN2P3,CCIN2P3-CREAM,CCIN2P31,CCIN2P32,CERN,CERN-AURORA,CERN-CORONA,CERN-CREAM,CERN-CVMFS,CERN-HW6,CERN-L,CERN-LSF,CERN-MIRAGE,CERN-SHA2,CERN-SIRIUS,CERN-TEST,CERN-TRITON,CERN-VM6,CERN-W5,CERN-ZENITH,CERN_HLT,CERN_HLTDEV,CERN_PLANCTON,CNAF,CNAF-CREAM,CNAF-DUE,CNAF_glexec,COMSATS,CSC,Cagliari,Catania,Catania-VF,Cibinong,Clermont,Cloud,CondorCloud,CondorSite,CyberSar,CyberSar-CREAM,Cyfronet,DCSC_KU,Dortmund,FZK,FZK-KIT,FZK_ARC,FZK_CREAM,FZK_glexec,GRIF_IPNO,GRIF_IRFU,GRIF_IRFU-CVMFS,GRIF_IRFU_ARC,GRIF_IRFU_SHARED,GSI,GSI-CREAM,GSI-SCLAB,GSI-SE2,GSI-SGE,GSI_2,Grenoble,HHLR_GU,HIP,Hiroshima,ICYB,ICYB_ARC,IHEP,IHEP-CREAM,IPNL,ISMA,ISS,ISS_LCG,ITEP,ITEP-CREAM,JINR,JINR-CREAM,KFKI,KISTI-CREAM,KISTI_GSDC,KISTI_GSDC-T1,KNU,KPI,Kolkata,Kolkata-CREAM,Kosice,LBL,LLNL,LUNARC,Legnaro,Legnaro-CREAM,MEPHI,Madrid,NECTEC,NERSC,NIHAM,NIKHEF,NIPNE,NSC,ORNL,ORNL_Titan,OSC,Oxford,PAKGRID,PDC,PLANCTON,PNPI,Poznan,Prague,Prague-CREAM,RAL,RAL-WMS,RAL_ARC,RRC-KI,RRC_KI_T1,SARA,SGE,SINP,SNIC,SPbSU,SPbSU-CC,SPbSU-CREAM,SUT,SaoPaulo,Strasbourg_IRES,Subatech,Subatech_CCIPL,TACC,Talca,Torino,Torino-CREAM,Torino-Torrent,TriGrid,TriGrid_Catania,Trieste,Troitsk,Troitsk-CREAM,Trujillo,Tsukuba,UF,UNAM,UNAM_T1,UPB,UiB,Vienna,WONDERLAND,WUT,Wuhan,Yerevan,ZA_CHPC,_TOTALS_,pcalice92.cern.ch
1174557926,,,,44786.075367433776,,,,,,30015.474464260198,,,364440.8180821904,,,,24207.413111393256,,,,,,1377127.984857031,,,,,,,,,,,,,1104105.346985657,,,,,,49079.158674429455,348368.5995968172,,,104944.61963782048,,,,,,,,,826104.1432619757,,,,,,,,,,28743.12660084368,,,,,,,,,,,,39423.575185487396,,,,341499.7349346186,,51057.84576031383,,,,8899.77982196996,,,,10015.236520096507,,,,3790.477530207887,80001.56656742233,,,204592.00411672058,,,315193.33151526976,,,749404.6652097628,187565.06570401072,,,,,43175.799150315615,,,,,96555.43464888654,,,,111498.82280413072,,,,,,,79573.81273736765,,,,,,,,152332.33554940973,,,,,,,,,,,,39491.15773111845,,,,,,5250.442993986624,,,,,,,8079411.626060973,
1176737069,,,,49603.22583496972,,,,,,30930.55783401425,,,379623.8668573716,,,,24352.696894457556,,,,,,1463293.6032764975,,,,,,,,,,,,,1151773.1947354202,,,,,,52358.1196495436,358942.66950675537,,,134772.85682538844,,,,,,,,,832355.2574451796,,,,,,,,,,30584.598881102866,,,,,,,,,,,,47970.80161888141,,,,355766.95142239926,,55198.01288693982,,,,9794.951413969444,,,,10181.349237715149,,,,4836.26935497332,87208.39005383351,,,216310.14116147955,,,335210.67292811745,,,797428.0913585244,198336.45763675426,,,,,43334.9288818033,,,,,104443.65096037337,,,,123291.60067093858,,,,,,,79796.23207006251,,,,,,,885.8478678244171,184521.8607491513,,,,,,,,,,,,48530.73154453475,,,,,,6223.006320375366,,,,,,,8538031.637807325,
1178916212,,,,50548.96533895958,,,,,,32681.006003546256,,,423934.9767150914,,,,28555.397424272254,,,,,,1658991.1944547174,,,,,,,,,,,,,1251333.5368008523,,,,,,54634.23031579599,372235.049134626,,,158118.573112322,,,,,,,,,852247.7278154487,,,,,,,,,,37047.9079308793,,,,,,,,,,,,47999.7933101657,,,,381394.2601100054,,55431.123240148176,,,,11635.055158024277,,,,10426.251372650853,,,,4850.94553264832,96666.10880426863,,,249586.73891878754,,,349651.08987363696,,,869963.0028846117,218891.4025823243,,,,,45463.04646924534,,,,,127876.86865841202,,,,137556.04530600645,,,,,,,80678.7667291134,,,,,,,15647.072383244456,267341.3592349965,,,,,,,,,,,,65370.787670235986,,,,,,11189.368076154527,,,,,,,9528096.32159988,
1181095354,,,,54036.304539213306,,,,,,37947.17079800579,,,507196.9031864808,,,,37707.84476527003,,,,,,2039241.9614635569,,,,,,,,,,,,,1398319.367118267,,,,,,54966.58204743769,425919.8164175909,,,214470.37994932983,,,,,,,,,1079497.1411645561,,,,,,,,,,50217.57136120769,,,,,,,,,,,,48067.6220887917,,,,425467.3693288464,,72268.55462796718,,,,16179.210127455122,,,,11280.056483907987,,,,6371.86598898715,115921.58537813685,,,296755.8448910765,,,364502.51722601865,,,972175.5485605081,261784.80783284575,,,,,48713.956608155015,,,,,178189.35478547312,,,,155096.14960649904,,,,,,,82792.5907259634,,,,,,,39580.45100709771,429044.31467549794,,,,,,,,,,,,105729.69001279688,,,,,,19104.116696907786,,,,,,,1.170022974621548E7,
1183274497,,,1116.9781142479228,60151.99687678792,,,4938.087367523669,,,42952.308629031424,,,587062.5051765135,,,,42708.323396752254,,,,,,2341120.744944754,,,,,,,,,,,,,1517563.792351787,,,,,,57410.91943599871,506083.35788230895,,,280119.89052635967,,,,,,14930.645308018116,,,1453331.5080957513,,,,,,,,,,64184.19370105916,,,,,,,,,,,,48265.26424279959,,,,468954.31540442386,,103130.11170162437,,167861.58973472237,,28232.26272730771,,,,12696.633141739356,,,,8339.995623876865,128099.38762276672,,19259.61433779538,325886.77076701325,,,377765.09108284645,,,1064511.9760854458,303012.8211285382,,,,,50480.90669844792,,,,,228693.7143929771,7580.277671432538,,,166223.5388405086,,,,,,,87547.04231727992,,35.17485374053595,,,,,53915.09383339362,565386.3718825368,,,,,,,,,,,,142365.98347402012,,,,,,24265.787926613084,,,,,,,1.3887867758154433E7,
1185453640,2013.5972858527941,,1529.4165221593132,66034.32812487773,,,6738.45897829123,,353.67561196241326,45480.44616360051,,,727360.6140457875,,,,42840.64524710149,,,,,,2523434.3299545003,,,,,,,,,,,,,1607998.93809272,,,,,,61790.74733337834,555610.0011990524,,,327875.19385502907,,,,,,28846.228318074234,,,1779882.1035377502,,,,,,,,,,77804.65722336335,,,,,,,,,,,,49158.541756172024,,,,504614.55211340165,,133409.31604503407,,277451.5995398011,,40195.625839231696,,,,13498.943900240121,,,,10290.581375563062,133256.8286389012,,35452.723022610735,343610.57525139564,,,386600.5488362626,,,1144465.7487260713,334226.71386512823,,3585.321026998903,,,51766.15235442325,,,,,278938.9284712306,9151.22068183053,,,177799.95937287263,,,,,,,91885.63660206608,,69.86273769440223,,,,,61171.68247161647,659760.1397407484,,,,,,,,,,,,158488.13138742617,,,,,,27609.516140362965,,,,,,,1.5533430552388735E7,
1187632782,5359.17121845796,,2110.059802811855,73388.76108655288,,,8110.773131064901,,1028.9980787102488,48325.564024938685,,,1388841.899947788,,,,45718.91801603734,,,,,,2738356.2698419862,,,,,,,,,,,,,1866059.7845444717,,,,,,66173.45252649226,608829.0523726543,,,372216.74901490385,,,,,,42027.899383615935,,,2173967.236886869,,,,,,,,,,126410.21798366799,,,,,,,,,,,,50255.62707442068,,,,545105.5578344485,,189203.7579638742,,385891.14192162646,,56545.67490191895,,,,13498.943900240121,,,,14522.782232407186,146181.0275749481,,54828.306666553166,358605.49432629196,,,393839.29597164347,,,1246794.5041806647,360994.76569795597,,17830.810218067458,,,57885.555149198466,,,,,349389.7207408044,15307.610543990993,,,206556.283411762,,,,,,,92701.06863333481,,128.3975124257626,,,,,69957.588569108,783518.7752734319,,,,,,,,,,,,187611.49939688205,,,,,,29689.90440594681,,,,,,,1.8295158678659227E7,
1189811925,14307.87615307892,,2836.5145221275448,80677.70277075325,,,14419.51207387348,,1420.6677793133215,50778.99017490974,,,2473098.222421359,,,,50261.56833778009,,,,,,2983942.2788343867,,,,,,,,,,,,,2288490.0906113363,,,,,,70715.52384785547,705193.5367143739,,,437885.32093065593,,,,,,52949.63973538798,,,2662788.7907203776,,,,,,,,,,204665.34889951197,,,,,,,,,,,,50840.563243235556,,,,593961.3429693372,,263517.5217471794,,563366.0362805193,,86053.025132852,,,,18993.112411739283,,,,19076.14987676876,167061.07375308423,,69655.7533097227,380065.101003823,,,406861.4369787401,,,1380030.7178368813,375876.11366894084,,43297.72443185241,,,65571.15723352457,,,,,437985.7236681614,22093.619565141995,,,240389.67579196708,,,,,,,97755.26688149669,,273.53449062407617,,,,,95045.69110750707,948036.0136684757,,,,,,,,,,,,229326.36687102047,,,,,,31924.704738680826,,,,,,,1.279021946994866E8,
1191991068,26004.085017858877,,3129.279514021664,84708.0727099583,,,23635.845029676122,,1514.5922692080865,54609.14591539615,,,3460546.2939375974,,,,55283.02856658461,,,,,,3266498.0512763765,,,,,,,,,,,,,2695412.4981866763,,,,,,76333.36088853375,800904.6516088756,,,514091.6681096393,,,,,,65452.20401039516,,,3151155.9134159293,,,,,,,,,,268842.4409444771,,,,,,,,,,,,51544.35312944427,,,,639735.2999336752,,329941.2643930862,,751745.7466320844,,117113.49318638083,,,,2.9590465050347215E8,,,,24449.166049697073,189552.40326255074,,76662.98113612937,402062.7476941331,,,422140.89788789646,,,1518448.4382742292,378867.5595346963,,58735.976642818496,,,72407.20119757838,,,,,531991.8924182224,31253.328804098343,,,273110.5180773195,,,,,,,106495.64062019918,,468.2800121237528,,,,,133187.1653345388,1111094.9736180368,,,,,,,,,,10554.292747193433,,267756.07373032277,,,,,,41610.128140287714,,,,,,,4.684733468369531E8,
1194170211,32012.63812735445,,,91634.40784387357,,,33341.872771854476,,1627.5996906213084,61290.51954751532,,,4134284.469060698,,,,65519.61475982848,,,,,,3549113.840517634,,,,,,,,,,,,,2950500.3088887543,,,,,,81507.3578166823,888702.4161759255,,,596733.0176507356,,,,,,81376.02686267011,,,3906841.4498024113,,,,,,,,,,344205.1825069673,,,,,,,,,,,,52384.54871662364,,,,678200.9898088713,,380253.9289571028,,958967.4996162441,,142917.34811592658,,,,1.583099197542264E9,,,,31765.216430262604,208080.95310134566,,103403.09700793204,421765.3302215279,,,438990.322060302,,,1674115.861677609,402508.60193994973,,66815.26008776229,,,79034.30370297164,,,,,620081.2873715565,58502.09415092956,,,307415.4976664185,,,,,,,111809.42213609733,,897.6196979672684,,,,,166569.23802333092,1257069.873684579,,,,,,,,,,20004.032305059434,,300862.23280651664,,,,,,49060.75120916059,,,,,,,1.3026370629508092E9,
1196349353,32347.59405899098,,,102049.63042041696,,,43893.12049871737,,1730.0223711940046,68694.35646285019,,,4491555.151348223,,,,76620.12589103311,,,,,,3745845.8745860523,,,,,,,,,,,,,3219997.1661265413,,,,,,83232.02345939848,961593.3427618607,,,768311.333749146,,,,,,92884.56191433601,,,4601627.1700526,,,,,,,,,,402022.78663307143,,,,,,,,,,,,52774.97708641353,,,,697717.2991842044,,444503.5630181448,,1160000.7285455808,,159993.56847998663,,,,2.574464020894564E9,,,,38431.51962784551,224661.95667831408,,126009.73867541154,454223.80792668037,,,455761.25393395807,,,1855347.8865495615,440020.46000603674,,79269.51560811322,,,81032.64965101203,,,,,712678.6918991583,93909.94843033706,,,349638.2873538793,,,,,,,127840.40970781063,,9464.820332161547,,,,,196521.38688865054,1403701.23164598,,,,,,,,,,31688.08583191216,,334912.46148489433,,,,,,49069.194561597375,,,,,,,1.9053775460345736E9,
1198528496,32435.136735243705,,,112404.09644771804,,,54137.98971294117,,,74480.60618236459,,,4639408.626744281,,,,84149.54328514404,,,,,,3988060.693902227,,,,,,,,,,,,,3623456.335724315,,,,,,83434.42607732702,1028688.8355265979,,,904235.4554565419,,,,,,100720.02497627442,,,4858290.714058619,,,,,,,,,,424693.96934489376,,,,,,,,,,,,52803.706345320155,,,,709135.9539455349,,511977.49182525795,,1343843.5963576164,,171597.86386502456,,,,2.5746367049484124E9,,,,45477.02818640653,244283.0354995401,,127922.65535505346,486933.49033113813,,,474832.6772957754,,,2004456.516827254,470640.29952428024,,85974.27207368752,,,81032.64988269609,,,,,766499.3985816931,126961.34976798076,,,386109.88996249397,,,,,,,160350.44716443386,,22204.75387025856,,,,,222709.86063974153,1531284.718315767,,,,,,,,,,57834.085276741935,,371029.6606946299,,,,,,49086.93453879775,,,,,,,1.9080168718798816E9,
1200707639,33777.66866011935,,,119500.30104879195,,,60246.240908697124,,,76934.94229939963,,,4647281.219876972,,,,89330.70544168138,,,,,,4194579.186366257,,,,,,,,,,,,,3821734.4837182616,,,,,,83796.20554717182,1068606.893486133,,,915251.2933282498,,,,,,108923.52725516612,,,4970203.372520268,,,,,,,,,,436748.1231457193,,,,,,,,,,,,52804.600100256146,,,,717567.0501978165,,536530.1666202298,,1443507.7989545695,,176778.1201303621,,,,2.5747820447284284E9,,,,58523.193599087346,,,127972.60367575605,500275.6384673547,,,488014.6606397495,,,2077378.9758479747,484835.51339994074,,86238.7826153028,,,81032.66378375588,,,,,766571.3401293478,151915.9670252684,,,396953.8867530855,,,,,,,181088.70008792743,,30295.55450674979,,,,,235514.03385274025,1590216.4262999485,,,,,,,,,,77019.49865412414,,388272.7539455678,,,,,,49096.231163561344,,,,,,,1.9093461421127207E9,
1202886781,36152.695097743315,,,123122.63385586465,,,62412.406930450765,,,79109.74805619266,,,4756554.367737949,,,,91985.18519669196,,,,,,4318261.465963441,,,,,,,,,,,,,3860920.41135927,,,,,,85955.63646725609,1090803.6467844234,,,915553.7222148391,,,,,,116027.52593550493,,,5131482.767581662,,,,,,,,,,439568.7425442533,,,,,,,,,,,,53303.05122349463,,,,725443.4860513594,,547667.5814776022,,1443565.729699223,,184802.64729749796,,,,2.5748183010771265E9,,,,73808.95982237057,,,131127.01882646067,506972.41910989094,,,491538.21734634193,,,2152777.5647835834,489823.30064030696,,86596.25711241741,,,81039.627773452,,,,,776401.1752472309,160507.2732516024,,,405687.6526336117,,,,,,,198762.46243263446,,38080.14518500037,,,,,242654.6309888586,1622210.5932167051,,,,,,,,,,89229.51453415543,,388272.88989614736,,,,,,49876.54151503812,,,,,,,1.9103800026784723E9,
1205065924,39591.322979429075,,,129091.61344298768,,,66792.57833837841,,,83509.4933586582,,,4982438.344016598,,,,93132.56507073749,,,,,,4463079.462255275,,,,,,,,,,,,,3880366.0979790986,,,,,,90852.93237098187,1160723.684354031,,,,,,,,,,,,5343104.628388029,,,,,,,,,,473630.6134609502,,,,,,,,,,,,58929.54342399427,,,,746519.1119988272,,567085.3296228576,,1448258.9934710744,,208542.48375098695,,,,2.5749298039582334E9,,,,83003.90952933641,,,139453.3238523678,520171.7565430744,,,499322.1032756205,,,2300168.0281504267,513734.62220223766,,86957.94123760132,,,81053.6006375203,,,,,801345.1924201263,164657.0070761757,,,431797.57773033006,,,,,,,230832.87720745563,,49944.029338488195,,,,,255581.16138852478,1684769.7087113298,,,,,,,,,,124848.72942754246,,388273.08652878966,,,,,,51849.94521235177,,,,,,,1.912198972941567E9,
1207245067,45191.79017940284,,,136499.89296735544,,,70891.4348202385,,,86755.80999669677,,,5127996.140244259,,,,93386.27160708327,,,,,,4661070.2977057295,,,,,,,,,,,,,3928312.964594204,,,,,,,1261632.3497341329,,,,,,,,,,,,5629501.543365853,,,,,,,,,,553010.6570606541,,,,,,12908.915103441916,,,,,,74824.41556773648,,,,772260.2481070794,,592514.4629552336,,1453024.7021514864,,241781.83632227595,,,,2.5751201305350404E9,,,,89928.45309331252,,,144630.11194747785,540056.6016222537,,,506769.89478254615,,,2481256.0849806545,602267.5870275876,,92642.9560636014,,,81064.20192210648,,,,,856712.4251446706,234500.6771197353,,,460847.0173871421,,,,,,,268989.5932038875,,64940.01437652319,,,,,267770.2614054266,1779877.5863994544,,,,,,,,,,176177.98016451427,,388273.5372710697,,,,,,53244.45021762527,,,,,,,1.9147600258665457E9,
1209424210,49347.744323681756,,,143134.85532756743,,,73628.31823397953,,,87980.89989688009,,,5149070.514921556,,,,93386.36292550602,,,,,,4883007.192559734,,,,,,,,,,,,,3982657.9845260396,,,,,,90852.93237098187,1316693.3532477221,,,915553.7222148391,,,,,,116027.52593550493,,,5914357.841462991,,,,,,,,,,617332.466181603,,,,,,20770.063461361457,,,,,,93346.57345970483,,,,789896.2039981119,,613639.0347958294,,1453295.3211790277,,259443.80027854556,,,,2.575304627635763E9,,,,110028.00092724475,,,144630.11194747785,558607.9122650225,,,510819.4923467939,,,2601097.4581923545,680616.046893802,,101514.12088328385,,,81067.8352620385,,,,,910577.5923494564,304257.2300129445,,,472228.811222424,,,,,,,290933.50383865583,,73214.02394872213,,,,,274849.2786501535,1854439.6198646915,,,,,,,,,,213568.01972457854,,395456.104563305,,,,,,68531.67666452585,,,,,,,1.9168484979558418E9,
1211603352,52186.869433716776,,3129.279514021664,147987.08513071504,,,85738.3967014187,,,90801.07995421845,,,5364103.070317669,,,,94067.49239697038,,,,,,5045282.693818674,,,,,,,,,,,,,4031370.8211267292,,,,,,92164.69320543733,1354332.6170988183,,,964390.5427980352,,,,,,134824.85197842694,,,6262121.2068564985,,,,,,,,,,653771.1184209605,,,,,,31572.13660657505,,,,,,108716.30850555332,,,,818251.98291889,,637462.5590362771,,1495555.7188778461,,268451.3268870276,,,,2.575398876664519E9,,,,126026.24734197125,,,194999.91327386769,582602.8288452654,,,520133.4860457263,,,2717100.7745707775,771375.6934071579,,104858.31313968447,,,81068.20258662602,,,,,960558.6514337735,345537.3744499244,,,472228.8363023568,,,,,,,308474.44193595304,,74500.60261380256,,,,,283745.48556671804,1939552.6361401617,,,,,,,,,,250590.73375040866,,422553.18183367944,,,,,,108707.0671774953,,,,,,,1.919319278446813E9,
