CSV Dump from EGI accounting portal for the period 10/2016 to 10/2016
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2016 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,7585703.6064,0,0,7585703.6064
,,46000,34224000,Total,0,7585703.6064,0,0,7585703.6064,22.164865610098
,,,,WallClock,,382892.0914,,,382892.0914
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,117909.0661,0,0,117909.0661
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,2850215.4443,0,2850215.4443
,,47428,35286432,Total,0,117909.0661,2850215.4443,0,2968124.5104,8.4115178049172
,,,,WallClock,,14872.9078,393455.0027,,408327.9105
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,10076965.0014,0,10076965.0014
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,4896439.0981,0,4896439.0981
,,128000,95232000,Total,0,0,14973404.0995,0,14973404.0995,15.723080581632
,,,,WallClock,,,865452.3357,,865452.3357
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,7930295.0192,0,7930295.0192
,,100800,74995200,Total,0,0,7930295.0192,0,7930295.0192,10.574403454088
,,,,WallClock,,,690425.9955,,690425.9955
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,7459429.3702,0,0,7459429.3702
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,6904201.0594,0,0,6904201.0594
,,56600,42110400,Total,0,14363630.4296,0,0,14363630.4296,34.109460916068
,,,,WallClock,,867714.1271,,,867714.1271
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,11587613.6768,0,0,11587613.6768
Canada,CA-WEST-T2,,,SFU-LCG2,0,5990584.2423,0,0,5990584.2423
,,56600,42110400,Total,0,17578197.9191,0,0,17578197.9191,41.74312739632
,,,,WallClock,,1139390.2978,,,1139390.2978
China,CN-IHEP,,,BEIJING-LCG2,0,2966305.4386,2268397.0669,0,5234702.5055
,,46240,34402560,Total,0,2966305.4386,2268397.0669,0,5234702.5055,15.216026090791
,,,,WallClock,,154532.2875,250031.7863,,404564.0738
Czech Republic,CZ-Prague-T2,,,praguelcg2,7580676.1642,14411041.3201,0,0,21991717.4843
,,80000,59520000,Total,7580676.1642,14411041.3201,0,0,21991717.4843,36.948450074429
,,,,WallClock,2242451.8372,1907826.605,,,4150278.4422
Estonia,EE-NICPB,,,T2_Estonia,0,0,11694087.2237,0,11694087.2237
