CSV Dump from EGI accounting portal for the period 7/2016 to 7/2016
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2016 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,7340576.5702,0,0,7340576.5702
,,46000,34224000,Total,0,7340576.5702,0,0,7340576.5702,21.448622516947
,,,,WallClock,,362321.6516,,,362321.6516
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,73704.3923,0,0,73704.3923
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,1182765.9419,0,1182765.9419
,,47428,35286432,Total,0,73704.3923,1182765.9419,0,1256470.3342,3.5607746745265
,,,,WallClock,,13899.3838,143545.0785,,157444.4623
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,8448470.5844,0,8448470.5844
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,1376626.2270,0,1376626.227
,,128000,95232000,Total,0,0,9825096.8114,0,9825096.8114,10.317011940734
,,,,WallClock,,,401767.2722,,401767.2722
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,4999661.1625,0,4999661.1625
,,100800,74995200,Total,0,0,4999661.1625,0,4999661.1625,6.6666415483924
,,,,WallClock,,,635120.3622,,635120.3622
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,6712049.5500,0,0,6712049.55
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,6033300.0775,0,0,6033300.0775
,,56600,42110400,Total,0,12745349.6275,0,0,12745349.6275,30.266512850745
,,,,WallClock,,629826.0618,,,629826.0618
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,5848361.5949,0,0,5848361.5949
Canada,CA-WEST-T2,,,SFU-LCG2,0,4027801.5721,0,0,4027801.5721
,,56600,42110400,Total,0,9876163.167,0,0,9876163.167,23.453026252422
,,,,WallClock,,703429.068,,,703429.068
China,CN-IHEP,,,BEIJING-LCG2,0,1981213.8741,2018929.7136,0,4000143.5877
,,46240,34402560,Total,0,1981213.8741,2018929.7136,0,4000143.5877,11.627459083568
,,,,WallClock,,124660.6895,214115.7307,,338776.4202
Czech Republic,CZ-Prague-T2,,,praguelcg2,7471248.2300,12264147.2197,0,0,19735395.4497
,,80000,59520000,Total,7471248.23,12264147.2197,0,0,19735395.4497,33.157586441028
,,,,WallClock,2132093.0444,1712004.5943,,,3844097.6387
Estonia,EE-NICPB,,,T2_Estonia,0,0,6289172.3399,0,6289172.3399
,,204000,151776000,Total,0,0,6289172.3399,0,6289172.3399,4.1437199161264
,,,,WallClock,,,169173.77,,169173.77
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,3302096.3639,0,3302096.3639
,,32000,23808000,Total,0,0,3302096.3639,0,3302096.3639,13.869692388693
,,,,WallClock,,,341157.8825,,341157.8825
France,FR-GRIF,,,GRIF,27657370.3867,19209626.5120,12758487.3747,6635374.9959,66260859.2693
,,213356,158736864,Total,27657370.3867,19209626.512,12758487.3747,6635374.9959,66260859.2693,41.742577999588
,,,,WallClock,2836161.0511,1241306.6214,714329.0837,679026.3305,5470823.0867
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,0,0,0,0
,,30920,23004480,Total,0,0,0,0,0
,,,,WallClock,,,,,
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,4098987.8008,0,5200529.2809,9299517.0817
,,48000,35712000,Total,0,4098987.8008,0,5200529.2809,9299517.0817,26.040314408882
,,,,WallClock,,329823.302,,481455.8235,811279.1255
France,FR-IN2P3-IPHC,,,IN2P3-IRES,5691458.4914,0,9467691.4861,0,15159149.9775
,,80000,59520000,Total,5691458.4914,0,9467691.4861,0,15159149.9775,25.469001978327
,,,,WallClock,484914.3473,,130241.1203,,615155.4676
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,6024867.1059,0,2345697.7561,8370564.862
,,70400,52377600,Total,0,6024867.1059,0,2345697.7561,8370564.862,15.981192078293
,,,,WallClock,,258002.4181,,212358.3147,470360.7328
France,FR-IN2P3-LPC,,,IN2P3-LPC,5498327.6584,5688592.6803,0,3832993.6401,15019913.9788
,,68000,50592000,Total,5498327.6584,5688592.6803,0,3832993.6401,15019913.9788,29.688318269292
,,,,WallClock,500428.3109,506186.7145,,319177.7959,1325792.8213
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,2304169.3666,4586595.3835,0,0,6890764.7501
,,41828,31120032,Total,2304169.3666,4586595.3835,0,0,6890764.7501,22.142537482288
,,,,WallClock,214850.9848,235319.8954,,,450170.8802
France,FR-IN2P3-SUBATECH,,,IN2P3-SUBATECH,2806059.0422,0,0,0,2806059.0422
,,18000,13392000,Total,2806059.0422,0,0,0,2806059.0422,20.953248522999
,,,,WallClock,245638.985,,,,245638.985
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,32193703.1783,0,0,32193703.1783
Germany,DE-DESY-ATLAS-T2,,,DESY-ZN,0,10117763.0808,0,0,10117763.0808
,,100000,74400000,Total,0,42311466.2591,0,0,42311466.2591,56.870250348253
,,,,WallClock,,2014837.0507,,,2014837.0507
Germany,DE-DESY-GOE-ATLAS-T2,,,GoeGrid,0,5543788.5722,0,0,5543788.5722
,,37732,28072608,Total,0,5543788.5722,0,0,5543788.5722,19.748035423713
,,,,WallClock,,524504.0808,,,524504.0808
Germany,DE-DESY-LHCB,,,DESY-ZN,0,0,0,1266278.3516,1266278.3516
,,18000,13392000,Total,0,0,0,1266278.3516,1266278.3516,9.4554835095579
,,,,WallClock,,,,78796.51,78796.51
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-HH,0,0,44827145.6317,0,44827145.6317
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-ZN,0,0,0,0,0
Germany,DE-DESY-RWTH-CMS-T2,,,RWTH-Aachen,0,0,18121168.2866,0,18121168.2866
,,204000,151776000,Total,0,0,62948313.9183,0,62948313.9183,41.474484713196
,,,,WallClock,,,1344044.3643,,1344044.3643
Germany,DE-FREIBURGWUPPERTAL,,,UNI-FREIBURG,0,9287562.5662,0,0,9287562.5662
Germany,DE-FREIBURGWUPPERTAL,,,wuppertalprod,0,5429787.4900,0,0,5429787.49
,,75464,56145216,Total,0,14717350.0562,0,0,14717350.0562,26.213008168318
,,,,WallClock,,1001797.2865,,,1001797.2865
Germany,DE-GSI,,,GSI-LCG2,0,0,0,0,0
,,64000,47616000,Total,0,0,0,0,0
,,,,WallClock,,,,,
Germany,DE-MCAT,,,LRZ-LMU,0,11783269.4649,0,0,11783269.4649
Germany,DE-MCAT,,,MPPMU,0,3503326.4626,0,0,3503326.4626
