CSV Dump from EGI accounting portal for the period 12/2015 to 12/2015
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2015 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,5344412.8370,0,0,5344412.837
,,42800,31843200,Total,0,5344412.837,0,0,5344412.837,16.783529409733
,,,,WallClock,,362389.3105,,,362389.3105
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,175885.1964,0,0,175885.1964
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,4376964.8331,0,4376964.8331
,,27428,20406432,Total,0,175885.1964,4376964.8331,0,4552850.0295,22.310857819241
,,,,WallClock,,27583.435,608769.358,,636352.793
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,3020994.0420,0,3020994.042
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,3906106.8645,0,3906106.8645
,,92400,68745600,Total,0,0,6927100.9065,0,6927100.9065,10.076428028121
,,,,WallClock,,,978576.4491,,978576.4491
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,4722965.3839,0,4722965.3839
,,60000,44640000,Total,0,0,4722965.3839,0,4722965.3839,10.58011958759
,,,,WallClock,,,505428.1993,,505428.1993
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,3387392.1196,0,0,3387392.1196
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,7353125.9942,0,0,7353125.9942
,,53000,39432000,Total,0,10740518.1138,0,0,10740518.1138,27.238075963177
,,,,WallClock,,541026.5412,,,541026.5412
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,7757614.5011,0,0,7757614.5011
Canada,CA-WEST-T2,,,SFU-LCG2,0,3015280.4533,0,0,3015280.4533
,,53000,39432000,Total,0,10772894.9544,0,0,10772894.9544,27.320183998783
,,,,WallClock,,1134354.4836,,,1134354.4836
China,CN-IHEP,,,BEIJING-LCG2,0,5646854.1500,3066452.6147,0,8713306.7647
,,46240,34402560,Total,0,5646854.15,3066452.6147,0,8713306.7647,25.327495293083
,,,,WallClock,,495693.7298,377431.1181,,873124.8479
Czech Republic,CZ-Prague-T2,,,praguelcg2,10254728.3800,9481913.2369,0,0,19736641.6169
,,66000,49104000,Total,10254728.38,9481913.2369,0,0,19736641.6169,40.193551679904
,,,,WallClock,3110908.5881,2055365.8401,,,5166274.4282
Estonia,EE-NICPB,,,T2_Estonia,0,0,8705913.6372,0,8705913.6372
,,180000,133920000,Total,0,0,8705913.6372,0,8705913.6372,6.5008315689964
,,,,WallClock,,,1678013.8898,,1678013.8898
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,2722492.7555,0,2722492.7555
,,32000,23808000,Total,0,0,2722492.7555,0,2722492.7555,11.435201425991
,,,,WallClock,,,320675.3478,,320675.3478
France,FR-GRIF,,,GRIF,24396276.4291,20964857.3310,13420398.5245,8415120.3300,67196652.6146
,,174236,129631584,Total,24396276.4291,20964857.331,13420398.5245,8415120.33,67196652.6146,51.836636212514
,,,,WallClock,2703752.3057,1933809.599,1617971.3562,846174.8922,7101708.1531
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,1925727.0233,7246069.0949,0,9171796.1182
,,69600,51782400,Total,0,1925727.0233,7246069.0949,0,9171796.1182,17.712188153118
,,,,WallClock,,206282.5606,878741.0335,,1085023.5941
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,7663494.7838,0,3095095.5648,10758590.3486
,,24056,17897664,Total,0,7663494.7838,0,3095095.5648,10758590.3486,60.111701441037
,,,,WallClock,,435767.6603,,287154.7628,722922.4231
France,FR-IN2P3-IPHC,,,IN2P3-IRES,5170844.7866,0,6387710.0564,0,11558554.843
,,60000,44640000,Total,5170844.7866,0,6387710.0564,0,11558554.843,25.892819988799
,,,,WallClock,505207.7759,,590651.7191,,1095859.495
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,4745391.6105,0,3257003.5267,8002395.1372
,,60000,44640000,Total,0,4745391.6105,0,3257003.5267,8002395.1372,17.926512404122
,,,,WallClock,,298024.6043,,291320.1036,589344.7079
France,FR-IN2P3-LPC,,,IN2P3-LPC,5361186.3780,3710689.2608,0,4134070.5871,13205946.2259
,,59200,44044800,Total,5361186.378,3710689.2608,0,4134070.5871,13205946.2259,29.982986018554
,,,,WallClock,506767.3721,337451.0774,,337651.2921,1181869.7416
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,1868872.5667,5444979.1102,0,0,7313851.6769
,,36712,27313728,Total,1868872.5667,5444979.1102,0,0,7313851.6769,26.777200376675
,,,,WallClock,205104.6124,268029.8758,,,473134.4882
