CSV Dump from EGI accounting portal for the period 2/2014 to 2/2014
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2013 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,5925219.2085,0,0,5925219.2085
,,28000,13171200,Total,0,5925219.2085,0,0,5925219.2085,44.986175963466
,,,,WallClock,,555819.8231,,,555819.8231
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,183609.8772,0,0,183609.8772
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,1275027.0101,0,1275027.0101
,,20228,9515251.2,Total,0,183609.8772,1275027.0101,0,1458636.8873,15.329462739775
,,,,WallClock,,23933.6009,193288.2017,,217221.8026
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,3450780.0000,0,3450780
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,1653617.9337,0,1653617.9337
,,48000,22579200,Total,0,0,5104397.9337,0,5104397.9337,22.606637674054
,,,,WallClock,,,812963.2212,,812963.2212
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,3211404.0000,0,3211404
,,54792,25774156.8,Total,0,0,3211404,0,3211404,12.459782971445
,,,,WallClock,,,362245,,362245
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,978490.0683,0,0,978490.0683
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,4814580.0000,0,0,4814580
,,35500,16699200,Total,0,5793070.0683,0,0,5793070.0683,34.690704155289
,,,,WallClock,,529136.5385,,,529136.5385
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,5469574.4979,0,0,5469574.4979
Canada,CA-WEST-T2,,,SFU-LCG2,0,5636112.0000,0,0,5636112
,,35500,16699200,Total,0,11105686.4979,0,0,11105686.4979,66.504302588747
,,,,WallClock,,914073.6432,,,914073.6432
China,CN-IHEP,,,BEIJING-LCG2,0,2854540.0000,1245488.0000,0,4100028
,,38400,18063360,Total,0,2854540,1245488,0,4100028,22.698036245748
,,,,WallClock,,259038,155333,,414371
Czech Republic,CZ-Prague-T2,,,praguelcg2,2052364.4520,11455111.2812,0,0,13507475.7332
,,52000,24460800,Total,2052364.452,11455111.2812,0,0,13507475.7332,55.220907465005
,,,,WallClock,1023170.9133,3028319.6016,,,4051490.5149
Estonia,EE-NICPB,,,T2_Estonia,0,0,4625649.4925,0,4625649.4925
,,180000,84672000,Total,0,0,4625649.4925,0,4625649.4925,5.4630214149896
,,,,WallClock,,,784660.4798,,784660.4798
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,2368828.0000,0,2368828
,,25200,11854080,Total,0,0,2368828,0,2368828,19.983229402872
,,,,WallClock,,,257536,,257536
France,FR-GRIF,,,GRIF,8665052.0000,15654460.0000,7265912.0000,3646796.0000,35232220
,,123116,57913766.4,Total,8665052,15654460,7265912,3646796,35232220,60.835656511541
,,,,WallClock,1101185,1897034,1011688,466295,4476202
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,7522848.0000,3567216.0000,0,11090064
,,95400,44876160,Total,0,7522848,3567216,0,11090064,24.712595730116
,,,,WallClock,,762449,434262,,1196711
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,6710056.0000,0,2450952.0000,9161008
,,24056,11315942.4,Total,0,6710056,0,2450952,9161008,80.956651034208
,,,,WallClock,,680679,,227729,908408
France,FR-IN2P3-IPHC,,,IN2P3-IRES,1788688.0000,0,6225348.0000,0,8014036
,,44000,20697600,Total,1788688,0,6225348,0,8014036,38.71963899196
,,,,WallClock,227696,,692658,,920354
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,3230480.0000,0,1950132.0000,5180612
,,25600,12042240,Total,0,3230480,0,1950132,5180612,43.02033508716
,,,,WallClock,,298082,,161371,459453
France,FR-IN2P3-LPC,,,IN2P3-LPC,1587612.0000,3030952.0000,0,1298604.0000,5917168
,,28108,13222003.2,Total,1587612,3030952,0,1298604,5917168,44.752432067177
,,,,WallClock,263960,362850,,140852,767662
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,28.0000,1786124.0000,0,0,1786152
,,16688,7850035.2,Total,28,1786124,0,0,1786152,22.753426634316
,,,,WallClock,28,227423,,,227451
France,FR-IN2P3-SUBATECH,,,IN2P3-SUBATECH,1717712.0000,0,0,0,1717712
,,12000,5644800,Total,1717712,0,0,0,1717712,30.429988662132
,,,,WallClock,276897,,,,276897
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,20828667.8974,0,0,20828667.8974
Germany,DE-DESY-ATLAS-T2,,,DESY-ZN,0,6977580.0000,0,0,6977580
,,57600,27095040,Total,0,27806247.8974,0,0,27806247.8974,102.62486380312
,,,,WallClock,,3225950.7424,,,3225950.7424
