CSV Dump from EGI accounting portal for the period 8/2016 to 8/2016
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2016 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,8231801.5986,0,0,8231801.5986
,,,,WallClock,275350.8567,,,,275350.8567
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,45889098.8981,0,0,45889098.8981
Germany,DE-DESY-ATLAS-T2,,,DESY-ZN,0,14943908.4590,0,0,14943908.459
,,100000,74400000,Total,0,60833007.3571,0,0,60833007.3571,81.764794834812
,,,,WallClock,,2442562.3345,,,2442562.3345
Germany,DE-DESY-GOE-ATLAS-T2,,,GoeGrid,0,6547007.5647,0,0,6547007.5647
,,37732,28072608,Total,0,6547007.5647,0,0,6547007.5647,23.321693391294
,,,,WallClock,,763938.3101,,,763938.3101
Germany,DE-DESY-LHCB,,,DESY-ZN,0,0,0,1417465.4802,1417465.4802
,,18000,13392000,Total,0,0,0,1417465.4802,1417465.4802,10.584419655018
,,,,WallClock,,,,88040.5818,88040.5818
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-HH,0,0,25944066.3654,0,25944066.3654
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-ZN,0,0,0,0,0
Germany,DE-DESY-RWTH-CMS-T2,,,RWTH-Aachen,0,0,9781190.7435,0,9781190.7435
,,204000,151776000,Total,0,0,35725257.1089,0,35725257.1089,23.538146418999
,,,,WallClock,,,1115489.4924,,1115489.4924
Germany,DE-FREIBURGWUPPERTAL,,,UNI-FREIBURG,0,9332287.2893,0,0,9332287.2893
Germany,DE-FREIBURGWUPPERTAL,,,wuppertalprod,0,7047762.7775,0,0,7047762.7775
,,75464,56145216,Total,0,16380050.0668,0,0,16380050.0668,29.17443592487
,,,,WallClock,,1148335.2258,,,1148335.2258
Germany,DE-GSI,,,GSI-LCG2,0,0,0,0,0
,,64000,47616000,Total,0,0,0,0,0
,,,,WallClock,,,,,
Germany,DE-MCAT,,,LRZ-LMU,0,14982201.7564,0,0,14982201.7564
Germany,DE-MCAT,,,MPPMU,0,2400185.4654,0,0,2400185.4654
,,75440,56127360,Total,0,17382387.2218,0,0,17382387.2218,30.969543591218
,,,,WallClock,,691981.9698,,,691981.9698
Greece,GR-GRIDLAB-KAVALA,,,GR-12-TEIKAV,0,0,0,0,0
,,,,Total,0,0,0,0,0
,,,,WallClock,,,,,
Greece,GR-Ioannina-HEP,,,GR-07-UOI-HEPLAB,0,0,200726.5500,0,200726.55
,,7480,5565120,Total,0,0,200726.55,0,200726.55,3.606868315508
,,,,WallClock,,,23253.0536,,23253.0536
Hungary,HU-HGCC-T2,,,BUDAPEST,3833928.5339,0,1102674.0394,0,4936602.5733
,,52800,39283200,Total,3833928.5339,0,1102674.0394,0,4936602.5733,12.56670172822
,,,,WallClock,501186.2186,,216340.3105,,717526.5291
India,IN-DAE-KOLKATA-TIER2,,,IN-DAE-VECC-02,5124092.3105,0,0,0,5124092.3105
,,92000,68448000,Total,5124092.3105,0,0,0,5124092.3105,7.4861096167894
,,,,WallClock,550623.5445,,,,550623.5445
India,IN-INDIACMS-TIFR,,,INDIACMS-TIFR,0,0,4844258.1666,0,4844258.1666
,,49152,36569088,Total,0,0,4844258.1666,0,4844258.1666,13.246866223735
,,,,WallClock,,,139080.8285,,139080.8285
Israel,IL-HEPTier-2,,,IL-TAU-HEP,0,4151918.2200,0,0,4151918.22
Israel,IL-HEPTier-2,,,TECHNION-HEP,0,3273843.9719,0,0,3273843.9719
Israel,IL-HEPTier-2,,,WEIZMANN-LCG2,0,3727488.7201,0,0,3727488.7201
,,32000,23808000,Total,0,11153250.912,0,0,11153250.912,46.846652016129
,,,,WallClock,,551557.5183,,,551557.5183
Italy,IT-INFN-T2,,,INFN-BARI,21746277.7999,0,6255687.4350,220161.8279,28222127.0628
Italy,IT-INFN-T2,,,INFN-CATANIA,3917634.2394,0,0,0,3917634.2394
Italy,IT-INFN-T2,,,INFN-CNAF-LHCB,0,0,0,84.4181,84.4181
Italy,IT-INFN-T2,,,INFN-FRASCATI,0,8152511.9691,0,118142.2234,8270654.1925
Italy,IT-INFN-T2,,,INFN-LNL-2,13068924.5965,0,14391961.7033,175000.0938,27635886.3936
Italy,IT-INFN-T2,,,INFN-MILANO-ATLASC,0,3580080.0883,0,58808.3219,3638888.4102
Italy,IT-INFN-T2,,,INFN-NAPOLI-ATLAS,0,7811128.6793,0,77512.5903,7888641.2696
Italy,IT-INFN-T2,,,INFN-PISA,0,0,5827381.2252,491.2500,5827872.4752
Italy,IT-INFN-T2,,,INFN-ROMA1,0,7167354.4693,0,0,7167354.4693
Italy,IT-INFN-T2,,,INFN-ROMA1-CMS,0,0,1920243.2365,0,1920243.2365
Italy,IT-INFN-T2,,,INFN-TORINO,4833075.1294,0,0,17.8006,4833092.93
,,778340,579084960,Total,43565911.7652,26711075.206,28395273.6,650218.526,99322479.0972,17.151624711027
,,,,WallClock,4891552.9231,1467368.3191,1053516.8268,69743.0784,7482181.1474
Japan,JP-Tokyo-ATLAS-T2,,,TOKYO-LCG2,0,47667534.7583,0,0,47667534.7583
,,112000,83328000,Total,0,47667534.7583,0,0,47667534.7583,57.20470281094
,,,,WallClock,,1436209.8151,,,1436209.8151
Latin America,T2-LATINAMERICA,,,CBPF,264864.5042,0,0,1612154.7152,1877019.2194
Latin America,T2-LATINAMERICA,,,EELA-UTFSM,0,2469437.8264,0,0,2469437.8264
Latin America,T2-LATINAMERICA,,,ICN-UNAM,1598275.6888,0,0,0,1598275.6888
Latin America,T2-LATINAMERICA,,,SAMPA,16000901.4477,0,0,1252076.6292,17252978.0769
Latin America,T2-LATINAMERICA,,,UERJ,0,0,138692.8602,0,138692.8602
,,183320,136390080,Total,17864041.6407,2469437.8264,138692.8602,2864231.3444,23336403.6717,17.110044712709
,,,,WallClock,1617268.855,185032.1771,36864.5883,293083.2428,2132248.8632
Malaysia,MY-T2-UM,,,T2-MY-UMSIFIR,0,0,0,0,0
,,180000,133920000,Total,0,0,0,0,0
,,,,WallClock,,,,,
Mexico,T2_UNAM,,,SUPERCOMPUTO-UNAM,6117788.3583,0,0,0,6117788.3583
,,19600,14582400,Total,6117788.3583,0,0,0,6117788.3583,41.953233749589
,,,,WallClock,702384.16,,,,702384.16
Pakistan,PK-CIIT-ALICE,,,PK-CIIT,748775.0500,0,0,0,748775.05
,,10000,7440000,Total,748775.05,0,0,0,748775.05,10.06418077957
,,,,WallClock,100549.2439,,,,100549.2439
Pakistan,PK-CMS-T2,,,NCP-LCG2,0,0,21437.6873,0,21437.6873
,,25460,18942240,Total,0,0,21437.6873,0,21437.6873,0.11317398206337
,,,,WallClock,,,7351.1369,,7351.1369
Poland,PL-TIER2-WLCG,,,CYFRONET-LCG2,1752818.6180,2301534.4059,0,1382602.0598,5436955.0837
Poland,PL-TIER2-WLCG,,,ICM,0,0,17520.3672,780658.3075,798178.6747
Poland,PL-TIER2-WLCG,,,PSNC,0,0,0,0,0
,,92000,68448000,Total,1752818.618,2301534.4059,17520.3672,2163260.3673,6235133.7584,9.1093001379149
,,,,WallClock,126442.3094,128521.7403,1317.3208,156856.5892,413137.9597
Portugal,PT-LIP-LCG-Tier2,,,NCG-INGRID-PT,0,2918859.5672,2580929.7402,0,5499789.3074
,,24000,17856000,Total,0,2918859.5672,2580929.7402,0,5499789.3074,30.800791372088
,,,,WallClock,,165061.9575,40369.9849,,205431.9424
Republic of Korea,KR-KNU-T2,,,LCG_KNU,0,0,1907733.7738,0,1907733.7738
,,36800,27379200,Total,0,0,1907733.7738,0,1907733.7738,6.9678214622779
,,,,WallClock,,,146891.715,,146891.715
Romania,RO-LCG,,,NIHAM,0.0000,0,0,0,0
Romania,RO-LCG,,,RO-02-NIPNE,0,5366997.0972,0,0,5366997.0972
Romania,RO-LCG,,,RO-07-NIPNE,2283373.3639,3387721.0653,0,809679.7707,6480774.1999
Romania,RO-LCG,,,RO-11-NIPNE,0,0,0,1004877.5589,1004877.5589
Romania,RO-LCG,,,RO-13-ISS,1201100.0825,0,0,0,1201100.0825
Romania,RO-LCG,,,RO-14-ITIM,0,61378.3922,0,0,61378.3922
Romania,RO-LCG,,,RO-16-UAIC,0,1558400.3170,0,0,1558400.317
,,177800,132283200,Total,3484473.4464,10374496.8717,0,1814557.3296,15673527.6477,11.84846424013
,,,,WallClock,510389.4655,552481.5307,,292846.4848,1355717.481
Russian Federation,RU-RDIG,,,ITEP,3216016.0269,648046.3194,32787.0833,1379898.3842,5276747.8138
Russian Federation,RU-RDIG,,,JINR-LCG2,4857819.6738,5132088.6072,1733794.3741,3093947.1478,14817649.8029
Russian Federation,RU-RDIG,,,RRC-KI,1077606.6847,166141.5006,0,826930.0789,2070678.2642
Russian Federation,RU-RDIG,,,ru-Moscow-FIAN-LCG2,0,0,0,0,0
Russian Federation,RU-RDIG,,,ru-PNPI,914869.2419,161252.6489,1998.3330,717285.1619,1795405.3857
Russian Federation,RU-RDIG,,,RU-Protvino-IHEP,6198298.8583,6645261.7807,1276588.5624,1595011.9867,15715161.1881
Russian Federation,RU-RDIG,,,RU-SPbSU,2516753.0631,0,0,8.4347,2516761.4978
Russian Federation,RU-RDIG,,,Ru-Troitsk-INR-LCG2,10.9206,0,0,0.2236,11.1442
,,314408,233919552,Total,18781374.4693,12752790.8568,3045168.3528,7613081.4178,42192415.0967,18.037147701403
,,,,WallClock,1969845.2263,984880.7173,400412.6212,747011.7937,4102150.3585
Slovakia,SK-Tier2-Federation,,,FMPhI-UNIBA,2069179.8836,2103998.7131,0,0,4173178.5967
Slovakia,SK-Tier2-Federation,,,IEPSAS-Kosice,3070387.6881,2411152.9553,0,0,5481540.6434
,,46400,34521600,Total,5139567.5717,4515151.6684,0,0,9654719.2401,27.967183560727
,,,,WallClock,571159.4419,345062.6843,,,916222.1262
Slovenia,SI-SiGNET,,,SiGNET,0,21241446.5274,0,0,21241446.5274
,,100000,74400000,Total,0,21241446.5274,0,0,21241446.5274,28.550331354032
,,,,WallClock,,1445858.9456,,,1445858.9456
South Africa,ZA-CHPC-T2,,,ZA-CHPC,7767477.8538,0,0,0,7767477.8538
,,24000,17856000,Total,7767477.8538,0,0,0,7767477.8538,43.500660023522
,,,,WallClock,1159558.2839,,,,1159558.2839
Spain,ES-ATLAS-T2,,,ifae,0,7085835.9717,0,0,7085835.9717
Spain,ES-ATLAS-T2,,,IFIC-LCG2,0,13604282.2364,0,0,13604282.2364
Spain,ES-ATLAS-T2,,,UAM-LCG2,0,8157475.4329,0,0,8157475.4329
,,113200,84220800,Total,0,28847593.641,0,0,28847593.641,34.252338663371
,,,,WallClock,,1373525.7408,,,1373525.7408
Spain,ES-CMS-T2,,,CIEMAT-LCG2,0,0,7732510.1561,0,7732510.1561
Spain,ES-CMS-T2,,,IFCA-LCG2,0,0,281016.5845,0,281016.5845
,,140000,104160000,Total,0,0,8013526.7406,0,8013526.7406,7.6934780535714
,,,,WallClock,,,346467.9374,,346467.9374
Spain,ES-LHCb-T2,,,UB-LCG2,0,0,0,0,0
Spain,ES-LHCb-T2,,,USC-LCG2,0,0,0,5293426.3394,5293426.3394
,,21060,15668640,Total,0,0,0,5293426.3394,5293426.3394,33.783572405774
,,,,WallClock,,,,584194.0059,584194.0059
Sweden,SE-SNIC-T2,,,SE-SNIC-T2,0,1413120.1308,0,0,1413120.1308
Sweden,SE-SNIC-T2,,,SE-SNIC-T2,0,1413120.1308,0,0,1413120.1308
,,31480,23421120,Total,0,2826240.2616,0,0,2826240.2616,12.067058542034
,,,,WallClock,0,1413120.1308,0,0,
Switzerland,CH-CHIPP-CSCS,,,CSCS-LCG2,0,11738753.6702,10223109.1597,13026086.0039,34987948.8338
Switzerland,CH-CHIPP-CSCS,,,UNIBE-LHEP,0,9116825.6022,0,0,9116825.6022
,,196000,145824000,Total,0,20855579.2724,10223109.1597,13026086.0039,44104774.436,30.245209592385
,,,,WallClock,,1180259.9607,182935.1631,1096657.1076,2459852.2314
Taiwan,TW-CMS-T2,,,TW-NCHC,0,0,19915.9517,0,19915.9517
,,20000,14880000,Total,0,0,19915.9517,0,19915.9517,0.13384376142473
,,,,WallClock,,,,,
Taiwan,TW-FTT-T2,,,TW-FTT,0,4679213.2587,0,0,4679213.2587
,,16000,11904000,Total,0,4679213.2587,0,0,4679213.2587,39.307907079133
,,,,WallClock,,455833.4317,,,455833.4317
Thailand,TH-Tier2,,,T2-TH-CUNSTDA,0,0,0,0,0
Thailand,TH-Tier2,,,T2-TH-SUT,757444.5062,0,0,0,757444.5062
,,24400,18153600,Total,757444.5062,0,0,0,757444.5062,4.1724203805306
,,,,WallClock,92162.1353,,,,92162.1353
Turkey,TR-Tier2-federation,,,TR-03-METU,0,0,839055.4037,0,839055.4037
Turkey,TR-Tier2-federation,,,TR-10-ULAKBIM,0,6166795.6402,0,0,6166795.6402
,,39200,29164800,Total,0,6166795.6402,839055.4037,0,7005851.0439,24.021598104222
,,,,WallClock,,45576.4578,6657.7165,,52234.1743
UK,UK-London-Tier2,,,UKI-LT2-Brunel,0,3044793.3342,1521200.1712,98472.1708,4664465.6762
UK,UK-London-Tier2,,,UKI-LT2-IC-HEP,0,4006135.2149,8442405.9822,375681.1419,12824222.339
UK,UK-London-Tier2,,,UKI-LT2-QMUL,0,14457386.8525,891733.4260,1352707.5455,16701827.824
UK,UK-London-Tier2,,,UKI-LT2-RHUL,0,11690944.2179,1132.0941,1134032.1513,12826108.4633
UK,UK-London-Tier2,,,UKI-LT2-UCL-HEP,0,0,0,0,0
,,169152,125849088,Total,0,33199259.6195,10856471.6735,2960893.0095,47016624.3025,37.359527231934
,,,,WallClock,,2809318.3741,422373.4702,344950.7858,3576642.6301
UK,UK-NorthGrid,,,UKI-NORTHGRID-LANCS-HEP,0,16640174.3583,0,1139085.1289,17779259.4872
UK,UK-NorthGrid,,,UKI-NORTHGRID-LIV-HEP,0,4380319.6513,0,6601425.3270,10981744.9783
UK,UK-NorthGrid,,,UKI-NORTHGRID-MAN-HEP,0,15832179.7014,0,7183835.9666,23016015.668
UK,UK-NorthGrid,,,UKI-NORTHGRID-SHEF-HEP,0,2140030.8386,0,2648606.0353,4788636.8739
,,110460,82182240,Total,0,38992704.5496,0,17572952.4578,56565657.0074,68.829539091901
,,,,WallClock,,2527931.2974,,1728867.448,4256798.7454
UK,UK-ScotGrid,,,UKI-SCOTGRID-DURHAM,0,11481431.3459,0,357276.7520,11838708.0979
UK,UK-ScotGrid,,,UKI-SCOTGRID-ECDF,0,37488.5875,0,1446230.9550,1483719.5425
UK,UK-ScotGrid,,,UKI-SCOTGRID-GLASGOW,0,15362843.8482,0,468250.4382,15831094.2864
,,54092,40244448,Total,0,26881763.7816,0,2271758.1452,29153521.9268,72.441102749875
,,,,WallClock,,2195628.0307,,197795.1155,2393423.1462
UK,UK-SouthGrid,,,EFDA-JET,0,0.0000,0,0,0
UK,UK-SouthGrid,,,UKI-SOUTHGRID-BHAM-HEP,4572688.3277,1326751.4528,0,821571.8000,6721011.5805
UK,UK-SouthGrid,,,UKI-SOUTHGRID-BRIS-HEP,0,793.4236,1339395.4072,95280.6647,1435469.4955
UK,UK-SouthGrid,,,UKI-SOUTHGRID-CAM-HEP,0,1348450.7690,0,1391531.6002,2739982.3692
UK,UK-SouthGrid,,,UKI-SOUTHGRID-OX-HEP,3422404.8661,3631966.9849,300549.6664,2667825.4804,10022746.9978
UK,UK-SouthGrid,,,UKI-SOUTHGRID-RALPP,0,7146621.1311,4595111.9567,8459308.1124,20201041.2002
UK,UK-SouthGrid,,,UKI-SOUTHGRID-SUSX,0,352901.1795,0,0,352901.1795
,,125576,93428544,Total,7995093.1938,13807484.9409,6235057.0303,13435517.6577,41473152.8227,44.390237765773
,,,,WallClock,846374.1506,873408.6105,336761.9056,1327644.1213,3384188.788
Ukraine,UA-Tier2-Federation,,,Kharkov-KIPT-LCG2,0,0,863569.5823,0,863569.5823
Ukraine,UA-Tier2-Federation,,,UA-BITP,191704.8256,0,0,0,191704.8256
Ukraine,UA-Tier2-Federation,,,UA-ISMA,0.0000,0,0,0,0
Ukraine,UA-Tier2-Federation,,,UA-KNU,0.0089,0,0,0,0.0089
,,42000,31248000,Total,191704.8345,0,863569.5823,0,1055274.4168,3.3770942677931
,,,,WallClock,34077.0512,,87292.1597,,121369.2109
USA,T2_US_Caltech,,,CIT_CMS_T2,0,0,9874274.8871,0,9874274.8871
,,100000,74400000,Total,0,0,9874274.8871,0,9874274.8871,13.271874848253
,,,,WallClock,,,346349.4334,,346349.4334
USA,T2_US_Florida,,,UFlorida-HPC,0,0,17097743.0746,0,17097743.0746
,,100000,74400000,Total,0,0,17097743.0746,0,17097743.0746,22.98083746586
,,,,WallClock,,,360985.1118,,360985.1118
USA,T2_US_MIT,,,MIT_CMS,0,0,21298679.2070,0,21298679.207
,,100000,74400000,Total,0,0,21298679.207,0,21298679.207,28.627256998656
,,,,WallClock,,,414888.5494,,414888.5494
USA,T2_US_Nebraska,,,Crane,0,0,0,0,0
USA,T2_US_Nebraska,,,Nebraska,0,0,7321985.2836,0,7321985.2836
USA,T2_US_Nebraska,,,Tusker,0,0,0,0,0
,,100000,74400000,Total,0,0,7321985.2836,0,7321985.2836,9.8413780693548
,,,,WallClock,,,282474.7811,,282474.7811
USA,T2_US_Purdue,,,Purdue-Carter,0,0,5862308.2136,0,5862308.2136
USA,T2_US_Purdue,,,Purdue-Hadoop,0,0,850799.6138,0,850799.6138
USA,T2_US_Purdue,,,Purdue-Hammer,0,0,11965089.2043,0,11965089.2043
USA,T2_US_Purdue,,,Purdue-Hansen,0,0,2289416.9206,0,2289416.9206
,,100000,74400000,Total,0,0,20967613.9523,0,20967613.9523,28.182276817608
,,,,WallClock,,,370596.254,,370596.254
USA,T2_US_UCSD,,,UCSDT2,0,0,11640651.1998,0,11640651.1998
,,100000,74400000,Total,0,0,11640651.1998,0,11640651.1998,15.646036558871
,,,,WallClock,,,240914.926,,240914.926
USA,T2_US_Wisconsin,,,GLOW,0,0,28288942.6695,0,28288942.6695
,,100000,74400000,Total,0,0,28288942.6695,0,28288942.6695,38.022772405242
,,,,WallClock,,,1367884.923,,1367884.923
USA,US-AGLT2,,,AGLT2,0,31653903.6748,0,0,31653903.6748
,,96000,71424000,Total,0,31653903.6748,0,0,31653903.6748,44.318301516017
,,,,WallClock,,1902570.3999,,,1902570.3999
USA,US-LBNL-ALICE,,,NERSC-PDSF,9263678.7069,0,0,0,9263678.7069
,,48000,35712000,Total,9263678.7069,0,0,0,9263678.7069,25.939960536794
,,,,WallClock,616856.7342,,,,616856.7342
USA,US-MWT2,,,MWT2,0,58060142.6294,0,0,58060142.6294
,,144000,107136000,Total,0,58060142.6294,0,0,58060142.6294,54.192934801934
,,,,WallClock,,5043514.6539,,,5043514.6539
USA,US-NET2,,,BU_ATLAS_Tier2,0,26540351.6931,0,0,26540351.6931
USA,US-NET2,,,HU_ATLAS_Tier2,0,3556279.9731,0,0,3556279.9731
,,96000,71424000,Total,0,30096631.6662,0,0,30096631.6662,42.137981163474
,,,,WallClock,,1761038.7474,,,1761038.7474
USA,US-SWT2,,,LUCILLE,0,4771898.2943,0,0,4771898.2943
USA,US-SWT2,,,OU_OCHEP_SWT2,0,3448928.6189,0,0,3448928.6189
USA,US-SWT2,,,OU_OSCER_ATLAS,0,141551.7608,0,0,141551.7608
USA,US-SWT2,,,SWT2_CPB,0,18911791.9775,0,0,18911791.9775
USA,US-SWT2,,,UTA_SWT2,0,5907628.5967,0,0,5907628.5967
,,96000,71424000,Total,0,33181799.2482,0,0,33181799.2482,46.457492226983
,,,,WallClock,,1880826.0253,,,1880826.0253
USA,US-WT2,,,WT2,0,43590344.8209,0,0,43590344.8209
,,96000,71424000,Total,0,43590344.8209,0,0,43590344.8209,61.030388694136
,,,,WallClock,,2321155.6128,,,2321155.6128
,Grand Total,6678988,4969167072,,178508683.9462,709412929.6752,253680787.1924,86700674.9752,1228303075.789,24.71849020151
,Grand WallClock Total,,,,21013470.4343,44246674.1686,9345121.3496,8407190.0501,81599335.8718
