CSV Dump from EGI accounting portal for the period 3/2014 to 3/2014
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2013 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,5277510.0715,0,0,5277510.0715
Italy,IT-INFN-T2,,,INFN-NAPOLI-ATLAS,0,31261.6503,0,44.0000,31305.6503
Italy,IT-INFN-T2,,,INFN-PISA,0,0,2941177.2264,65530.4897,3006707.7161
Italy,IT-INFN-T2,,,INFN-ROMA1,0,7779912.0000,0,0,7779912
Italy,IT-INFN-T2,,,INFN-ROMA1-CMS,0,0,3573640.0000,0,3573640
Italy,IT-INFN-T2,,,INFN-TORINO,5077084.0000,0,0,41020.0000,5118104
,,462000,240609600,Total,13463850.8917,17630697.0348,18088125.4856,2680330.5249,51863003.937,21.554835691095
,,,,WallClock,1960653.9311,2642832.4883,2753675.9719,310874.2869,7668036.6782
Japan,JP-Tokyo-ATLAS-T2,,,TOKYO-LCG2,0,22364498.8599,0,0,22364498.8599
,,64000,33331200,Total,0,22364498.8599,0,0,22364498.8599,67.097790838314
,,,,WallClock,,1231651.3038,,,1231651.3038
Latin America,T2-LATINAMERICA,,,CBPF,0,0,0,1680354.9223,1680354.9223
Latin America,T2-LATINAMERICA,,,EELA-UTFSM,0,1283816.5438,0,0,1283816.5438
Latin America,T2-LATINAMERICA,,,ICN-UNAM,0.6542,0,0,0,0.6542
Latin America,T2-LATINAMERICA,,,SAMPA,3122415.9711,0,0,0,3122415.9711
Latin America,T2-LATINAMERICA,,,UERJ,0,0,88.0000,0,88
,,108848,56688038.4,Total,3122416.6253,1283816.5438,88,1680354.9223,6086676.0914,10.737143607707
,,,,WallClock,297000.4344,133769.8434,1716,208167.7643,640654.0421
Malaysia,MY-T2-UM,,,T2-MY-UMSIFIR,0,0,0,0,0
,,,,Total,0,0,0,0,0
,,,,WallClock,,,,,
Mexico,T2_UNAM,,,SUPERCOMPUTO-UNAM,0,0,0,0,0
,,,,Total,0,0,0,0,0
,,,,WallClock,,,,,
Pakistan,PK-CIIT-ALICE,,,PK-CIIT,0,0,0,0,0
,,,,Total,0,0,0,0,0
,,,,WallClock,,,,,
Pakistan,PK-CMS-T2,,,NCP-LCG2,0,0,313932.0000,0,313932
,,25460,13259568,Total,0,0,313932,0,313932,2.3675884463204
,,,,WallClock,,,47246,,47246
Poland,PL-TIER2-WLCG,,,CYFRONET-LCG2,1772958.7814,4846668.8781,0,6292232.9684,12911860.6279
Poland,PL-TIER2-WLCG,,,ICM,0,0,269574.9148,72983.1663,342558.0811
Poland,PL-TIER2-WLCG,,,PSNC,2350952.0000,620304.0000,0,0.0022,2971256.0022
,,68800,35831040,Total,4123910.7814,5466972.8781,269574.9148,6365216.1369,16225674.7112,45.283850848873
,,,,WallClock,454637.4611,429536.8002,20268.7905,454724.1189,1359167.1707
Portugal,PT-LIP-LCG-Tier2,,,NCG-INGRID-PT,0,1303515.8453,2843861.3951,0,4147377.2404
,,25600,13332480,Total,0,1303515.8453,2843861.3951,0,4147377.2404,31.107320171491
,,,,WallClock,,162471.7725,354567.6284,,517039.4009
Republic of Korea,KR-KNU-T2,,,LCG_KNU,0,0,2132046.4610,0,2132046.461
,,24000,12499200,Total,0,0,2132046.461,0,2132046.461,17.057463365655
,,,,WallClock,,,518892.4057,,518892.4057
Romania,RO-LCG,,,NIHAM,5108560.0000,0,0,0,5108560
Romania,RO-LCG,,,RO-02-NIPNE,0,151743.5889,0,0,151743.5889
Romania,RO-LCG,,,RO-07-NIPNE,1229600.5200,1193265.5405,0,2165243.4950,4588109.5555
Romania,RO-LCG,,,RO-11-NIPNE,0,0,0,22116.0447,22116.0447
Romania,RO-LCG,,,RO-13-ISS,1228404.5844,0,0,0,1228404.5844
Romania,RO-LCG,,,RO-14-ITIM,0,1481110.7898,0,0,1481110.7898
Romania,RO-LCG,,,RO-16-UAIC,0,1389262.8500,0,0,1389262.85
,,138000,71870400,Total,7566565.1044,4215382.7692,0,2187359.5397,13969307.4133,19.436802095578
,,,,WallClock,1369103.7711,584103.3773,,360071.0929,2313278.2413
Russian Federation,RU-RDIG,,,ITEP,124480.0844,185840.3531,281984.0720,467556.9483,1059861.4578
Russian Federation,RU-RDIG,,,JINR-LCG2,3427265.4001,3336900.6425,2413778.1322,3437811.8983,12615756.0731
Russian Federation,RU-RDIG,,,RRC-KI,6424891.9454,1657817.2500,311261.4728,4751000.0044,13144970.6726
Russian Federation,RU-RDIG,,,ru-Moscow-FIAN-LCG2,0,389504.3600,1911.7800,0,391416.14
Russian Federation,RU-RDIG,,,ru-PNPI,672860.7719,527951.2470,77468.6582,110449.6769,1388730.354
Russian Federation,RU-RDIG,,,RU-Protvino-IHEP,4168540.0000,5573672.0000,3413200.0000,5242532.0000,18397944
Russian Federation,RU-RDIG,,,RU-SPbSU,1529877.0332,0,0,9754.4072,1539631.4404
Russian Federation,RU-RDIG,,,Ru-Troitsk-INR-LCG2,85828.0000,0,921828.0000,189732.0000,1197388
,,279104,145357363.2,Total,16433743.235,11671685.8526,7421432.1152,14208836.9351,49735698.1379,34.216153239838
,,,,WallClock,1972958.4443,1244847.5865,815919.7075,1316857.4998,5350583.2381
Slovakia,SK-Tier2-Federation,,,FMPhI-UNIBA,2041845.3019,1970517.5040,0,0,4012362.8059
Slovakia,SK-Tier2-Federation,,,IEPSAS-Kosice,2490251.4603,2445925.5894,0,0,4936177.0497
,,38400,19998720,Total,4532096.7622,4416443.0934,0,0,8948539.8556,44.745562994032
,,,,WallClock,514462.2521,405141.3676,,,919603.6197
Slovenia,SI-SiGNET,,,SiGNET,0,0,0,0,0
,,60000,31248000,Total,0,0,0,0,0
,,,,WallClock,,,,,
South Africa,ZA-CHPC-T2,,,ZA-CHPC,0,0,0,0,0
,,,,Total,0,0,0,0,0
,,,,WallClock,,,,,
Spain,ES-ATLAS-T2,,,ifae,0,1541104.9466,0,0,1541104.9466
Spain,ES-ATLAS-T2,,,IFIC-LCG2,0,16471083.3508,0,0,16471083.3508
Spain,ES-ATLAS-T2,,,UAM-LCG2,0,2357460.0973,0,0,2357460.0973
,,72000,37497600,Total,0,20369648.3947,0,0,20369648.3947,54.322539028364
,,,,WallClock,,2528997.176,,,2528997.176
Spain,ES-CMS-T2,,,CIEMAT-LCG2,0,0,9332966.6320,0,9332966.632
Spain,ES-CMS-T2,,,IFCA-LCG2,0,0,2194344.0000,0,2194344
,,80000,41664000,Total,0,0,11527310.632,0,11527310.632,27.667316225038
,,,,WallClock,,,2501688.9865,,2501688.9865
Spain,ES-LHCb-T2,,,UB-LCG2,0,0,0,5235010.0308,5235010.0308
Spain,ES-LHCb-T2,,,USC-LCG2,0,0,0,4866282.9408,4866282.9408
,,11200,5832960,Total,0,0,0,10101292.9716,10101292.9716,173.17610564105
,,,,WallClock,,,,1325820.5674,1325820.5674
Sweden,SE-SNIC-T2,,,SE-SNIC-T2,0,2499776.0000,0,0,2499776
Sweden,SE-SNIC-T2,,,SE-SNIC-T2,0,2499776.0000,0,0,2499776
,,31480,16394784,Total,0,4999552,0,0,4999552,30.494771995776
,,,,WallClock,0,2499776.0000,0,0,
Switzerland,CH-CHIPP-CSCS,,,CSCS-LCG2,0,2291641.3138,6151563.6609,4086599.8389,12529804.8136
Switzerland,CH-CHIPP-CSCS,,,UNIBE-LHEP,0,6431244.0000,0,0,6431244
,,112000,58329600,Total,0,8722885.3138,6151563.6609,4086599.8389,18961048.8136,32.506735540103
,,,,WallClock,,875822.2261,615156.3659,408659.9839,1899638.5759
Taiwan,TW-CMS-T2,,,TW-NCHC,0,0,0,0,0
,,,,Total,0,0,0,0,0
,,,,WallClock,,,,,
Taiwan,TW-FTT-T2,,,TW-FTT,0,2188164.0000,479772.0000,0,2667936
,,24000,12499200,Total,0,2188164,479772,0,2667936,21.344854070661
,,,,WallClock,,584814,54611,,639425
Thailand,TH-Tier2,,,T2-TH-CUNSTDA,0,0,44072.8432,0,44072.8432
Thailand,TH-Tier2,,,T2-TH-SUT,222950.0719,0,0,0,222950.0719
,,12000,6249600,Total,222950.0719,0,44072.8432,0,267022.9151,4.2726400905658
,,,,WallClock,39161.7411,,19577.9083,,58739.6494
Turkey,TR-Tier2-federation,,,TR-03-METU,0,0,98128.0000,0,98128
Turkey,TR-Tier2-federation,,,TR-10-ULAKBIM,0,27476.0000,0,0,27476
,,39200,20415360,Total,0,27476,98128,0,125604,0.61524264083514
,,,,WallClock,,8228,20489,,28717
UK,UK-London-Tier2,,,UKI-LT2-Brunel,0,2008091.0914,7062593.8987,2972047.3508,12042732.3409
UK,UK-London-Tier2,,,UKI-LT2-IC-HEP,0,707428.0279,11532077.4816,2650872.2657,14890377.7752
UK,UK-London-Tier2,,,UKI-LT2-QMUL,0,14798814.9026,357408.9647,675479.1752,15831703.0425
UK,UK-London-Tier2,,,UKI-LT2-RHUL,0,5889232.0000,62244.0000,1747456.0000,7698932
UK,UK-London-Tier2,,,UKI-LT2-UCL-HEP,0,477797.3037,0,0,477797.3037
,,110188,57385910.4,Total,0,23881363.3256,19014324.345,8045854.7917,50941542.4623,88.770121633027
,,,,WallClock,,3055073.0952,2359885.9516,906581.6485,6321540.6953
UK,UK-NorthGrid,,,UKI-NORTHGRID-LANCS-HEP,0,7656377.0366,0,1444390.8828,9100767.9194
UK,UK-NorthGrid,,,UKI-NORTHGRID-LIV-HEP,0,3289971.6972,0,3809183.9583,7099155.6555
UK,UK-NorthGrid,,,UKI-NORTHGRID-MAN-HEP,0,8145300.0000,0,5236916.0000,13382216
UK,UK-NorthGrid,,,UKI-NORTHGRID-SHEF-HEP,0,1937622.5718,0,11049.2319,1948671.8037
,,68196,35516476.8,Total,0,21029271.3056,0,10501540.073,31530811.3786,88.777981994543
,,,,WallClock,,2115449.6491,,1121785.2203,3237234.8694
UK,UK-ScotGrid,,,UKI-SCOTGRID-DURHAM,0,805692.0000,0,919752.0000,1725444
UK,UK-ScotGrid,,,UKI-SCOTGRID-ECDF,0,1776364.0000,0,605388.0000,2381752
UK,UK-ScotGrid,,,UKI-SCOTGRID-GLASGOW,0,13279918.3497,0,1592926.3997,14872844.7494
,,37720,19644576,Total,0,15861974.3497,0,3118066.3997,18980040.7494,96.617207464289
,,,,WallClock,,2004831.5473,,338460.7568,2343292.3041
UK,UK-SouthGrid,,,EFDA-JET,0,22.4794,0,115.1616,137.641
UK,UK-SouthGrid,,,UKI-SOUTHGRID-BHAM-HEP,2817411.5194,1724869.1779,0,719924.5084,5262205.2057
UK,UK-SouthGrid,,,UKI-SOUTHGRID-BRIS-HEP,0,337.6760,296681.0282,956844.2288,1253862.933
UK,UK-SouthGrid,,,UKI-SOUTHGRID-CAM-HEP,0,1481521.5658,0,888595.9728,2370117.5386
UK,UK-SouthGrid,,,UKI-SOUTHGRID-OX-HEP,1842822.8255,4380039.8365,648077.8774,623692.5514,7494633.0908
UK,UK-SouthGrid,,,UKI-SOUTHGRID-RALPP,0,530306.8439,2235845.9896,2712067.8697,5478220.7032
UK,UK-SouthGrid,,,UKI-SOUTHGRID-SUSX,0,1447848.0000,0,0,1447848
,,85396,44474236.8,Total,4660234.3449,9564945.5795,3180604.8952,5901240.2927,23307025.1123,52.405677509681
,,,,WallClock,512983.5316,1042341.1687,384606.4968,617999.224,2557930.4211
Ukraine,UA-Tier2-Federation,,,Kharkov-KIPT-LCG2,0,0,27588.8622,0,27588.8622
Ukraine,UA-Tier2-Federation,,,UA-BITP,2561213.8750,0,0,0,2561213.875
Ukraine,UA-Tier2-Federation,,,UA-ISMA,27431548.2047,0,0,0,27431548.2047
Ukraine,UA-Tier2-Federation,,,UA-KNU,88207.4387,0,0,0,88207.4387
,,27720,14436576,Total,30080969.5184,0,27588.8622,0,30108558.3806,208.55747498991
,,,,WallClock,391051.3837,,1609.5509,,392660.9346
USA,T2_US_Caltech,,,CIT_CMS_T2,0,0,13611056.0000,0,13611056
,,50000,26040000,Total,0,0,13611056,0,13611056,52.26980030722
,,,,WallClock,,,1876398,,1876398
USA,T2_US_Florida,,,UFlorida-HPC,0,0,24158084.0000,0,24158084
,,50000,26040000,Total,0,0,24158084,0,24158084,92.772980030722
,,,,WallClock,,,2485555,,2485555
USA,T2_US_MIT,,,MIT_CMS,0,0,17292324.0000,0,17292324
,,50000,26040000,Total,0,0,17292324,0,17292324,66.406774193548
,,,,WallClock,,,1945701,,1945701
USA,T2_US_Nebraska,,,Crane,0,0,0,0,0
USA,T2_US_Nebraska,,,Nebraska,0,0,20474140.0000,0,20474140
USA,T2_US_Nebraska,,,Tusker,0,0,0,0,0
,,50000,26040000,Total,0,0,20474140,0,20474140,78.625729646697
,,,,WallClock,,,2196814,,2196814
USA,T2_US_Purdue,,,Purdue-Carter,0,0,6939136.0000,0,6939136
USA,T2_US_Purdue,,,Purdue-Hadoop,0,0,0,0,0
USA,T2_US_Purdue,,,Purdue-Hammer,0,0,0,0,0
USA,T2_US_Purdue,,,Purdue-Hansen,0,0,1654480.0000,0,1654480
,,50000,26040000,Total,0,0,8593616,0,8593616,33.001597542243
,,,,WallClock,,,890045,,890045
USA,T2_US_UCSD,,,UCSDT2,0,0,11601620.0000,0,11601620
,,50000,26040000,Total,0,0,11601620,0,11601620,44.553072196621
,,,,WallClock,,,1037191,,1037191
USA,T2_US_Wisconsin,,,GLOW,0,0,16723624.0000,0,16723624
,,50000,26040000,Total,0,0,16723624,0,16723624,64.222826420891
,,,,WallClock,,,1987435,,1987435
USA,US-AGLT2,,,AGLT2,0,28148140.0000,0,0,28148140
,,60000,31248000,Total,0,28148140,0,0,28148140,90.079813108039
,,,,WallClock,,3112296,,,3112296
USA,US-LBNL-ALICE,,,NERSC-PDSF,10520512.0000,0,0,0,10520512
,,51600,26873280,Total,10520512,0,0,0,10520512,39.148596672978
,,,,WallClock,918381,,,,918381
USA,US-MWT2,,,MWT2,0,40860120.0000,0,0,40860120
,,88000,45830400,Total,0,40860120,0,0,40860120,89.155058651026
,,,,WallClock,,4918257,,,4918257
USA,US-NET2,,,BU_ATLAS_Tier2,0,11423304.0000,0,0,11423304
USA,US-NET2,,,HU_ATLAS_Tier2,0,6699364.0000,0,0,6699364
,,60000,31248000,Total,0,18122668,0,0,18122668,57.996249359959
,,,,WallClock,,2422215,,,2422215
USA,US-SWT2,,,LUCILLE,0,2329356.0000,0,0,2329356
USA,US-SWT2,,,OU_OCHEP_SWT2,0,4028128.0000,0,0,4028128
USA,US-SWT2,,,OU_OSCER_ATLAS,0,2176912.0000,0,0,2176912
USA,US-SWT2,,,SWT2_CPB,0,11986312.0000,0,0,11986312
USA,US-SWT2,,,UTA_SWT2,0,7387860.0000,0,0,7387860
,,60000,31248000,Total,0,27908568,0,0,27908568,89.313133640553
,,,,WallClock,,3348610,,,3348610
,Grand Total,3963332,2064103305.6,,133070755.9492,445555654.8939,274170694.6287,83533992.9008,936331098.3726,45.362608345827
,Grand WallClock Total,,,,14449739.3302,51870846.3167,34723319.268,8966070.5992,107510199.5141
