CSV Dump from EGI accounting portal for the period 4/2014 to 4/2014
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2014 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,3975812.3168,0,0,3975812.3168
,,34000,17136000,Total,0,3975812.3168,0,0,3975812.3168,23.201519122316
,,,,WallClock,,390131.2166,,,390131.2166
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,278873.4592,0,0,278873.4592
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,1595084.8336,0,1595084.8336
,,27428,13823712,Total,0,278873.4592,1595084.8336,0,1873958.2928,13.556114976932
,,,,WallClock,,37071.0225,236356.3418,,273427.3643
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,3786580.0000,0,3786580
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,1771292.2151,0,1771292.2151
,,67200,33868800,Total,0,0,5557872.2151,0,5557872.2151,16.410006304032
,,,,WallClock,,,873641.321,,873641.321
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,6324912.0000,0,6324912
,,54792,27615168,Total,0,0,6324912,0,6324912,22.90376071585
,,,,WallClock,,,551267,,551267
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,1342173.2155,0,0,1342173.2155
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,5580674.3412,0,0,5580674.3412
,,42500,21420000,Total,0,6922847.5567,0,0,6922847.5567,32.319549751167
,,,,WallClock,,653566.1553,,,653566.1553
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,7688024.3984,0,0,7688024.3984
Canada,CA-WEST-T2,,,SFU-LCG2,0,4722308.0000,0,0,4722308
,,42500,21420000,Total,0,12410332.3984,0,0,12410332.3984,57.938059749767
,,,,WallClock,,1025274.8863,,,1025274.8863
China,CN-IHEP,,,BEIJING-LCG2,0,2001884.0000,1347136.0000,0,3349020
,,38400,19353600,Total,0,2001884,1347136,0,3349020,17.304377480159
,,,,WallClock,,184553,233656,,418209
Czech Republic,CZ-Prague-T2,,,praguelcg2,4602620.9220,8368905.1522,0,0,12971526.0742
,,48000,24192000,Total,4602620.922,8368905.1522,0,0,12971526.0742,53.619072727348
,,,,WallClock,2071552.0629,2249234.3617,,,4320786.4246
Estonia,EE-NICPB,,,T2_Estonia,0,0,15833436.1254,0,15833436.1254
,,180000,90720000,Total,0,0,15833436.1254,0,15833436.1254,17.45308214881
,,,,WallClock,,,2474222.8863,,2474222.8863
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,3855260.0000,0,3855260
,,25200,12700800,Total,0,0,3855260,0,3855260,30.354465860418
,,,,WallClock,,,373375,,373375
France,FR-GRIF,,,GRIF,15013580.5183,11038860.4077,6884916.7637,4038714.2653,36976071.955
,,146248,73708992,Total,15013580.5183,11038860.4077,6884916.7637,4038714.2653,36976071.955,50.164940466151
,,,,WallClock,1686968.003,1393556.3852,902875.505,519389.1181,4502789.0113
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,5753752.0000,5864712.0000,0,11618464
,,69400,34977600,Total,0,5753752,5864712,0,11618464,33.216870225516
,,,,WallClock,,610652,631052,,1241704
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,3716815.7870,0,1827141.7155,5543957.5025
,,24056,12124224,Total,0,3716815.787,0,1827141.7155,5543957.5025,45.72628732775
,,,,WallClock,,390922.3595,,170288.9161,561211.2756
France,FR-IN2P3-IPHC,,,IN2P3-IRES,3151888.0491,0,6454972.0857,0,9606860.1348
,,50000,25200000,Total,3151888.0491,0,6454972.0857,0,9606860.1348,38.122460852381
,,,,WallClock,350712.3491,,672063.5067,,1022775.8558
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,3331611.3608,0,2066544.6914,5398156.0522
,,48800,24595200,Total,0,3331611.3608,0,2066544.6914,5398156.0522,21.948006327251
,,,,WallClock,,343934.2353,,188824.1458,532758.3811
France,FR-IN2P3-LPC,,,IN2P3-LPC,3539809.4595,3217261.4736,0,3755256.4494,10512327.3825
,,39080,19696320,Total,3539809.4595,3217261.4736,0,3755256.4494,10512327.3825,53.372037936528
,,,,WallClock,464101.5212,392191.1174,,404047.8394,1260340.478
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,483376.5138,2151265.8894,0,0,2634642.4032
,,24576,12386304,Total,483376.5138,2151265.8894,0,0,2634642.4032,21.270609886533
,,,,WallClock,74454.8852,289936.5925,,,364391.4777
France,FR-IN2P3-SUBATECH,,,IN2P3-SUBATECH,2575591.7000,0,0,0,2575591.7
,,12000,6048000,Total,2575591.7,0,0,0,2575591.7,42.585841600529
,,,,WallClock,331598.9769,,,,331598.9769
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,8153764.5877,0,0,8153764.5877
Germany,DE-DESY-ATLAS-T2,,,DESY-ZN,0,6607624.6898,0,0,6607624.6898
,,62400,31449600,Total,0,14761389.2775,0,0,14761389.2775,46.936651904953
,,,,WallClock,,1562425.8556,,,1562425.8556
Germany,DE-DESY-GOE-ATLAS-T2,,,GoeGrid,0,2687194.6520,0,0,2687194.652
,,26000,13104000,Total,0,2687194.652,0,0,2687194.652,20.50667469475
,,,,WallClock,,490666.626,,,490666.626
Germany,DE-DESY-LHCB,,,DESY-ZN,0,0,0,0,0
,,12800,6451200,Total,0,0,0,0,0
,,,,WallClock,,,,,
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-HH,0,0,30729253.8249,0,30729253.8249
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-ZN,0,0,0.4217,0,0.4217
Germany,DE-DESY-RWTH-CMS-T2,,,RWTH-Aachen,0,0,5876308.0000,0,5876308
,,121600,61286400,Total,0,0,36605562.2466,0,36605562.2466,59.728687354128
,,,,WallClock,,,5052176.8841,,5052176.8841
Germany,DE-FREIBURGWUPPERTAL,,,UNI-FREIBURG,0,4681796.0000,0,0,4681796
Germany,DE-FREIBURGWUPPERTAL,,,wuppertalprod,0,47934.9700,0,0,47934.97
,,52000,26208000,Total,0,4729730.97,0,0,4729730.97,18.046897779304
,,,,WallClock,,510298.5311,,,510298.5311
Germany,DE-GSI,,,GSI-LCG2,0,0,0,0,0
,,28000,14112000,Total,0,0,0,0,0
,,,,WallClock,,,,,
Germany,DE-MCAT,,,LRZ-LMU,0,16242193.3752,0,0,16242193.3752
Germany,DE-MCAT,,,MPPMU,0,7657116.0000,0,0,7657116
,,52000,26208000,Total,0,23899309.3752,0,0,23899309.3752,91.190893525641
,,,,WallClock,,1808949.1738,,,1808949.1738
Greece,GR-GRIDLAB-KAVALA,,,GR-12-TEIKAV,0,0,0,0,0
,,5488,2765952,Total,0,0,0,0,0
,,,,WallClock,,,,,
Greece,GR-Ioannina-HEP,,,GR-07-UOI-HEPLAB,0,0,0,0,0
,,7480,3769920,Total,0,0,0,0,0
,,,,WallClock,,,,,
Hungary,HU-HGCC-T2,,,BUDAPEST,665404.5017,0,1509859.2987,0,2175263.8004
,,21120,10644480,Total,665404.5017,0,1509859.2987,0,2175263.8004,20.435604185456
,,,,WallClock,102350.545,,216064.1964,,318414.7414
India,IN-DAE-KOLKATA-TIER2,,,IN-DAE-VECC-02,7673231.8240,0,0,0,7673231.824
,,24000,12096000,Total,7673231.824,0,0,0,7673231.824,63.436109656085
,,,,WallClock,921191.63,,,,921191.63
India,IN-INDIACMS-TIFR,,,INDIACMS-TIFR,0,0,1203461.2830,0,1203461.283
,,11200,5644800,Total,0,0,1203461.283,0,1203461.283,21.319821481718
,,,,WallClock,,,124387.7181,,124387.7181
Israel,IL-HEPTier-2,,,IL-TAU-HEP,0,2120089.2928,0,0,2120089.2928
Israel,IL-HEPTier-2,,,TECHNION-HEP,0,1815034.3861,0,0,1815034.3861
Israel,IL-HEPTier-2,,,WEIZMANN-LCG2,0,1939968.0000,0,0,1939968
,,24800,12499200,Total,0,5875091.6789,0,0,5875091.6789,47.003741670667
,,,,WallClock,,563747.3253,,,563747.3253
Italy,IT-INFN-T2,,,INFN-BARI,66191.4597,0,354933.6731,0,421125.1328
Italy,IT-INFN-T2,,,INFN-CATANIA,1817053.9200,0,0,357.0900,1817411.01
Italy,IT-INFN-T2,,,INFN-CNAF-LHCB,0,0,0,1914380.0000,1914380
Italy,IT-INFN-T2,,,INFN-FRASCATI,0,3179610.6206,0,408.5853,3180019.2059
Italy,IT-INFN-T2,,,INFN-LNL-2,5474500.0000,0,10363732.0000,564632.0000,16402864
Italy,IT-INFN-T2,,,INFN-MILANO-ATLASC,0,3787840.0000,0,0,3787840
Italy,IT-INFN-T2,,,INFN-NAPOLI-ATLAS,0,9333.4564,0,36936.0000,46269.4564
Italy,IT-INFN-T2,,,INFN-PISA,0,0.0000,13776069.3513,12997.1125,13789066.4638
Italy,IT-INFN-T2,,,INFN-ROMA1,0,5678420.0000,0,0,5678420
Italy,IT-INFN-T2,,,INFN-ROMA1-CMS,0,0,1978980.0000,0,1978980
Italy,IT-INFN-T2,,,INFN-TORINO,4011800.0000,0,0,68.0000,4011868
,,525200,264700800,Total,11369545.3797,12655204.077,26473715.0244,2529778.7878,53028243.2689,20.033276540494
,,,,WallClock,1739939.4035,1886442.0971,4052874.517,301287.3997,7980543.4173
Japan,JP-Tokyo-ATLAS-T2,,,TOKYO-LCG2,0,24917605.5387,0,0,24917605.5387
,,80000,40320000,Total,0,24917605.5387,0,0,24917605.5387,61.799616911458
,,,,WallClock,,1342126.724,,,1342126.724
Latin America,T2-LATINAMERICA,,,CBPF,0,0,0,1800707.2817,1800707.2817
Latin America,T2-LATINAMERICA,,,EELA-UTFSM,0,417000.9564,0,0,417000.9564
Latin America,T2-LATINAMERICA,,,ICN-UNAM,0.0975,0,0,0,0.0975
