Time,Aalborg,Altaria,Athens,BITP,BITP_ARC,Bandung,Bari,Bari-Torrent,Birmingham,Bologna,Bratislava,CBPF,CCIN2P3,CCIN2P3-CREAM,CCIN2P31,CCIN2P32,CERN,CERN-AURORA,CERN-CORONA,CERN-CREAM,CERN-CVMFS,CERN-HW6,CERN-L,CERN-LSF,CERN-MIRAGE,CERN-SHA2,CERN-SIRIUS,CERN-TEST,CERN-TRITON,CERN-VM6,CERN-W5,CERN-ZENITH,CERN_HLT,CERN_HLTDEV,CERN_PLANCTON,CNAF,CNAF-CREAM,CNAF-DUE,CNAF_glexec,COMSATS,CSC,Cagliari,Catania,Catania-VF,Cibinong,Clermont,Cloud,CondorCloud,CondorSite,CyberSar,CyberSar-CREAM,Cyfronet,DCSC_KU,Dortmund,FZK,FZK-KIT,FZK_CREAM,FZK_glexec,GRIF_IPNO,GRIF_IRFU,GRIF_IRFU-CVMFS,GRIF_IRFU_ARC,GRIF_IRFU_SHARED,GSI,GSI-CREAM,GSI-SCLAB,GSI-SE2,GSI-SGE,GSI_2,Grenoble,HHLR_GU,HIP,Hiroshima,ICYB,ICYB_ARC,IHEP,IHEP-CREAM,IPNL,ISMA,ISS,ISS_LCG,ITEP,ITEP-CREAM,JINR,JINR-CREAM,KFKI,KISTI-CREAM,KISTI_GSDC,KISTI_GSDC-T1,KNU,KPI,Kolkata,Kolkata-CREAM,Kosice,LBL,LLNL,LUNARC,Legnaro,Legnaro-CREAM,MEPHI,Madrid,NECTEC,NERSC,NIHAM,NIKHEF,NIPNE,NSC,ORNL,ORNL_Titan,OSC,Oxford,PAKGRID,PDC,PLANCTON,PNPI,Poznan,Prague,Prague-CREAM,RAL,RAL-WMS,RAL_ARC,RRC-KI,RRC_KI_T1,SARA,SGE,SINP,SNIC,SPbSU,SPbSU-CC,SPbSU-CREAM,SUT,SaoPaulo,Strasbourg_IRES,Subatech,Subatech_CCIPL,TACC,Talca,Torino,Torino-CREAM,Torino-Torrent,TriGrid,TriGrid_Catania,Trieste,Troitsk,Troitsk-CREAM,Trujillo,Tsukuba,UF,UNAM,UNAM_T1,UPB,UiB,Vienna,WONDERLAND,WUT,Wuhan,Yerevan,ZA_CHPC,_TOTALS_,pcalice92.cern.ch
1396483325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.2996472194577,,12.060151884609489,,,,,,,,,,3339.4963921449817,6508.058185457061,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1396500180,,,,84.63079510602581,,,11546.314807520064,,5006.737206470621,104.08435415598184,1358.8570663851733,,18829.03233988607,,,,,,,14421.68478947288,15514.326963141504,,14450.877862587886,,,1574.6085125689972,,,,,,,,,,19778.269088432407,,,,0.0,452.50853708116927,107.65762007222631,429.4416776550445,,,8254.455248484037,,,,,,2169.9541170438924,499.2309906474844,,5543.254192853316,,,,7952.3477693443665,28160.883624197468,,,,,,,,,5282.459127024184,273.8821099909212,,,1751.3605967006379,,,100.15511980757502,,820.8497149974683,1891.3474889669928,731.6072958759922,,77.51628559950395,,3234.9568822762194,,1437.2585237780397,191.97313352313964,3425.4275245019694,,,,,3158.2640330511704,530.119301163197,9216.065484265297,5717.945112738212,,3964.3176004317334,,,364.7369065883852,,0.0,791.1709323928468,,3214.3079845920147,,,,1161.298974476107,1685.7714800560755,76.73939489146595,,,614.2510612637384,,1396.5591249680267,,1495.9059489942877,,,8019.397151151362,14666.673457553883,,,,653.0845543876773,1229.4509101172475,,,476.7883035816515,2882.6236441649353,10255.164297280146,972.253057257259,,0.0,,1017.4224572814185,,,,443.42511177894437,162.84404966229923,3.8223358355368497,,900.7375623189628,,,0.0,,,5283.25443072599,,,,,,2076.0443542631365,243764.70227958783,
1396517035,,,,156.1500249531964,,,22935.498914772976,,9636.863993326533,196.14911497136947,3159.1582614231047,,34495.50797993805,,,,,,,30361.583696209538,35940.50814214297,,30884.89315310658,,,2946.2263779828936,,,,,,,,,,39788.90138218342,,,,0.0,716.7427453315657,531.3858205281474,918.0283020986287,,,15497.993111490263,,,,,,4394.386745079647,1000.2151596577504,,11313.539006552852,,,,16008.940287914542,54436.09353996925,,,,,,,,,10675.012561758935,576.6426412907404,,,5028.839667905791,,,233.23428610290568,,4408.768740120031,3362.206260112235,1552.6512228023835,,235.31278138119424,,5900.792633053479,,3071.9296908453593,327.92303485782463,9854.239461717496,,,,,7967.9080921047625,962.1994937481498,22670.193997150538,12512.147725318724,,8049.675321498925,,,776.6642579447183,,0.0,3165.390210147205,,6228.84484954835,,,,1698.9670772469053,3290.391452079012,181.67870410753588,,,1207.5709444693205,,3217.3554430807394,,3790.793899824031,,,12717.029378235617,22919.765186948764,,,,1068.2134265252953,2553.421044320737,,,953.5101384564156,5814.424616662349,19621.885543800625,1823.1541022494052,,0.0,,2201.398190493388,,,,894.7301862969458,321.9646986194894,12.858932277800143,,2275.3994566085726,,,0.0,,,9669.140704734908,,,,,,4557.096921181755,507925.43872766517,
1396533889,,,,187.502697465398,,,34491.49470101029,,14912.550290708527,269.9976291459275,4691.754673743173,,45547.695648907065,,,,,,,45124.82818902832,56057.77087807771,,45795.153584734035,,,3850.6565633145947,,,,,,,,,,59230.34690620499,,,,0.0,1005.9358483824732,1550.200686256331,1589.961237687822,,,18993.472884760264,,,,,,6746.584452843641,1470.7942488862016,,19582.60020356604,,,,22696.476915150404,76639.08051060286,,,,,,,,,16342.516953685432,833.332309237634,,,10025.605792721268,,,570.662842669441,,10256.221821030756,4567.6716735639875,2460.6289117213614,,387.13878656903734,,7980.177741446798,,4691.66949929973,469.1831262724514,17812.511458409226,,,,,13142.53155737722,1417.8125001214298,38342.89811005125,19222.44360287798,,12187.38130769668,,,1235.2835036291963,,0.0,7873.295512797859,,9507.841821579665,,,,2295.0394265986915,4758.835531499514,297.7350826992275,,,1689.7368078326283,519.211939459402,5340.209564397738,,6013.090372481787,,,17238.95498320677,31940.71409743611,,,,1350.9180010317868,3850.9758204947957,,,1443.0008527565622,9101.100014090567,25440.302382402424,2528.511144738904,,0.0,,3330.295281798298,,,,1354.1998751657202,,26.49985780713505,,3458.707205926271,,,0.0,,,11999.393833234044,,,,,,7067.41817288809,763780.9850780099,
1396550744,,,,194.88000005168448,,,46162.73167203009,,21390.403758281842,334.1091973869841,6652.162460068444,,63118.78462452638,,,,,,,60274.04206659611,73079.09814054042,,60629.91221785721,,,4920.15718259304,,,,,,,,,,80307.67756881387,,,,0.0,1472.821039517959,2889.5427177111337,2835.8025643482833,,,20400.696361793904,,,,,,9306.461701253307,1844.2124899095559,,45290.200392313345,,,,29873.31855221151,96902.56619111275,,,,,,,,,22275.643114848484,1074.3351957994948,,,16109.29991939565,,,1517.8516251135984,,16244.779494577142,5967.97627782224,3655.569356373645,,459.0676631925879,,10903.378698110864,,6509.301419116725,569.4313716700186,28682.437708928286,,,,,18875.15714308981,2230.0863975862653,56043.776779899614,27609.248529387634,,17108.505892225745,,,1685.904898592311,,0.0,15147.546893962506,,13214.83833861262,,,,2950.889758667416,6236.103220934206,421.31924935570373,,,2067.9727571499106,1291.5207062793233,8868.55477060946,,7649.702457554383,,,21705.186637305156,41173.44208615784,,,,1701.2267535383921,5093.924477076983,,,1937.940094324045,12783.584517695272,30282.76196121449,3249.5200977801965,,0.0,,4179.342646298885,,,,1818.2343909026745,,39.42846751798861,,4189.603347250149,,,0.0,,,12599.352370991774,,,,,,10228.9227660506,1057042.2096830686,
1396567598,,,,194.9694583059571,,,57594.198086407254,,27530.997099534055,371.8248335778026,9086.115525124998,,84204.56174245161,,,,,,,72531.41492087263,86194.09884229301,,72601.24226033075,,,6048.805301965453,,,,,,,,,,101531.49689676487,,,,0.0,1998.5129617199323,4186.820660800693,4726.334702681209,,,22401.60023648007,,,,,,11921.11257008756,2143.6377172637326,,84793.43216189566,,,,37774.450720579356,116289.60589920016,,,,,,,,,28059.59033980393,1341.4161099157266,,,22458.097582254166,,,3063.086542679515,,22037.339760774084,7499.9525642449225,5139.320977081802,,477.46118353699137,,14399.25752165713,,8503.95154848052,632.7589265974408,41485.96689954354,,,,,24903.093063418244,3271.1318420706243,74511.95407542762,36544.092490381154,,22422.752987123615,,,2064.4274144297024,,0.0,24058.28862718667,,16972.312602551356,,,,3607.5160569849295,7763.991836562524,541.3677568176653,,,2389.46244945525,2058.8788267805025,14246.560997504863,,9116.075208803773,,,25837.558782219283,50022.44553907479,,,,2008.80994620685,6304.638201488442,,,2423.665411463391,16579.345428551344,35495.182035717495,3892.1303884203835,,0.0,,4724.132901296824,,,,2265.4688459975364,,50.672859445998434,,4886.081857372585,,,0.0,,,12730.266928245814,,,,,,13921.737197707456,1366792.8336662648,
1396584453,,,,243.94283282055807,,,68518.08869574966,,33108.81179528418,385.2225801041834,11661.314586436754,,101482.15281609537,,,,,,,80337.52740811618,96943.9856467878,,80354.34530676837,,,7021.464808738311,,,,,,,,,,119564.2875272385,,,,0.0,2512.8764759114306,5448.697366217228,6740.812029172138,,,25305.5712837244,,,,,,14502.106711353827,2436.4928540674346,,122889.49261123205,,,,46339.02790537039,135315.44354941798,,,,,,,,,33772.933436342784,1665.541783759642,,,29026.767302240904,,,4901.169620925371,,27335.226634382463,9095.77011181096,6967.558179599089,,487.3542093178409,,17891.14520594976,,10574.784969874881,667.9917980921954,53300.40643519896,,,,,30767.346658769075,4523.426453176618,92380.16470980886,45109.38387795353,,27522.252629760536,,,2402.636966244255,,0.0,33966.380231560375,,20733.005148867887,,,,4290.176384613096,9263.615200472585,664.5625958660702,,,2670.273581498644,2794.0340901230757,20868.59095411355,,10672.743431207004,,,29511.76246305681,59237.41616826412,,,,2245.6952842740016,7542.461312237982,,,2906.087670619893,20258.94283752341,40995.25998509509,4568.108684248891,,0.0,,5333.075862417275,,,,2702.1428604629937,321.9646986194894,74.61538140754546,,5491.664735271451,,,0.0,,,12757.894153951125,,,,,,17584.43298458276,1655723.0667473979,
1396601307,,,,503.59839010944836,,,79623.51880084396,,39233.22753283832,407.42724611114943,14672.309712966939,,117850.35964668341,,,,,,,90726.89644593629,107481.81331512428,,91210.78010739783,,,8561.775184290214,,,,,,,,,,138041.74727161994,,,,0.0,2931.399184603222,6738.964038942444,9000.020430952924,,,29951.836464347172,,,,,,17150.028852590363,2746.02557670263,,163710.94125169126,,,,56238.57825186035,153389.22668770826,,,,,,,,,39032.5480304587,2036.521602035423,,,35593.80072657141,,,7416.267438270765,,32090.295268572405,10897.762836333915,8956.526771469407,,512.1232569515577,,20968.86671835752,,12684.268532195523,698.1976626786619,64524.90055686109,,,,,36786.983874606885,6274.29003336033,110592.18757702406,54555.747237089556,,32754.70743001507,,,2785.816482720391,,0.0,44534.107017994145,,24495.4180067468,,,,4986.896017646806,10760.007240426692,789.1324790287099,,,2990.724261294473,3484.103115207959,28481.024606915405,,12362.617580624225,,,33208.611498861566,69220.25880568195,,,,2442.1839367093958,8792.762866805906,,,3414.674776302492,24077.81214918194,46902.441479508736,5420.410891902162,,0.0,,6893.642170890513,,,,3161.616925067539,332.28726262675406,135.87012616668974,,6042.84981863574,,,0.0,,,12773.40366631854,,,,,,21403.645514262484,1962941.361642543,
1396618162,,,,912.1276481198017,,,91429.48381302084,,45858.94735709031,449.0631959739008,17346.220059300515,,131831.2631118404,,,,,,,106955.62608168334,118619.56334440307,,108020.42656051942,,,10602.819812475585,,,,,,,,,,158490.65248632533,,,,0.0,3114.630956055383,8140.615138101834,11543.821631635243,,,36924.52327941935,,,,,,19768.73225847469,3110.1381918372817,,202979.21124198913,,,,65587.56665135198,171288.34317089012,,,,,,,,,42667.28722160407,2380.109814430347,,,41027.514258435105,,,10859.870270230242,,34984.54925574807,12756.078023012487,10777.61483927197,,575.3669520909497,,23580.091872211146,,14574.764297756707,736.3202039152287,74604.4426392205,,,,,43179.53401191234,8142.342801238154,129311.07565375975,64253.21824895489,,37932.12865304651,,,3161.909719207428,,0.0,54555.590490946845,,28312.99675708133,,,,5664.527678689236,12058.510241796539,910.4129828995003,,,3418.395256386206,4083.5275667922115,36110.236210808784,,14166.994962590912,,,37376.65278623341,79394.63454692306,,,,2597.8662034445642,10068.501650045067,,,3948.8113954634505,28117.790648675462,51956.91669823476,6260.659035292974,,0.0,,9426.438169276358,,,,3632.1180515689543,409.293769972818,240.71227611949894,,6525.5322996702835,,,0.0,,,12779.021493694436,,,,,,25441.449364313397,2281106.4321546624,
1396635016,,,,1290.197443367358,,,103391.44987222027,,51627.04299673019,494.00739148952425,19546.667214536774,,145272.05772619252,,,,,,,123990.60227298104,129711.00450722488,,125513.20009540986,,,12139.883533210548,,,,,,,,,,179328.25429311494,,,,0.0,3150.826459709393,9642.638948295415,13982.593443547763,,,44810.93977008088,,,,,,22401.22308327108,3583.454015315146,,243621.42377170295,,,,73677.00364444352,189218.00477599644,,,,,,,,,45237.70978244043,2711.097254376674,,,46017.450831448885,,,14797.348286629534,,35688.09666820889,14328.879012785212,12455.009071738375,,741.7478099142377,,26813.69575467723,,16226.794985081628,789.6094601940731,84051.75815781702,,,,,49821.04470068829,9780.956880788715,147165.20743131006,74293.33833447038,,43300.98793782368,,,3573.445217784683,,0.0,63963.504200553216,,32118.145248183002,,,,6282.06675236378,13085.481111516721,1028.299975415278,,,3958.5458602176273,4686.133876082876,42668.123995411384,,15681.994934080134,,,42519.02274265493,89485.3957256036,,,,2995.6482397302866,11407.326864317965,,,4488.078713356977,32053.566607306922,56333.418498605184,7116.047941227744,,0.0,,12241.946403464712,,,,4100.9637173826995,681.5100053764204,402.1552338277748,,7028.18246032028,,,0.0,,,12779.022087635356,,,,,,29426.580696146968,2592412.943773573,
