CSV Dump from EGI accounting portal for the period 5/2014 to 5/2014
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2014 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,5143076.4425,0,0,5143076.4425
,,34000,17707200,Total,0,5143076.4425,0,0,5143076.4425,29.045114092008
,,,,WallClock,,484969.5945,,,484969.5945
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,279698.4628,0,0,279698.4628
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,1348505.0416,0,1348505.0416
,,27428,14284502.4,Total,0,279698.4628,1348505.0416,0,1628203.5044,11.398391479146
,,,,WallClock,,40232.0947,203326.0515,,243558.1462
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,5461676.0000,0,5461676
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,1777110.5605,0,1777110.5605
,,67200,34997760,Total,0,0,7238786.5605,0,7238786.5605,20.683571064262
,,,,WallClock,,,1144291.5547,,1144291.5547
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,6618096.0000,0,6618096
,,54792,28535673.6,Total,0,0,6618096,0,6618096,23.192359475264
,,,,WallClock,,,583637,,583637
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,2954009.2298,0,0,2954009.2298
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,5814187.9489,0,0,5814187.9489
,,42500,22134000,Total,0,8768197.1787,0,0,8768197.1787,39.614155501491
,,,,WallClock,,782277.218,,,782277.218
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,6917679.3545,0,0,6917679.3545
Canada,CA-WEST-T2,,,SFU-LCG2,0,5482280.0000,0,0,5482280
,,42500,22134000,Total,0,12399959.3545,0,0,12399959.3545,56.022225329809
,,,,WallClock,,1045852.97,,,1045852.97
China,CN-IHEP,,,BEIJING-LCG2,0,225053.5936,578296.3674,0,803349.961
,,38400,19998720,Total,0,225053.5936,578296.3674,0,803349.961,4.0170068934412
,,,,WallClock,,27990.6336,95976.1278,,123966.7614
Czech Republic,CZ-Prague-T2,,,praguelcg2,7473299.6578,8212144.0503,0,0,15685443.7081
,,48000,24998400,Total,7473299.6578,8212144.0503,0,0,15685443.7081,62.745790562996
,,,,WallClock,2194997.3059,2272702.4257,,,4467699.7316
Estonia,EE-NICPB,,,T2_Estonia,0,0,9102446.9819,0,9102446.9819
,,180000,93744000,Total,0,0,9102446.9819,0,9102446.9819,9.709898214179
,,,,WallClock,,,1336341.626,,1336341.626
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,4050856.0000,0,4050856
,,25200,13124160,Total,0,0,4050856,0,4050856,30.865640162875
,,,,WallClock,,,435013,,435013
France,FR-GRIF,,,GRIF,16474692.8781,13670051.2279,9897294.0941,1254989.4742,41297027.6743
,,146248,76165958.4,Total,16474692.8781,13670051.2279,9897294.0941,1254989.4742,41297027.6743,54.219796536165
,,,,WallClock,1693148.0746,1729258.3653,1315008.0146,154282.1401,4891696.5946
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,9380328.0000,6872692.0000,0,16253020
,,69400,36143520,Total,0,9380328,6872692,0,16253020,44.968005329863
,,,,WallClock,,949735,729343,,1679078
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,5669712.0089,0,2522518.6583,8192230.6672
,,24056,12528364.8,Total,0,5669712.0089,0,2522518.6583,8192230.6672,65.389464610737
,,,,WallClock,,601456.6384,,258634.337,860090.9754
France,FR-IN2P3-IPHC,,,IN2P3-IRES,3158583.1133,0,7267709.6501,0,10426292.7634
,,50000,26040000,Total,3158583.1133,0,7267709.6501,0,10426292.7634,40.039526741167
,,,,WallClock,305095.8948,,746822.8743,,1051918.7691
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,3712559.8744,0,2235588.8671,5948148.7415
,,48800,25415040,Total,0,3712559.8744,0,2235588.8671,5948148.7415,23.404050284792
,,,,WallClock,,383313.0684,,206988.7147,590301.7831
