CSV Dump from EGI accounting portal for the period 4/2015 to 4/2015
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2015 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,5259339.3567,0,0,5259339.3567
,,42800,30816000,Total,0,5259339.3567,0,0,5259339.3567,17.066911204245
,,,,WallClock,,292017.1304,,,292017.1304
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,143121.9497,0,0,143121.9497
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,929765.1503,0,929765.1503
,,27428,19748160,Total,0,143121.9497,929765.1503,0,1072887.1,5.4328458955163
,,,,WallClock,,22536.4122,160862.9714,,183399.3836
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,1582265.8894,0,1582265.8894
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,3145203.8800,0,3145203.88
,,92400,66528000,Total,0,0,4727469.7694,0,4727469.7694,7.1059851031145
,,,,WallClock,,,792932.3204,,792932.3204
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,1913464.0000,0,1913464
,,60000,43200000,Total,0,0,1913464,0,1913464,4.4293148148148
,,,,WallClock,,,255937,,255937
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,4671326.7964,0,0,4671326.7964
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,5665167.3898,0,0,5665167.3898
,,53000,38160000,Total,0,10336494.1862,0,0,10336494.1862,27.087248915618
,,,,WallClock,,612415.408,,,612415.408
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,8918230.9231,0,0,8918230.9231
Canada,CA-WEST-T2,,,SFU-LCG2,0,3395380.4294,0,0,3395380.4294
,,53000,38160000,Total,0,12313611.3525,0,0,12313611.3525,32.268373565252
,,,,WallClock,,822256.6742,,,822256.6742
China,CN-IHEP,,,BEIJING-LCG2,0,2431104.3498,1171633.0108,0,3602737.3606
,,46240,33292800,Total,0,2431104.3498,1171633.0108,0,3602737.3606,10.821370868776
,,,,WallClock,,193474.3873,181963.6328,,375438.0201
Czech Republic,CZ-Prague-T2,,,praguelcg2,11265440.6345,8705948.1823,0,0,19971388.8168
,,66000,47520000,Total,11265440.6345,8705948.1823,0,0,19971388.8168,42.027333368687
,,,,WallClock,3414713.6197,1907426.1949,,,5322139.8146
Estonia,EE-NICPB,,,T2_Estonia,0,0,1971546.9789,0,1971546.9789
,,180000,129600000,Total,0,0,1971546.9789,0,1971546.9789,1.5212553849537
,,,,WallClock,,,348278.4551,,348278.4551
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,939410.1053,0,939410.1053
,,32000,23040000,Total,0,0,939410.1053,0,939410.1053,4.0773008042535
,,,,WallClock,,,202252.2861,,202252.2861
France,FR-GRIF,,,GRIF,32223162.4847,10175931.9016,4071912.5564,2208040.7839,48679047.7266
,,174236,125449920,Total,32223162.4847,10175931.9016,4071912.5564,2208040.7839,48679047.7266,38.803570162978
,,,,WallClock,3316544.1436,1031144.1138,575767.8407,270955.0324,5194411.1305
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,4774268.3442,1824045.8970,0,6598314.2412
,,69600,50112000,Total,0,4774268.3442,1824045.897,0,6598314.2412,13.167134102011
,,,,WallClock,,525151.8778,264374.9728,,789526.8506
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,6608196.0897,0,2804508.0791,9412704.1688
,,24056,17320320,Total,0,6608196.0897,0,2804508.0791,9412704.1688,54.344862963271
,,,,WallClock,,290476.8861,,259946.8331,550423.7192
France,FR-IN2P3-IPHC,,,IN2P3-IRES,5422139.7906,0,2926397.7055,0,8348537.4961
,,60000,43200000,Total,5422139.7906,0,2926397.7055,0,8348537.4961,19.325318278009
,,,,WallClock,462801.1841,,337720.7026,,800521.8867
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,6038952.9499,0,2609296.4392,8648249.3891
,,60000,43200000,Total,0,6038952.9499,0,2609296.4392,8648249.3891,20.019095808102
,,,,WallClock,,392806.1097,,237127.9864,629934.0961
France,FR-IN2P3-LPC,,,IN2P3-LPC,6015862.3745,5514383.3628,0,3746173.0394,15276418.7767
,,59200,42624000,Total,6015862.3745,5514383.3628,0,3746173.0394,15276418.7767,35.839946454345
,,,,WallClock,537006.9494,404832.6387,,317470.988,1259310.5761
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,2129283.3266,5927133.7532,0,0,8056417.0798
,,36712,26432640,Total,2129283.3266,5927133.7532,0,0,8056417.0798,30.479048176043
,,,,WallClock,191548.0406,306860.0662,,,498408.1068
France,FR-IN2P3-SUBATECH,,,IN2P3-SUBATECH,2956296.9187,0,0,0,2956296.9187
,,12000,8640000,Total,2956296.9187,0,0,0,2956296.9187,34.216399521991
,,,,WallClock,343739.1972,,,,343739.1972
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,47971649.1334,0,0,47971649.1334
Germany,DE-DESY-ATLAS-T2,,,DESY-ZN,0,15171538.5690,0,0,15171538.569
,,82800,59616000,Total,0,63143187.7024,0,0,63143187.7024,105.91651184648
,,,,WallClock,,2501058.8981,,,2501058.8981
Germany,DE-DESY-GOE-ATLAS-T2,,,GoeGrid,0,6337671.9218,0,0,6337671.9218
,,19440,13996800,Total,0,6337671.9218,0,0,6337671.9218,45.279434740798
,,,,WallClock,,474423.9789,,,474423.9789
Germany,DE-DESY-LHCB,,,DESY-ZN,0,0,0,774831.0778,774831.0778
,,13600,9792000,Total,0,0,0,774831.0778,774831.0778,7.9128990788399
,,,,WallClock,,,,53116.3496,53116.3496
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-HH,0,0,16088288.8877,0,16088288.8877
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-ZN,0,0,0,0,0
Germany,DE-DESY-RWTH-CMS-T2,,,RWTH-Aachen,0,0,4180247.4377,0,4180247.4377
,,145652,104869440,Total,0,0,20268536.3254,0,20268536.3254,19.327400170536
,,,,WallClock,,,2334257.4988,,2334257.4988
Germany,DE-FREIBURGWUPPERTAL,,,UNI-FREIBURG,0,6623997.2764,0,0,6623997.2764
Germany,DE-FREIBURGWUPPERTAL,,,wuppertalprod,0,8578890.0800,0,0,8578890.08
,,38880,27993600,Total,0,15202887.3564,0,0,15202887.3564,54.308439630487
,,,,WallClock,,971875.2596,,,971875.2596
