Time,ALICE::BITP::SE,ALICE::Bari::SE,ALICE::Birmingham::SE,ALICE::Bratislava::SE,ALICE::CCIN2P3::SE,ALICE::CCIN2P3::TAPE,ALICE::CERN::CASTOR2,ALICE::CERN::DPM,ALICE::CERN::EOS,ALICE::CERN::OCDB,ALICE::CERN::T0ALICE,ALICE::CNAF::SE,ALICE::CNAF::TAPE,ALICE::Catania::SE,ALICE::Clermont::SE,ALICE::CyberSar_Cagliari::SE,ALICE::Cyfronet::XRD,ALICE::FZK::SE,ALICE::FZK::TAPE,ALICE::GRIF_IPNO::SE,ALICE::GRIF_IRFU::DPM,ALICE::GSI::SE2,ALICE::Grenoble::SE,ALICE::Hiroshima::SE,ALICE::IHEP::SE,ALICE::IPNL::SE,ALICE::ISMA::SE,ALICE::ISS::FILE,ALICE::ITEP::SE,ALICE::JINR::EOS,ALICE::JINR::SE,ALICE::KFKI::SE,ALICE::KISTI_GSDC::SE2,ALICE::KISTI_GSDC::TAPE,ALICE::Kolkata::EOS,ALICE::Kolkata::SE,ALICE::Kosice::SE,ALICE::LBL::EOS,ALICE::Legnaro::SE,ALICE::MEPHI::EOS,ALICE::NDGF::DCACHE,ALICE::NDGF::DCACHE_TAPE,ALICE::NIHAM::FILE,ALICE::ORNL::EOS,ALICE::PNPI::SE,ALICE::Poznan::SE,ALICE::Prague::SE,ALICE::RAL::SE,ALICE::RAL::TAPE,ALICE::RRC-KI::SE,ALICE::RRC_KI_T1::DCACHE_TAPE,ALICE::RRC_KI_T1::EOS,ALICE::SARA::DCACHE,ALICE::SARA::DCACHE_TAPE,ALICE::SNIC::DCACHE,ALICE::SPbSU::EOS,ALICE::SPbSU::SE,ALICE::SUT::SE,ALICE::SaoPaulo::SE,ALICE::Strasbourg_IRES::SE,ALICE::Subatech::EOS,ALICE::Torino::SE,ALICE::Trieste::SE,ALICE::Troitsk::SE,ALICE::Trujillo::SE,ALICE::Tsukuba::SE,ALICE::UNAM_T1::EOS,ALICE::ZA_CHPC::EOS,ALICE::ZA_CHPC::SE
1428035034,15097.618199999999,75409.8203,179291.344,166191.031,959015.5619999999,990482.625,50334.6406,,4839186.5,47140.7227,1.1138029E7,1483826.62,703328.625,789384.5619999999,254503.031,11182.9814,22749.185500000003,1735943.75,2737558.75,297182.188,251125.95299999998,307251.0,175124.469,127136.47699999998,220431.094,44883.6875,15987.7637,194592.73400000003,96495.0078,,321236.46900000004,66521.3984,552907.375,342302.0,,59426.1523,226917.125,,594464.8119999999,36.64810560000001,613098.8119999999,267220.312,724115.125,,30422.597700000002,106986.891,855758.5,169707.73400000003,340340.15599999996,275022.875,9726.92578,34885.3867,237001.54700000002,23355.832,306822.21900000004,197.10775800000002,23017.628899999996,51445.8867,30758.6172,108150.96100000001,163459.188,464404.53099999996,26297.8223,73904.3984,19475.3887,,119766.36700000001,,
1428051888,15097.618199999999,75409.8203,179291.344,166191.031,959015.5619999999,990482.625,50334.6406,,4839186.5,47140.7227,1.1138029E7,1483826.62,703328.625,789384.5619999999,254503.03099999996,11182.9814,22749.1855,1735943.75,2737558.75,297182.188,251125.95299999998,307251.0,175124.469,127136.47699999998,220431.09400000004,44883.6875,15987.7637,194592.734,96495.0078,,321236.46900000004,66521.3984,552907.375,342302.0,,59426.1523,226917.125,,594464.8119999999,36.64810560000001,613098.8119999999,267220.312,724115.125,,30422.597700000002,106986.89100000002,855758.5,169707.734,340340.15599999996,275022.875,9726.92578,34885.3867,237001.54700000002,23355.832,306822.21900000004,197.10775800000002,23017.628899999996,51445.8867,30758.617199999997,108150.96100000001,163459.188,464404.53099999996,26297.8223,73904.3984,19475.3887,,119766.36700000001,,
1428068743,15097.6182,75409.82029999999,179291.344,166191.031,959015.5619999999,990482.625,50334.6406,,4839186.5,47140.7227,1.1138029E7,1483826.62,703328.625,789384.5619999999,254503.03099999996,11182.9814,22749.1855,1735943.75,2737558.75,297182.188,251125.95299999998,307251.0,175124.469,127136.47699999998,220431.09400000004,44883.6875,15987.7637,194592.734,96495.00779999999,,321236.46900000004,66521.3984,552907.375,342302.0,,59426.1523,226917.125,,594464.8119999999,36.64810560000001,613098.8119999999,267220.312,724115.125,,30422.5977,106986.89100000002,855758.5,169707.734,340340.15599999996,275022.875,9726.92578,34885.3867,237001.54700000002,23355.832,306822.21900000004,197.107758,23017.628899999996,51445.8867,30758.6172,108150.96100000001,163459.18800000002,464404.53099999996,26297.8223,73904.3984,19475.3887,,119766.36700000001,,
1428085597,15097.6182,75409.82029999999,179291.344,166191.031,959015.5619999999,990482.625,50334.6406,,4839186.5,47140.7227,1.1138029E7,1483826.62,703328.625,789384.5619999999,254503.03099999996,11182.9814,22749.1855,1735943.75,2737558.75,297182.188,251125.95299999998,307251.0,175124.469,127136.47699999998,220431.094,44883.6875,15987.7637,194592.734,96495.00779999999,,321236.469,66521.3984,552907.375,342302.0,,59426.1523,226917.125,,594464.812,36.64810560000001,613098.812,267220.312,724115.125,,30422.5977,106986.89100000002,855758.5,169707.734,340340.15599999996,275022.875,9726.92578,34885.3867,237001.54700000002,23355.832,306822.219,197.107758,23017.628899999996,51445.8867,30758.6172,108150.96100000001,163459.18800000002,464404.53099999996,26297.8223,73904.3984,19475.3887,,119766.367,,
1428102452,15097.6182,75409.8203,179291.344,166191.031,959015.5619999999,990482.625,50334.6406,,4839186.5,47140.72269999999,1.1138029E7,1483826.62,703328.625,789384.5619999999,254503.031,11182.9814,22749.1855,1735943.75,2737558.75,297182.188,251125.95299999998,307251.0,175124.469,127136.477,220431.094,44883.6875,15987.7637,194592.734,96495.0078,,321236.469,66521.3984,552907.375,342302.0,,59426.1523,226917.125,,594464.812,36.64810560000001,613098.812,267220.312,724115.125,,30422.5977,106986.891,855758.5,169707.734,340340.15599999996,275022.875,9726.92578,34885.3867,237001.54700000002,23355.832,306822.219,197.10775800000002,23017.628899999996,51445.8867,30758.6172,108150.96100000001,163459.188,464404.53099999996,26297.8223,73904.3984,19475.3887,,119766.367,,
1428119306,15097.618199999999,75409.82029999999,179291.344,166191.031,959015.5619999999,990482.625,50334.6406,,4839186.5,47140.72269999999,1.1138029E7,1483826.62,703328.625,789384.5619999999,254503.031,11182.9814,22749.185500000003,1735943.75,2737558.75,297182.188,251125.95299999998,307251.0,175124.469,127136.47699999998,220431.094,44883.6875,15987.7637,194592.73400000003,96495.00779999999,,321236.46900000004,66521.3984,552907.375,342302.0,,59426.1523,226917.125,,594464.8119999999,36.64810560000001,613098.8119999999,267220.312,724115.125,,30422.5977,106986.891,855758.5,169707.73400000003,340340.15599999996,275022.875,9726.92578,34885.3867,237001.54700000002,23355.832,306822.21900000004,197.10775800000002,23017.628899999996,51445.8867,30758.6172,108150.96100000001,163459.18800000002,464404.53099999996,26297.8223,73904.3984,19475.3887,,119766.36700000001,,
1428136161,15097.6182,75409.82029999999,179291.34400000004,166191.03099999996,959015.5619999999,990482.625,50334.6406,,4839186.5,47140.7227,1.1138029E7,1483826.62,703328.625,789384.5619999999,254503.03099999996,11182.9814,22749.185500000003,1735943.75,2737558.75,297182.1880000001,251125.95299999998,307251.0,175124.46900000004,127136.47699999998,220431.09400000004,44883.6875,15987.7637,194592.73400000003,96495.00779999999,,321236.46900000004,66521.3984,552907.375,342302.0,,59426.1523,226917.125,,594464.8119999999,36.64810560000001,613098.8119999999,267220.3119999999,724115.125,,30422.5977,106986.89100000002,855758.5,169707.73400000003,340340.15599999996,275022.875,9726.92578,34885.3867,237001.54700000002,23355.831999999995,306822.21900000004,197.10775800000002,23017.628899999996,51445.8867,30758.6172,108150.96100000001,163459.18800000002,464404.53099999996,26297.8223,73904.3984,19475.3887,,119766.36700000001,,
1428153016,15097.6182,75409.8203,179291.34400000004,166191.03099999996,959015.5619999999,990482.625,50334.6406,,4839186.5,47140.7227,1.1138029E7,1483826.62,703328.625,789384.5619999999,254503.03099999996,11182.9814,22749.185500000003,1735943.75,2737558.75,297182.1880000001,251125.95299999998,307251.0,175124.46900000004,127136.47699999998,220431.09400000004,44883.6875,15987.7637,194592.73400000003,96495.0078,,321236.46900000004,66521.3984,552907.375,342302.0,,59426.1523,226917.125,,594464.8119999999,36.64810560000001,613098.8119999999,267220.3119999999,724115.125,,30422.597700000002,106986.891,855758.5,169707.73400000003,340340.15599999996,275022.875,9726.92578,34885.3867,237001.54700000002,23355.831999999995,306822.21900000004,197.10775800000002,23017.6289,51445.8867,30758.6172,108150.96100000001,163459.188,464404.53099999996,26297.8223,73904.3984,19475.3887,,119766.36700000001,,
1428169870,15097.618199999999,75409.8203,179291.344,166191.031,959015.5619999999,990482.625,50334.6406,,4839186.5,47140.7227,1.1138029E7,1483826.62,703328.625,789384.5619999999,254503.03099999996,11182.9814,22749.185500000003,1735943.75,2737558.75,297182.188,251125.95299999998,307251.0,175124.469,127136.47699999998,220431.09400000004,44883.6875,15987.7637,194592.73400000003,96495.0078,,321236.46900000004,66521.3984,552907.375,342302.0,,59426.1523,226917.125,,594464.8119999999,36.64810560000001,613098.8119999999,267220.312,724115.125,,30422.597700000002,106986.891,855758.5,169707.73400000003,340340.15599999996,275022.875,9726.92578,34885.3867,237001.54700000002,23355.832,306822.21900000004,197.10775800000002,23017.6289,51445.8867,30758.6172,108150.96100000001,163459.188,464404.53099999996,26297.8223,73904.3984,19475.3887,,119766.36700000001,,
1428186725,15097.618199999999,75409.82029999999,179291.34399999998,166191.03100000002,959015.5619999999,990482.625,50334.6406,,4839186.5,47140.7227,1.1138029E7,1483826.62,703328.625,789384.5619999999,254503.03099999996,11182.9814,22749.1855,1735943.75,2737558.75,297182.18799999997,251125.95299999998,307251.0,175124.46899999998,127136.47699999998,220431.09400000004,44883.6875,15987.7637,194592.73400000003,96495.0078,,321236.46900000004,66521.3984,552907.375,342302.0,,59426.1523,226917.125,,594464.8119999999,36.64810560000001,613098.8119999999,267220.31200000003,724115.125,,30422.597700000002,106986.89100000002,855758.5,169707.734,340340.15599999996,275022.875,9726.92578,34885.3867,237001.54700000002,23355.832000000002,306822.21900000004,197.10775800000002,23017.628899999996,51445.8867,30758.6172,108150.96100000001,163459.188,464404.53099999996,26297.8223,73904.3984,19475.3887,,119766.36700000001,,
