CSV Dump from EGI accounting portal for the period 11/2015 to 11/2015
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2015 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,7089266.5920,0,0,7089266.592
,,42800,30816000,Total,0,7089266.592,0,0,7089266.592,23.005148598131
,,,,WallClock,,562381.8635,,,562381.8635
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,230973.8128,0,0,230973.8128
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,6070217.3455,0,6070217.3455
,,27428,19748160,Total,0,230973.8128,6070217.3455,0,6301191.1583,31.907738028758
,,,,WallClock,,29478.4902,611538.8468,,641017.337
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,8884564.7993,0,8884564.7993
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,5044314.7564,0,5044314.7564
,,92400,66528000,Total,0,0,13928879.5557,0,13928879.5557,20.93686801903
,,,,WallClock,,,1932846.0198,,1932846.0198
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,5498267.3772,0,5498267.3772
,,60000,43200000,Total,0,0,5498267.3772,0,5498267.3772,12.727470780556
,,,,WallClock,,,619326.0556,,619326.0556
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,7641842.3468,0,0,7641842.3468
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,8920364.8412,0,0,8920364.8412
,,53000,38160000,Total,0,16562207.188,0,0,16562207.188,43.402010450734
,,,,WallClock,,1199224.3575,,,1199224.3575
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,12582303.5325,0,0,12582303.5325
Canada,CA-WEST-T2,,,SFU-LCG2,0,2997958.8970,0,0,2997958.897
,,53000,38160000,Total,0,15580262.4295,0,0,15580262.4295,40.82877995152
,,,,WallClock,,1220663.174,,,1220663.174
China,CN-IHEP,,,BEIJING-LCG2,0,5208917.4427,4807945.7399,0,10016863.1826
,,46240,33292800,Total,0,5208917.4427,4807945.7399,0,10016863.1826,30.087175553273
,,,,WallClock,,437764.8479,501436.0738,,939200.9217
Czech Republic,CZ-Prague-T2,,,praguelcg2,6976581.9681,9724670.9236,0,0,16701252.8917
,,66000,47520000,Total,6976581.9681,9724670.9236,0,0,16701252.8917,35.145734199705
,,,,WallClock,2294555.9449,1758686.0717,,,4053242.0166
Estonia,EE-NICPB,,,T2_Estonia,0,0,12456668.3363,0,12456668.3363
,,180000,129600000,Total,0,0,12456668.3363,0,12456668.3363,9.6116268027006
,,,,WallClock,,,2023919.3757,,2023919.3757
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,6471082.1669,0,6471082.1669
,,32000,23040000,Total,0,0,6471082.1669,0,6471082.1669,28.08629412717
,,,,WallClock,,,581593.9718,,581593.9718
France,FR-GRIF,,,GRIF,15725742.3100,29935593.3209,21111693.1815,7115495.8017,73888524.6141
,,174236,125449920,Total,15725742.31,29935593.3209,21111693.1815,7115495.8017,73888524.6141,58.898821628663
,,,,WallClock,1719330.8416,2113101.4606,2347007.1578,732427.7413,6911867.2013
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,2866364.4201,7628274.1276,0,10494638.5477
,,69600,50112000,Total,0,2866364.4201,7628274.1276,0,10494638.5477,20.942366195123
,,,,WallClock,,304702.1204,819044.4264,,1123746.5468
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,9395157.9416,0,1981844.1938,11377002.1354
,,24056,17320320,Total,0,9395157.9416,0,1981844.1938,11377002.1354,65.685865708024
,,,,WallClock,,635615.0474,,184383.8249,819998.8723
France,FR-IN2P3-IPHC,,,IN2P3-IRES,3179857.5861,0,8651781.6597,0,11831639.2458
,,60000,43200000,Total,3179857.5861,0,8651781.6597,0,11831639.2458,27.388053809722
,,,,WallClock,308941.6716,,760697.8831,,1069639.5547
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,7246182.4961,0,2964241.9050,10210424.4011
,,60000,43200000,Total,0,7246182.4961,0,2964241.905,10210424.4011,23.635241669213
,,,,WallClock,,535046.9313,,265037.5081,800084.4394
France,FR-IN2P3-LPC,,,IN2P3-LPC,5706843.5036,7180370.4539,0,3951690.0601,16838904.0176
,,59200,42624000,Total,5706843.5036,7180370.4539,0,3951690.0601,16838904.0176,39.505686978228
,,,,WallClock,530190.6351,662006.8656,,325262.3703,1517459.871
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,2029287.1867,5845441.1100,0,0,7874728.2967
,,36712,26432640,Total,2029287.1867,5845441.11,0,0,7874728.2967,29.791682921948
,,,,WallClock,198151.9694,294426.47,,,492578.4394
France,FR-IN2P3-SUBATECH,,,IN2P3-SUBATECH,2393228.2560,0,0,0,2393228.256
,,12000,8640000,Total,2393228.256,0,0,0,2393228.256,27.699401111111
,,,,WallClock,292530.3331,,,,292530.3331
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,26786404.8206,0,0,26786404.8206
Germany,DE-DESY-ATLAS-T2,,,DESY-ZN,0,13730915.8436,0,0,13730915.8436
,,82800,59616000,Total,0,40517320.6642,0,0,40517320.6642,67.963836326154
,,,,WallClock,,2345010.4858,,,2345010.4858
Germany,DE-DESY-GOE-ATLAS-T2,,,GoeGrid,0,8970047.2827,0,0,8970047.2827
,,19440,13996800,Total,0,8970047.2827,0,0,8970047.2827,64.086414628344
,,,,WallClock,,782996.1953,,,782996.1953
Germany,DE-DESY-LHCB,,,DESY-ZN,0,0,0,2028816.8825,2028816.8825
,,13600,9792000,Total,0,0,0,2028816.8825,2028816.8825,20.719126659518
,,,,WallClock,,,,126214.8334,126214.8334
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-HH,0,0,41414481.1314,0,41414481.1314
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-ZN,0,0,0,0,0
Germany,DE-DESY-RWTH-CMS-T2,,,RWTH-Aachen,0,0,2814163.1174,0,2814163.1174
,,145652,104869440,Total,0,0,44228644.2488,0,44228644.2488,42.174959882307
,,,,WallClock,,,3300839.1943,,3300839.1943
Germany,DE-FREIBURGWUPPERTAL,,,UNI-FREIBURG,0,7662523.9151,0,0,7662523.9151
Germany,DE-FREIBURGWUPPERTAL,,,wuppertalprod,0,5663358.4000,0,0,5663358.4
,,38880,27993600,Total,0,13325882.3151,0,0,13325882.3151,47.603317597951
,,,,WallClock,,787406.1063,,,787406.1063
Germany,DE-GSI,,,GSI-LCG2,0,0,0,0,0
,,53600,38592000,Total,0,0,0,0,0
,,,,WallClock,,,,,
Germany,DE-MCAT,,,LRZ-LMU,0,19555881.5100,0,0,19555881.51
Germany,DE-MCAT,,,MPPMU,0,6108291.7803,0,0,6108291.7803
,,54772,39435840,Total,0,25664173.2903,0,0,25664173.2903,65.078297534172
,,,,WallClock,,1791948.2863,,,1791948.2863
Greece,GR-GRIDLAB-KAVALA,,,GR-12-TEIKAV,0,1219812.8953,0,0,1219812.8953
,,5488,3951360,Total,0,1219812.8953,0,0,1219812.8953,30.87071021876
,,,,WallClock,,171209.7269,,,171209.7269
Greece,GR-Ioannina-HEP,,,GR-07-UOI-HEPLAB,0,0,888436.4300,0,888436.43
,,7480,5385600,Total,0,0,888436.43,0,888436.43,16.496517193999
,,,,WallClock,,,85161.6973,,85161.6973
Hungary,HU-HGCC-T2,,,BUDAPEST,2660660.3950,0,3151171.6561,0,5811832.0511
,,25600,18432000,Total,2660660.395,0,3151171.6561,0,5811832.0511,31.531206874457
,,,,WallClock,373078.3359,,409894.7538,,782973.0897
India,IN-DAE-KOLKATA-TIER2,,,IN-DAE-VECC-02,4294647.6397,0,0,0,4294647.6397
,,60000,43200000,Total,4294647.6397,0,0,0,4294647.6397,9.941313980787
,,,,WallClock,526177.4984,,,,526177.4984
India,IN-INDIACMS-TIFR,,,INDIACMS-TIFR,0,0,603040.8969,0,603040.8969
,,24600,17712000,Total,0,0,603040.8969,0,603040.8969,3.4047024441057
,,,,WallClock,,,113203.0416,,113203.0416
Israel,IL-HEPTier-2,,,IL-TAU-HEP,0,3899485.8719,0,0,3899485.8719
Israel,IL-HEPTier-2,,,TECHNION-HEP,0,3817505.9611,0,0,3817505.9611
Israel,IL-HEPTier-2,,,WEIZMANN-LCG2,0,5034126.1441,0,0,5034126.1441
,,28000,20160000,Total,0,12751117.9771,0,0,12751117.9771,63.249593140377
,,,,WallClock,,738582.8595,,,738582.8595
Italy,IT-INFN-T2,,,INFN-BARI,7611303.0615,0,5309008.2854,297545.7928,13217857.1397
Italy,IT-INFN-T2,,,INFN-CATANIA,8281191.7408,0,0,74242.4000,8355434.1408
Italy,IT-INFN-T2,,,INFN-CNAF-LHCB,0,0,0,1822422.2972,1822422.2972
Italy,IT-INFN-T2,,,INFN-FRASCATI,0,8662186.2695,0,240416.5972,8902602.8667
Italy,IT-INFN-T2,,,INFN-LNL-2,6700169.7391,0,12963839.2061,84867.5511,19748876.4963
Italy,IT-INFN-T2,,,INFN-MILANO-ATLASC,0,8261155.1959,0,0,8261155.1959
Italy,IT-INFN-T2,,,INFN-NAPOLI-ATLAS,0,16662614.5384,0,107351.1938,16769965.7322
Italy,IT-INFN-T2,,,INFN-PISA,0,0,16105956.4278,1403452.5333,17509408.9611
Italy,IT-INFN-T2,,,INFN-ROMA1,0,7696408.1696,0,0,7696408.1696
Italy,IT-INFN-T2,,,INFN-ROMA1-CMS,0,0,7333719.8883,0,7333719.8883
Italy,IT-INFN-T2,,,INFN-TORINO,5628545.7759,0,0,6.5433,5628552.3192
,,633100,455832000,Total,28221210.3173,41282364.1734,41712523.8076,4030304.9087,115246403.207,25.282648696669
,,,,WallClock,4327198.9224,3075267.5089,5163162.8634,405133.8366,12970763.1313
Japan,JP-Tokyo-ATLAS-T2,,,TOKYO-LCG2,0,26796517.8931,0,0,26796517.8931
,,96000,69120000,Total,0,26796517.8931,0,0,26796517.8931,38.768110377749
,,,,WallClock,,759953.7959,,,759953.7959
Latin America,T2-LATINAMERICA,,,CBPF,0,0,0,1860337.7350,1860337.735
Latin America,T2-LATINAMERICA,,,EELA-UTFSM,0,2489154.8930,0,0,2489154.893
Latin America,T2-LATINAMERICA,,,ICN-UNAM,760135.3500,0,0,0,760135.35
Latin America,T2-LATINAMERICA,,,SAMPA,9004039.8574,0,0,382430.5664,9386470.4238
Latin America,T2-LATINAMERICA,,,UERJ,0,0,172271.0011,0,172271.0011
,,158936,114433920,Total,9764175.2074,2489154.893,172271.0011,2242768.3014,14668369.4029,12.818200585019
,,,,WallClock,1005041.5944,146576.3134,62211.2,260220.8328,1474049.9406
Malaysia,MY-T2-UM,,,T2-MY-UMSIFIR,0,0,0,0,0
,,120000,86400000,Total,0,0,0,0,0
,,,,WallClock,,,,,
Mexico,T2_UNAM,,,SUPERCOMPUTO-UNAM,5112266.6250,0,0,0,5112266.625
,,19600,14112000,Total,5112266.625,0,0,0,5112266.625,36.226379145408
,,,,WallClock,657006.3381,,,,657006.3381
Pakistan,PK-CIIT-ALICE,,,PK-CIIT,941130.6444,0,0,0,941130.6444
,,8000,5760000,Total,941130.6444,0,0,0,941130.6444,16.3390736875
,,,,WallClock,,,,,
Pakistan,PK-CMS-T2,,,NCP-LCG2,0,0,1074783.0954,0,1074783.0954
,,25460,18331200,Total,0,0,1074783.0954,0,1074783.0954,5.863135503404
,,,,WallClock,,,105091.5711,,105091.5711
Poland,PL-TIER2-WLCG,,,CYFRONET-LCG2,1574805.8556,4731980.7717,0,784678.0642,7091464.6915
Poland,PL-TIER2-WLCG,,,ICM,0,0,68858.3339,399137.2895,467995.6234
Poland,PL-TIER2-WLCG,,,PSNC,760953.8794,62680.9052,0,262339.0089,1085973.7935
,,83200,59904000,Total,2335759.735,4794661.6769,68858.3339,1446154.3626,8645434.1084,14.432148284589
,,,,WallClock,237027.0413,259941.0601,5177.3183,117139.8039,619285.2236
Portugal,PT-LIP-LCG-Tier2,,,NCG-INGRID-PT,0,1721004.2969,3944081.2516,0,5665085.5485
,,24000,17280000,Total,0,1721004.2969,3944081.2516,0,5665085.5485,32.784059887153
,,,,WallClock,,214567.2502,491756.3603,,706323.6105
Republic of Korea,KR-KNU-T2,,,LCG_KNU,0,0,5361045.9603,0,5361045.9603
,,35600,25632000,Total,0,0,5361045.9603,0,5361045.9603,20.915441480571
,,,,WallClock,,,320685.0334,,320685.0334
Romania,RO-LCG,,,NIHAM,0.0081,0,0,0,0.0081
Romania,RO-LCG,,,RO-02-NIPNE,0,5439861.8861,0,0,5439861.8861
Romania,RO-LCG,,,RO-07-NIPNE,1510953.2239,4184486.3632,0,282360.6028,5977800.1899
Romania,RO-LCG,,,RO-11-NIPNE,0,0,0,689616.7558,689616.7558
Romania,RO-LCG,,,RO-13-ISS,1716598.2191,0,0,0,1716598.2191
Romania,RO-LCG,,,RO-14-ITIM,0,47847.2357,0,0,47847.2357
Romania,RO-LCG,,,RO-16-UAIC,0,2457694.9436,0,0,2457694.9436
,,166400,119808000,Total,3227551.4511,12129890.4286,0,971977.3586,16329419.2383,13.629656816156
,,,,WallClock,545370.4103,1004712.1086,,159976.3561,1710058.875
Russian Federation,RU-RDIG,,,ITEP,1035781.2111,1199668.3284,59132.8660,795699.5800,3090281.9855
Russian Federation,RU-RDIG,,,JINR-LCG2,3498124.9361,3921470.9011,6659400.9734,1457297.3336,15536294.1442
Russian Federation,RU-RDIG,,,RRC-KI,2242853.7959,24437.2179,12.7820,620845.9405,2888149.7363
Russian Federation,RU-RDIG,,,ru-Moscow-FIAN-LCG2,0,540420.8001,2263.0623,0,542683.8624
Russian Federation,RU-RDIG,,,ru-PNPI,599959.1578,685296.5369,3779.3396,487130.0969,1776165.1312
Russian Federation,RU-RDIG,,,RU-Protvino-IHEP,4001592.6257,7970873.1241,5081609.1308,401041.1714,17455116.052
Russian Federation,RU-RDIG,,,RU-SPbSU,776451.4919,0,0,554.9708,777006.4627
Russian Federation,RU-RDIG,,,Ru-Troitsk-INR-LCG2,250959.7472,0,2147163.2092,267417.4166,2665540.373
,,335520,241574400,Total,12405722.9657,14342166.9085,13953361.3633,4029986.5098,44731237.7473,18.51654717855
,,,,WallClock,1451169.0336,1087199.3232,1424826.3974,398212.8556,4361407.6098
Slovakia,SK-Tier2-Federation,,,FMPhI-UNIBA,2337693.4336,3031987.4959,0,0,5369680.9295
Slovakia,SK-Tier2-Federation,,,IEPSAS-Kosice,2639257.5197,3289448.0059,0,0,5928705.5256
,,41600,29952000,Total,4976950.9533,6321435.5018,0,0,11298386.4551,37.721642812166
,,,,WallClock,560255.2103,315138.412,,,875393.6223
Slovenia,SI-SiGNET,,,SiGNET,0,17882043.8440,0,0,17882043.844
,,80000,57600000,Total,0,17882043.844,0,0,17882043.844,31.045215006944
,,,,WallClock,,1381874.9452,,,1381874.9452
South Africa,ZA-CHPC-T2,,,ZA-CHPC,1051410.0519,0,0,0,1051410.0519
,,24000,17280000,Total,1051410.0519,0,0,0,1051410.0519,6.0845489114583
,,,,WallClock,,,,,
Spain,ES-ATLAS-T2,,,ifae,0,3451327.3504,0,0,3451327.3504
Spain,ES-ATLAS-T2,,,IFIC-LCG2,0,12095021.3200,0,0,12095021.32
Spain,ES-ATLAS-T2,,,UAM-LCG2,0,4644185.8129,0,0,4644185.8129
,,104400,75168000,Total,0,20190534.4833,0,0,20190534.4833,26.860545023547
,,,,WallClock,,1106294.2822,,,1106294.2822
Spain,ES-CMS-T2,,,CIEMAT-LCG2,0,0,10694005.5060,0,10694005.506
