Time,Aalborg,Altaria,Athens,BITP,BITP_ARC,Bandung,Bari,Bari-Torrent,Birmingham,Bologna,Bratislava,CBPF,CCIN2P3,CCIN2P3-CREAM,CCIN2P31,CCIN2P32,CERN,CERN-AURORA,CERN-CORONA,CERN-CREAM,CERN-CVMFS,CERN-HW6,CERN-L,CERN-LSF,CERN-MIRAGE,CERN-SHA2,CERN-SIRIUS,CERN-TEST,CERN-TRITON,CERN-VM6,CERN-W5,CERN-ZENITH,CERN_HLT,CERN_HLTDEV,CERN_PLANCTON,CNAF,CNAF-CREAM,CNAF-DUE,CNAF_glexec,COMSATS,CSC,Cagliari,Catania,Catania-VF,Cibinong,Clermont,Cloud,CondorCloud,CondorSite,CyberSar,CyberSar-CREAM,Cyfronet,DCSC_KU,Dortmund,FZK,FZK-KIT,FZK_CREAM,FZK_glexec,GRIF_IPNO,GRIF_IRFU,GRIF_IRFU-CVMFS,GRIF_IRFU_ARC,GRIF_IRFU_SHARED,GSI,GSI-CREAM,GSI-SCLAB,GSI-SE2,GSI-SGE,GSI_2,Grenoble,HHLR_GU,HIP,Hiroshima,ICYB,ICYB_ARC,IHEP,IHEP-CREAM,IPNL,ISMA,ISS,ISS_LCG,ITEP,ITEP-CREAM,JINR,JINR-CREAM,KFKI,KISTI-CREAM,KISTI_GSDC,KISTI_GSDC-T1,KNU,KPI,Kolkata,Kolkata-CREAM,Kosice,LBL,LLNL,LUNARC,Legnaro,Legnaro-CREAM,MEPHI,Madrid,NECTEC,NERSC,NIHAM,NIKHEF,NIPNE,NSC,ORNL,ORNL_Titan,OSC,Oxford,PAKGRID,PDC,PLANCTON,PNPI,Poznan,Prague,Prague-CREAM,RAL,RAL-WMS,RAL_ARC,RRC-KI,RRC_KI_T1,SARA,SGE,SINP,SNIC,SPbSU,SPbSU-CC,SPbSU-CREAM,SUT,SaoPaulo,Strasbourg_IRES,Subatech,Subatech_CCIPL,TACC,Talca,Torino,Torino-CREAM,Torino-Torrent,TriGrid,TriGrid_Catania,Trieste,Troitsk,Troitsk-CREAM,Trujillo,Tsukuba,UF,UNAM,UNAM_T1,UPB,UiB,Vienna,WONDERLAND,WUT,Wuhan,Yerevan,ZA_CHPC,_TOTALS_,pcalice92.cern.ch
1409714143,,,164.5334643302308,166.57271803660143,,,1304.2366642355014,,3442.3502298405683,17.590225814245034,1596.6730654306182,,8387.830476514775,,,,,,,,,,,,,78.79803459772035,,0.0,,,,,,,,9101.527929952474,,,,,480.07031601097094,852.2892771188957,4225.194366221006,,,5919.760075975316,,,,,,2345.5326205587508,761.821234998594,,24261.317820777334,,,,6143.40993649114,,,,,,,,,,3156.0225087033605,250.69979264513992,,,4256.03605906779,,,2739.8216301944112,,,1307.010093961832,2023.5033188519803,,253.39250824126296,,3906.593642932923,,1715.4020043633382,,13205.645765288582,,,,,5768.766177099761,762.2459971454426,,8834.475851166606,,10068.044894670169,,,0.4670149224386525,,,10349.378916207233,0.0,1534.285120092772,,,,,1457.3849277990453,32.25895948493897,,,491.1171840697479,1.2119546642330883,4753.734252057567,,9786.734958431185,,,5807.285944923359,5730.95172098418,,,,1698.5382786475373,975.3326342125669,,,879.8466211516167,,7211.105471498393,1140.8165518763467,,,,1691.9674920083364,,,,276.3213091900317,51.158813596285356,213.98028113600682,,452.1713995260105,,,0.0,,,5909.807715225435,,,,,,2085.6943000981933,,
1409730998,,,370.7013728830989,449.4338160824302,,,,,7875.744506560618,31.07795237418541,3536.095341094343,,25788.092950906015,,,,,,,,12703.87280317517,,,,,167.79773383476,,0.0,,,,,,,,19003.013186255783,,,,,732.0197573981355,1980.1767475228055,7683.970369166546,,,10827.174808545704,,,,,,4408.87067121394,1837.7658451330306,,46881.707100950436,,,,12240.930349946142,269.29638580764043,,,,,,,,,6936.19105412905,507.12225020206034,,,9627.914921327978,,,6759.117207971234,,,2277.857156572967,3547.553820149818,,475.11910597144686,,7445.872438462639,,3330.022000940762,722.8323382888265,23541.683493618588,,,,,11008.627800343937,1795.972198136187,8170.252646462762,15939.712299974564,,18692.33053705476,,0.50149161375,31.633968250876364,,,18303.318665306913,0.0,4109.83201602201,,,,,4644.91886734262,69.60516937425064,,,1234.7678774360422,10.737677000244389,8487.15330190674,,18903.090009783034,,,10563.147487076636,14335.509464640294,,,,5502.808765081951,2003.015315960933,,,2217.032471750551,,14272.811062865965,2298.7194442811515,,,,3567.964020744955,,,,684.7893470000299,101.15021628021525,406.5633989414297,,916.6779293673393,,,0.0,,,10530.210449492615,,,,,,4099.3003389030655,252008.9847758023,
1409747852,,,604.861391266905,775.8867828002316,,,,,14136.659888402786,43.147111972120456,5763.918725649771,,47238.12296722732,,,,,,,,30356.06156626783,,,,,322.57014085160915,,0.0,,,,,,,,34773.91452696246,,,,,1033.836369152729,3099.168422077307,11150.385747970711,,,16949.862091995587,,,,,,6614.472978126852,2823.158576482224,,91722.46733408746,,,,18918.689157025463,279.7746273767383,,,,,,,,,9274.954426543714,878.3375009782377,,,15777.446502087461,,,15424.388317428004,,,3054.209370794476,5341.548762686077,,586.869435396042,,10648.040483693023,,5252.704043313024,1606.6174639106239,28258.319110009605,,,,,16385.509810508738,3553.7233502968684,18731.38277086695,23616.492749424022,,29201.00725583685,,7.716093444920705,136.18586926809235,,,26402.823037381146,0.0,6813.218409630713,,,,,9798.903895048194,114.79968080007811,,,2102.129484911287,37.18258875480436,13727.235597961302,,29077.964631084997,,,13020.595234724651,23944.62217834029,,,,8663.9130091618,3130.2874048552935,,,3669.3420599220185,,22403.68027944054,3611.4793070263054,,,,5965.18789006107,,,,1094.9388284154716,139.94341870096756,540.0139673946742,,1500.696520665181,,,0.0,,,13419.879192326873,,,,,,6976.211878304912,573090.7138108648,
1409764707,,,827.4409643009707,1119.3517842987806,,,,,22102.1751647432,49.14504184927412,8708.943179396809,,68539.04603533121,,,,,,,,55517.06428772059,,,,,638.2983740736464,,0.0,,,,,,,,57444.78515238489,,,,,1526.8716314502092,4178.664867479507,15911.714334054295,,,25670.51908361337,,,,,,9244.692357710786,3884.2648496166703,,161892.53472409514,,,,28597.825959895643,279.775197606302,,,,,,,,,10509.36740237076,1438.973637312816,,,24207.831771731533,,,29662.344945601693,,,3882.984819030245,7880.368559025464,,833.6974534127074,,14959.494964938145,,7809.084282847115,2604.6352647611475,29408.257099577586,,,,,23304.75161339421,6100.599698704865,31329.05942861889,33767.16574961028,,43946.77269236139,,64.70931355232392,256.5838860063476,,,37270.01727175213,0.0,9648.652799558316,,,,,15671.485626011834,171.62029820717225,,,2952.7331342296457,80.5699873479338,23745.720641644522,,42241.352885663626,,,14016.869588338746,33645.92510529513,,,,9472.37536332784,4635.127562368197,,,5057.833595853496,2649.500979846283,33319.557624056506,5114.846007927616,,,,9330.460910748418,,,,1519.4318649091156,168.31001325430054,777.622494617845,,2328.8984991946854,,,0.0,,,17396.653313205978,,,,,,10540.047405696032,927924.494205211,
1409781561,,,1020.3153677025809,1469.775846679106,,,1304.2366642355014,,28791.64136228679,50.24216954883436,11842.801755091508,,89388.09003968668,,,,,,,,86002.75518141562,,,,,1118.4837928468075,,0.0,,,,,,,,78443.3982447108,,,,,2198.322029727317,5273.481893787929,21005.93320980904,,,34180.310318257,,,,,,10851.878024597036,5251.053961444382,,236222.94741042273,,,,39878.742337874806,279.77519944925206,,,,,,,,,11974.38496296429,2013.8908661219266,,,33400.57022392753,,,43172.21231528958,,,5011.379836213819,10486.138568931163,,1260.178349873138,,19910.72520536335,,10130.232506480314,3622.2750080008286,29875.686177494455,,,,,30582.393084727486,8008.477288780266,44565.61484157403,44515.887592614075,,58584.40847460199,,165.72692868154155,324.37107575902496,,,48393.26854411981,0.0,12513.858535879997,,,,,20158.884313608665,229.0687472172987,,,3685.339225467399,130.35713229401816,36866.02477687548,,55950.08290132965,,,14099.70922625973,43556.98011581323,,,,10376.219999689836,6166.44678849024,,,6415.517962032183,4505.23571121876,44334.53098404149,6315.336575393893,,,,12764.474227769826,,,,1960.0948021277604,179.2620971883976,1216.6470453140118,,3051.8666068659218,,,0.0,,,22531.746231957506,,,,,,13869.753915354619,1285996.300985534,
1409798416,,,1297.7108359896156,1821.3605479207692,,,1363.4365090440256,,34794.49679335674,52.599782563813584,15224.989176768264,,111203.43043471644,,,,,,,,119932.6086824515,,,,,1589.7280955544268,,0.0,,,,,,,,98346.81930992908,,,,,2994.7891800092107,6417.358667671671,26067.95663379415,,,42568.93839416734,,,,,,11215.93747658557,6694.87670730006,,308548.5160252285,,,,51512.950148455995,1821.6681848044432,,,,,,,,,15527.473251385372,2546.6896871685103,,,42788.99893840406,,,54115.78647564502,,,6556.886971978273,13114.29432876288,,1729.2597612793904,,26115.69273949809,,12435.032957321617,4674.612152602373,29983.553079379322,,,,,38063.24141231385,9351.552399904207,59458.689857460275,55434.73486396561,,72846.0272338431,,249.27245129033716,373.88890305682247,,,59609.49607033548,0.0,15378.86071877186,,,,,23200.42251997846,286.9957206299862,,,4394.62573746673,177.84674846544033,51199.31481906237,,70544.805759804,,,15907.87187686956,53527.595821972,,,,12538.498868384622,7734.779943126877,,,7838.1395034503,6352.777220847541,55526.7049692923,7403.934392849071,,,,16201.100287793435,,,,2403.6031416232518,186.85792171026856,1798.7092579523899,,3583.671604604895,,,0.0,,,28453.692889985476,,,,,,17440.22746284032,1665534.8082751227,
1409815271,,,1679.4128997775256,2170.996938177297,,,2496.098113810809,,40881.46567227547,57.26112173914355,18743.247627173187,,137086.61641996386,,,,,,,,153580.76902556545,,,,,1902.7957618218945,,0.0,,,,,,,,119959.22702341163,,,,,5116.3348730915595,7549.345297383361,31192.129530722657,,,51507.468011674195,,,,,,11225.667644212097,8128.313231512842,,381015.11516104173,,,,63215.11402953933,10938.519668934727,,,,,,,,,21262.736896012397,3052.5363032367795,,,52127.660088126635,,,65055.05073326528,,,8104.620508389645,15726.019502831277,,2188.1031348844967,,34013.50669037561,,14988.07536982931,5711.6634382924485,29983.753343807854,,,,,45436.64358606744,10860.955854328698,74611.13359718754,66411.69305279921,,88305.76430351866,,284.5644242444488,433.6424979183448,,,70840.43412503263,0.0,18262.787171211316,,,,,25667.83353029823,344.9648805294674,,,5215.876502986693,217.03946970704763,66394.42009992104,,85120.09311351759,,,22851.235563793703,63509.926514370025,,,,16374.01946328307,9321.169678980637,,,9292.078236187983,7974.868882281117,64074.40362510736,8483.89941763894,,,,19617.494162191073,,,,2846.658302456001,194.23336962329802,2381.514776240968,,3899.797255713703,,,0.0,,,36567.68627576758,,,,,,21106.471385114535,2056108.6999011112,
1409832125,,,2068.8481536690765,2513.7775921754633,,,4738.528653057889,,45654.281906902455,84.03086986070085,22172.24731506224,,161976.14562792116,,,,,,,,184843.9325358818,,,,,2130.129980540343,,0.0,,,,,,,,140716.91248521488,,,,,8267.950795187477,8679.203843599009,36052.61578741921,,,59997.82368306723,,,,,,11225.999331672545,9421.384804764884,,446268.58691996115,,,,74165.73845643114,27528.37955608051,,,,,,,,,27715.2575496573,3558.16014019636,,,60723.76628794334,,,78603.94396985466,,,9502.916113856489,18296.216687685355,,2602.5460892206465,,41848.13544019674,,17473.419875367163,6726.450847803662,29983.753343807854,,,,,52154.36272008524,12370.475109571535,87301.90457348105,77120.62687531856,,104048.74505480399,,287.54987144275,488.18602009261076,,,81764.59022627001,0.0,21060.739336756124,,,,,27534.16334126466,400.09493797060253,,,6043.8835561231035,242.30717486947063,80150.83715955075,,98220.88280409225,,,33045.259077927585,73351.77066893106,,,,21306.121257131716,10872.699990650523,,,10736.809081102245,9284.227398666835,66923.63651037906,9480.089141298455,,,,21300.132980308117,,,,3266.973119265535,218.25570389274856,2862.195232600144,,4029.307735877067,,,0.0,,,44244.06630254184,,,,,,24516.88006949855,2421321.452843028,
1409848980,,,2460.4700749751414,2838.1735830952584,,,7079.578999336538,,48489.55724189773,138.85551066275514,25605.010566178997,,179572.9597865219,,,,,,,,218348.85548974355,,,,,2431.5578543485667,,0.0,,,,,,,,161456.65175298043,,,,,11612.584800388355,9820.400565162015,40974.27802896228,,,67268.89582264714,,,,,,11226.218540573136,10358.606309622792,,500661.5829697623,,,,85077.91447343964,47278.836063392424,,,,,,,,,34317.225308082794,4105.659202033533,,,69274.34183726806,,,93561.10954095308,,,10970.595102227133,20875.142473007938,,3002.466650154742,,49516.151625327744,,19913.55141977768,7751.764088933881,29983.753343807854,,,,,59068.3658857509,13683.8361006211,99707.36112190071,87756.07329434338,,118201.80961951005,,287.55360581274454,522.7783063531009,,,92536.23890023315,0.0,23965.474860002283,,,,,28903.07585906627,447.5163290552379,,,6849.41607523673,259.3170856697492,92612.31803179179,,109409.94524752717,,,42987.69796628084,83202.90989137143,,,,27253.18368525592,12399.70023182351,,,12180.038335850659,11351.841287291012,67020.87261745174,10438.890990843514,,,,22107.72152000301,,,,3714.784524781354,275.6862821677424,3263.529916383842,,4102.482409725455,,,0.0,,,49921.3969957208,,,,,,28247.437267385034,2774357.2881467575,
1409865834,,,2847.0444845128127,3159.5261761730076,,,11745.142548475447,,50345.11106328725,177.63511954859075,29120.88492826907,,191723.12429089734,,,,,,,,256762.96235467086,,,,,2833.455303681824,,0.0,,,,,,,,183566.19555465633,,,,,15424.508032853846,10966.95768406113,46171.71858420735,,,73961.40918369715,,,,,,11226.218540573136,10966.032438090428,,551150.3051920587,,,,96710.9213923281,69312.85692467146,,,,,,,,,41078.809833310326,4658.48053018757,,,78583.5593334769,,,107484.49995164729,,,12485.504306844874,23497.292666905596,,3436.3955037904548,,57286.89467557783,,22275.86094523117,8810.805802654479,29983.753343807854,,,,,66396.95756122573,15020.622671434758,114390.6306505826,98578.18786629832,,130795.65210729445,,307.3947776614922,540.9511053451723,,,103480.63103936313,0.0,26996.9529064637,,,,,29841.10532704521,487.0265356743208,,,7646.117443590297,279.8310421608804,106010.75075109204,,120246.94567418755,,,52000.918751821104,93175.6039908074,,,,34618.422841548934,13915.878235765547,,,13629.885833765866,14470.742485080033,67986.47349245253,11446.770105017351,,,,24525.156107930856,,,,4180.150824674683,317.6829324624025,3680.2171170253414,,4173.593637586352,,,0.0,,,56095.65699293005,,,,,,32250.5510136142,3147348.8964050366,
