CSV Dump from EGI accounting portal for the period 5/2016 to 5/2016
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2016 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,7223219.3654,0,0,7223219.3654
,,46000,34224000,Total,0,7223219.3654,0,0,7223219.3654,21.105713433263
,,,,WallClock,,352158.4575,,,352158.4575
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,123133.2737,0,0,123133.2737
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,1349922.5476,0,1349922.5476
,,47428,35286432,Total,0,123133.2737,1349922.5476,0,1473055.8213,4.1745672141065
,,,,WallClock,,19128.1017,152179.7429,,171307.8446
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,7920042.3444,0,7920042.3444
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,920647.9817,0,920647.9817
,,128000,95232000,Total,0,0,8840690.3261,0,8840690.3261,9.2833189748194
,,,,WallClock,,,351789.9274,,351789.9274
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,3126288.9420,0,3126288.942
,,100800,74995200,Total,0,0,3126288.942,0,3126288.942,4.1686520497312
,,,,WallClock,,,387595.0616,,387595.0616
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,10842177.3999,0,0,10842177.3999
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,7677810.8098,0,0,7677810.8098
,,56600,42110400,Total,0,18519988.2097,0,0,18519988.2097,43.979606486046
,,,,WallClock,,690397.9551,,,690397.9551
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,10166944.9229,0,0,10166944.9229
Canada,CA-WEST-T2,,,SFU-LCG2,0,4467555.8031,0,0,4467555.8031
,,56600,42110400,Total,0,14634500.726,0,0,14634500.726,34.752699394924
,,,,WallClock,,988803.582,,,988803.582
China,CN-IHEP,,,BEIJING-LCG2,0,3725878.5602,771408.2151,0,4497286.7753
,,46240,34402560,Total,0,3725878.5602,771408.2151,0,4497286.7753,13.072535227902
,,,,WallClock,,222023.0439,109732.685,,331755.7289
Czech Republic,CZ-Prague-T2,,,praguelcg2,6254335.1955,11660845.0061,0,0,17915180.2016
,,80000,59520000,Total,6254335.1955,11660845.0061,0,0,17915180.2016,30.099429102151
,,,,WallClock,1795215.0573,901316.1325,,,2696531.1898
Estonia,EE-NICPB,,,T2_Estonia,0,0,6650651.0617,0,6650651.0617
,,204000,151776000,Total,0,0,6650651.0617,0,6650651.0617,4.3818858460494
,,,,WallClock,,,218696.2096,,218696.2096
