Time,ALICE::BITP::SE,ALICE::Bari::SE,ALICE::Birmingham::SE,ALICE::Bratislava::SE,ALICE::CCIN2P3::SE,ALICE::CCIN2P3::TAPE,ALICE::CERN::CASTOR2,ALICE::CERN::DPM,ALICE::CERN::EOS,ALICE::CERN::OCDB,ALICE::CERN::T0ALICE,ALICE::CNAF::SE,ALICE::CNAF::TAPE,ALICE::Catania::SE,ALICE::Clermont::SE,ALICE::CyberSar_Cagliari::SE,ALICE::Cyfronet::XRD,ALICE::FZK::SE,ALICE::FZK::TAPE,ALICE::GRIF_IPNO::SE,ALICE::GRIF_IRFU::DPM,ALICE::GSI::SE2,ALICE::Grenoble::SE,ALICE::Hiroshima::SE,ALICE::IHEP::SE,ALICE::IPNL::SE,ALICE::ISMA::SE,ALICE::ISS::FILE,ALICE::ITEP::SE,ALICE::JINR::EOS,ALICE::JINR::SE,ALICE::KFKI::SE,ALICE::KISTI_GSDC::SE2,ALICE::KISTI_GSDC::TAPE,ALICE::Kolkata::EOS,ALICE::Kolkata::SE,ALICE::Kosice::SE,ALICE::LBL::EOS,ALICE::Legnaro::SE,ALICE::MEPHI::EOS,ALICE::NDGF::DCACHE,ALICE::NDGF::DCACHE_TAPE,ALICE::NIHAM::FILE,ALICE::ORNL::EOS,ALICE::PNPI::SE,ALICE::Poznan::SE,ALICE::Prague::SE,ALICE::RAL::SE,ALICE::RAL::TAPE,ALICE::RRC-KI::SE,ALICE::RRC_KI_T1::DCACHE_TAPE,ALICE::RRC_KI_T1::EOS,ALICE::SARA::DCACHE,ALICE::SARA::DCACHE_TAPE,ALICE::SNIC::DCACHE,ALICE::SPbSU::EOS,ALICE::SPbSU::SE,ALICE::SUT::SE,ALICE::SaoPaulo::SE,ALICE::Strasbourg_IRES::SE,ALICE::Subatech::EOS,ALICE::Torino::SE,ALICE::Trieste::SE,ALICE::Troitsk::SE,ALICE::Trujillo::SE,ALICE::Tsukuba::SE,ALICE::UNAM_T1::EOS,ALICE::ZA_CHPC::EOS,ALICE::ZA_CHPC::SE
1435900609,15097.8916,75398.1875,167459.125,166251.234,926328.375,1029487.88,50484.6133,,5605653.0,47288.2188,1.1310998E7,1476595.25,732071.938,890304.125,247489.516,11274.2471,22759.4258,1757137.88,2851327.0,388443.375,247709.688,291846.219,170665.625,126758.906,220382.172,44959.3047,15973.565399999998,194550.516,95638.1406,,314152.719,65615.6719,596656.812,713150.438,,63500.1562,204190.188,,577911.125,43.0328827,611255.438,296004.312,731228.188,1.41506267,30414.2148,102252.414,1341056.38,169751.375,370338.438,268569.031,38486.0391,51281.9141,236613.203,28966.0469,305114.531,194.38572699999997,23023.0996,51456.9375,37775.9141,108265.195,194133.109,461008.812,26305.9355,73754.17969999998,19473.7246,,128643.906,,
1435918002,15097.8916,75398.1875,167459.125,166251.234,926328.375,1029487.88,50484.6133,,5605653.0,47288.2188,1.1310998E7,1476595.25,732071.938,890304.125,247489.516,11274.2471,22759.4258,1757137.88,2851327.0,388443.375,247709.688,291846.219,170665.625,126758.906,220382.172,44959.3047,15973.565399999998,194550.516,95638.1406,,314152.719,65615.6719,596656.812,713150.438,,63500.1562,204190.188,,577911.125,43.0328827,611255.438,296004.3119999999,731228.188,1.41506267,30414.2148,102252.414,1341056.38,169751.375,370338.438,268569.031,38486.0391,51281.9141,236613.203,28966.0469,305114.531,194.38572699999997,23023.0996,51456.9375,37775.9141,108265.195,194133.109,461008.812,26305.9355,73754.17969999998,19473.7246,,128643.906,,
1435935394,15097.8916,75398.1875,167459.125,166251.234,926328.375,1029487.88,50484.6133,,5605653.0,47288.2188,1.1310998E7,1476595.25,732071.938,890304.125,247489.516,11274.2471,22759.4258,1757137.88,2851327.0,388443.375,247709.688,291846.219,170665.625,126758.906,220382.172,44959.3047,15973.565399999998,194550.516,95638.1406,,314152.719,65615.6719,596656.812,713150.438,,63500.1562,204190.188,,577911.125,43.0328827,611255.438,296004.3119999999,731228.188,1.41506267,30414.2148,102252.414,1341056.38,169751.375,370338.438,268569.031,38486.0391,51281.9141,236613.203,28966.0469,305114.531,194.38572699999997,23023.0996,51456.9375,37775.9141,108265.195,194133.109,461008.812,26305.9355,73754.17969999998,19473.7246,,128643.906,,
1435952786,15097.8916,75398.1875,167459.125,166251.234,926328.375,1029487.88,50484.6133,,5605653.0,47288.2188,1.1310998E7,1476595.25,732071.938,890304.125,247489.516,11274.247100000002,22759.4258,1757137.88,2851327.0,388443.375,247709.688,291846.219,170665.625,126758.906,220382.172,44959.3047,15973.565399999998,194550.516,95638.1406,,314152.719,65615.6719,596656.812,713150.438,,63500.1562,204190.188,,577911.125,43.0328827,611255.438,296004.312,731228.188,1.41506267,30414.2148,102252.414,1341056.38,169751.375,370338.438,268569.031,38486.0391,51281.9141,236613.203,28966.0469,305114.531,194.38572699999997,23023.0996,51456.9375,37775.9141,108265.195,194133.109,461008.812,26305.9355,73754.17969999998,19473.7246,,128643.906,,
1435970178,15097.8916,75398.1875,167459.125,166251.234,926328.375,1029487.88,50484.6133,,5605653.0,47288.2188,1.1310998E7,1476595.25,732071.938,890304.125,247489.516,11274.247100000002,22759.4258,1757137.88,2851327.0,388443.375,247709.688,291846.219,170665.625,126758.906,220382.172,44959.3047,15973.565399999998,194550.516,95638.1406,,314152.719,65615.6719,596656.812,713150.438,,63500.1562,204190.188,,577911.125,43.0328827,611255.438,296004.312,731228.188,1.41506267,30414.2148,102252.414,1341056.38,169751.375,370338.438,268569.031,38486.0391,51281.9141,236613.203,28966.0469,305114.531,194.38572699999997,23023.0996,51456.9375,37775.9141,108265.195,194133.109,461008.812,26305.9355,73754.17969999998,19473.7246,,128643.906,,
1435987570,15097.8916,75398.1875,167459.125,166251.234,926328.375,1029487.88,50484.6133,,5605653.0,47288.2188,1.1310998E7,1476595.25,732071.938,890304.125,247489.516,11274.2471,22759.4258,1757137.88,2851327.0,388443.375,247709.688,291846.219,170665.625,126758.906,220382.172,44959.3047,15973.565399999998,194550.516,95638.1406,,314152.719,65615.6719,596656.812,713150.438,,63500.1562,204190.188,,577911.125,43.0328827,611255.438,296004.312,731228.188,1.41506267,30414.2148,102252.414,1341056.38,169751.375,370338.438,268569.031,38486.0391,51281.9141,236613.203,28966.0469,305114.531,194.385727,23023.0996,51456.9375,37775.9141,108265.195,194133.109,461008.812,26305.9355,73754.17969999998,19473.7246,,128643.906,,
1436004963,15097.8916,75398.1875,167459.125,166251.234,926328.375,1029487.88,50484.6133,,5605653.0,47288.2188,1.1310998E7,1476595.25,732071.938,890304.125,247489.516,11274.2471,22759.4258,1757137.88,2851327.0,388443.375,247709.688,291846.219,170665.625,126758.906,220382.172,44959.3047,15973.565399999998,194550.516,95638.1406,,314152.719,65615.6719,596656.812,713150.438,,63500.1562,204190.188,,577911.125,43.0328827,611255.438,296004.312,731228.188,1.41506267,30414.2148,102252.414,1341056.38,169751.375,370338.438,268569.031,38486.0391,51281.9141,236613.203,28966.0469,305114.531,194.38572699999997,23023.0996,51456.9375,37775.9141,108265.195,194133.109,461008.812,26305.9355,73754.17969999998,19473.724600000005,,128643.906,,
1436022355,15097.8916,75398.1875,167459.125,166251.234,926328.375,1029487.88,50484.6133,,5605653.0,47288.2188,1.1310998E7,1476595.25,732071.938,890304.125,247489.516,11274.2471,22759.4258,1757137.88,2851327.0,388443.375,247709.688,291846.219,170665.625,126758.906,220382.172,44959.3047,15973.565400000001,194550.516,95638.1406,,314152.719,65615.6719,596656.812,713150.438,,63500.1562,204190.188,,577911.125,43.0328827,611255.438,296004.312,731228.188,1.41506267,30414.2148,102252.414,1341056.38,169751.375,370338.438,268569.031,38486.0391,51281.9141,236613.203,28966.0469,305114.531,194.38572699999997,23023.0996,51456.9375,37775.9141,108265.195,194133.109,461008.812,26305.9355,73754.17969999998,19473.724600000005,,128643.906,,
1436039747,15097.8916,75398.1875,167459.125,166251.234,926328.375,1029487.88,50484.6133,,5605653.0,47288.2188,1.1310998E7,1476595.25,732071.938,890304.125,247489.516,11274.2471,22759.4258,1757137.88,2851327.0,388443.375,247709.688,291846.219,170665.625,126758.906,220382.172,44959.3047,15973.565399999998,194550.516,95638.1406,,314152.719,65615.6719,596656.812,713150.438,,63500.1562,204190.188,,577911.125,43.0328827,611255.438,296004.31200000003,731228.188,1.41506267,30414.2148,102252.414,1341056.38,169751.375,370338.438,268569.031,38486.0391,51281.9141,236613.203,28966.0469,305114.531,194.385727,23023.0996,51456.9375,37775.9141,108265.195,194133.109,461008.812,26305.9355,73754.17969999998,19473.7246,,128643.906,,
1436057139,15097.8916,75398.1875,167459.125,166251.234,926328.375,1029487.88,50484.6133,,5605653.0,47288.2188,1.1310998E7,1476595.25,732071.938,890304.125,247489.516,11274.2471,22759.4258,1757137.88,2851327.0,388443.375,247709.688,291846.219,170665.625,126758.906,220382.172,44959.3047,15973.565399999998,194550.516,95638.1406,,314152.719,65615.6719,596656.812,713150.438,,63500.1562,204190.188,,577911.125,43.0328827,611255.438,296004.31200000003,731228.188,1.41506267,30414.2148,102252.414,1341056.38,169751.375,370338.438,268569.031,38486.0391,51281.9141,236613.203,28966.0469,305114.531,194.385727,23023.0996,51456.9375,37775.9141,108265.195,194133.109,461008.812,26305.9355,73754.17969999998,19473.7246,,128643.906,,
