CSV Dump from EGI accounting portal for the period 7/2015 to 7/2015
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2015 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,7135008.7203,0,0,7135008.7203
,,42800,31843200,Total,0,7135008.7203,0,0,7135008.7203,22.406695056715
,,,,WallClock,,569136.8697,,,569136.8697
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,132389.3997,0,0,132389.3997
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,2987057.1294,0,2987057.1294
,,27428,20406432,Total,0,132389.3997,2987057.1294,0,3119446.5291,15.28658478415
,,,,WallClock,,24384.1547,387730.1946,,412114.3493
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,3924340.8680,0,3924340.868
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,2285521.3464,0,2285521.3464
,,92400,68745600,Total,0,0,6209862.2144,0,6209862.2144,9.0331049760276
,,,,WallClock,,,1000260.7324,,1000260.7324
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,4302016.2011,0,4302016.2011
,,60000,44640000,Total,0,0,4302016.2011,0,4302016.2011,9.6371330669803
,,,,WallClock,,,494947.4594,,494947.4594
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,9408372.0858,0,0,9408372.0858
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,7051533.1670,0,0,7051533.167
,,53000,39432000,Total,0,16459905.2528,0,0,16459905.2528,41.742506727531
,,,,WallClock,,961397.7815,,,961397.7815
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,11198173.7231,0,0,11198173.7231
Canada,CA-WEST-T2,,,SFU-LCG2,0,3921364.6708,0,0,3921364.6708
,,53000,39432000,Total,0,15119538.3939,0,0,15119538.3939,38.343321145009
,,,,WallClock,,997458.33,,,997458.33
China,CN-IHEP,,,BEIJING-LCG2,0,4830315.7630,2145408.7011,0,6975724.4641
,,46240,34402560,Total,0,4830315.763,2145408.7011,0,6975724.4641,20.276759822816
,,,,WallClock,,405323.0763,278117.0462,,683440.1225
Czech Republic,CZ-Prague-T2,,,praguelcg2,8575605.9800,10101310.8618,0,0,18676916.8418
,,66000,49104000,Total,8575605.98,10101310.8618,0,0,18676916.8418,38.035428563457
,,,,WallClock,2539220.847,1823291.6511,,,4362512.4981
Estonia,EE-NICPB,,,T2_Estonia,0,0,1162686.0859,0,1162686.0859
,,180000,133920000,Total,0,0,1162686.0859,0,1162686.0859,0.86819450858722
,,,,WallClock,,,220997.9336,,220997.9336
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,719679.4682,0,719679.4682
,,32000,23808000,Total,0,0,719679.4682,0,719679.4682,3.0228472286626
,,,,WallClock,,,188452.8196,,188452.8196
France,FR-GRIF,,,GRIF,24017384.6882,34062968.5923,10445874.3536,437317.2173,68963544.8514
,,174236,129631584,Total,24017384.6882,34062968.5923,10445874.3536,437317.2173,68963544.8514,53.19964681709
,,,,WallClock,2576929.6642,1829409.4577,1357286.0594,45795.1436,5809420.3249
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,3731728.4009,2981603.1463,0,6713331.5472
,,69600,51782400,Total,0,3731728.4009,2981603.1463,0,6713331.5472,12.964504440119
,,,,WallClock,,392640.5231,394543.9146,,787184.4377
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,11427651.4250,0,1173845.3334,12601496.7584
,,24056,17897664,Total,0,11427651.425,0,1173845.3334,12601496.7584,70.408611751791
,,,,WallClock,,670345.5495,,109428.6659,779774.2154
