CSV Dump from EGI accounting portal for the period 2/2016 to 2/2016
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2015 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,5687038.4339,0,0,5687038.4339
,,42800,29788800,Total,0,5687038.4339,0,0,5687038.4339,19.091196805175
,,,,WallClock,,337314.0411,,,337314.0411
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,179816.2983,0,0,179816.2983
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,4572860.7936,0,4572860.7936
,,27428,19089888,Total,0,179816.2983,4572860.7936,0,4752677.0919,24.89630684004
,,,,WallClock,,22869.6507,541557.0149,,564426.6656
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,4046715.9050,0,4046715.905
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,4967713.9080,0,4967713.908
,,92400,64310400,Total,0,0,9014429.813,0,9014429.813,14.01706382327
,,,,WallClock,,,1966924.0609,,1966924.0609
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,4624588.7705,0,4624588.7705
,,60000,41760000,Total,0,0,4624588.7705,0,4624588.7705,11.07420682591
,,,,WallClock,,,497179.3672,,497179.3672
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,6179840.8414,0,0,6179840.8414
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,7140124.5319,0,0,7140124.5319
,,53000,36888000,Total,0,13319965.3733,0,0,13319965.3733,36.109209968825
,,,,WallClock,,438299.4945,,,438299.4945
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,7754802.7302,0,0,7754802.7302
Canada,CA-WEST-T2,,,SFU-LCG2,0,3794087.9690,0,0,3794087.969
,,53000,36888000,Total,0,11548890.6992,0,0,11548890.6992,31.307988232488
,,,,WallClock,,958177.037,,,958177.037
China,CN-IHEP,,,BEIJING-LCG2,0,3527428.8575,3957742.3861,0,7485171.2436
,,46240,32183040,Total,0,3527428.8575,3957742.3861,0,7485171.2436,23.258123668864
,,,,WallClock,,324523.2167,406845.9355,,731369.1522
Czech Republic,CZ-Prague-T2,,,praguelcg2,5270458.0461,10495818.2658,0,0,15766276.3119
,,66000,45936000,Total,5270458.0461,10495818.2658,0,0,15766276.3119,34.322266440047
,,,,WallClock,1710661.563,1955306.8895,,,3665968.4525
Estonia,EE-NICPB,,,T2_Estonia,0,0,5648942.4524,0,5648942.4524
,,180000,125280000,Total,0,0,5648942.4524,0,5648942.4524,4.5090536816731
,,,,WallClock,,,1176562.1535,,1176562.1535
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,1878951.9271,0,1878951.9271
,,32000,22272000,Total,0,0,1878951.9271,0,1878951.9271,8.4363861669361
,,,,WallClock,,,149753.2602,,149753.2602
France,FR-GRIF,,,GRIF,19169136.1335,26652514.8429,26395829.4572,5007530.2411,77225010.6747
,,174236,121268256,Total,19169136.1335,26652514.8429,26395829.4572,5007530.2411,77225010.6747,63.681142305452
,,,,WallClock,2126566.4469,1284444.6814,2819252.3902,598722.3488,6828985.8673
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,31454.5479,6767519.0594,0,6798973.6073
,,69600,48441600,Total,0,31454.5479,6767519.0594,0,6798973.6073,14.035402644215
,,,,WallClock,,4376.2526,785112.8933,,789489.1459
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,8602593.4648,0,3242603.8487,11845197.3135
,,24056,16742976,Total,0,8602593.4648,0,3242603.8487,11845197.3135,70.747263291186
,,,,WallClock,,369566.5888,,301101.6599,670668.2487
France,FR-IN2P3-IPHC,,,IN2P3-IRES,3771790.3124,0,6508443.1032,0,10280233.4156
,,60000,41760000,Total,3771790.3124,0,6508443.1032,0,10280233.4156,24.61741718295
,,,,WallClock,373339.5408,,603061.7883,,976401.3291
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,6767865.6320,0,2011283.7877,8779149.4197
,,60000,41760000,Total,0,6767865.632,0,2011283.7877,8779149.4197,21.022867384339
,,,,WallClock,,186329.3979,,179975.8925,366305.2904
France,FR-IN2P3-LPC,,,IN2P3-LPC,4858749.6748,3503530.8625,0,4326204.8267,12688485.364
,,59200,41203200,Total,4858749.6748,3503530.8625,0,4326204.8267,12688485.364,30.79490273571
,,,,WallClock,475644.5091,270589.2028,,353465.9814,1099699.6933
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,1774036.7600,5643808.3934,0,0,7417845.1534
,,36712,25551552,Total,1774036.76,5643808.3934,0,0,7417845.1534,29.030898606081
,,,,WallClock,184697.357,218669.247,,,403366.604
France,FR-IN2P3-SUBATECH,,,IN2P3-SUBATECH,2314032.9744,0,0,0,2314032.9744
,,12000,8352000,Total,2314032.9744,0,0,0,2314032.9744,27.706333505747
,,,,WallClock,248747.9571,,,,248747.9571
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,33070892.8132,0,0,33070892.8132
Germany,DE-DESY-ATLAS-T2,,,DESY-ZN,0,11611702.6914,0,0,11611702.6914
,,82800,57628800,Total,0,44682595.5046,0,0,44682595.5046,77.535182937351
,,,,WallClock,,2565814.4233,,,2565814.4233
Germany,DE-DESY-GOE-ATLAS-T2,,,GoeGrid,0,7591284.1257,0,0,7591284.1257
,,19440,13530240,Total,0,7591284.1257,0,0,7591284.1257,56.106056697442
,,,,WallClock,,639498.6904,,,639498.6904
Germany,DE-DESY-LHCB,,,DESY-ZN,0,0,0,854090.8738,854090.8738
,,13600,9465600,Total,0,0,0,854090.8738,854090.8738,9.0231033827755
,,,,WallClock,,,,53771.7803,53771.7803
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-HH,0,0,50439684.3455,0,50439684.3455
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-ZN,0,0,0,0,0
Germany,DE-DESY-RWTH-CMS-T2,,,RWTH-Aachen,0,0,7376544.8345,0,7376544.8345
,,145652,101373792,Total,0,0,57816229.18,0,57816229.18,57.032718259173
,,,,WallClock,,,4041116.0414,,4041116.0414
Germany,DE-FREIBURGWUPPERTAL,,,UNI-FREIBURG,0,6211100.1082,0,0,6211100.1082
Germany,DE-FREIBURGWUPPERTAL,,,wuppertalprod,0,6622065.5700,0,0,6622065.57
,,38880,27060480,Total,0,12833165.6782,0,0,12833165.6782,47.424013462437
,,,,WallClock,,639117.9568,,,639117.9568
Germany,DE-GSI,,,GSI-LCG2,0,0,0,0,0
,,53600,37305600,Total,0,0,0,0,0
,,,,WallClock,,,,,
Germany,DE-MCAT,,,LRZ-LMU,0,23890980.9177,0,0,23890980.9177
Germany,DE-MCAT,,,MPPMU,0,6159224.1290,0,0,6159224.129
,,54772,38121312,Total,0,30050205.0467,0,0,30050205.0467,78.827835323978
,,,,WallClock,,581525.7023,,,581525.7023
Greece,GR-GRIDLAB-KAVALA,,,GR-12-TEIKAV,0,800275.2749,0,0,800275.2749
,,5488,3819648,Total,0,800275.2749,0,0,800275.2749,20.951545139762
,,,,WallClock,,112702.2508,,,112702.2508
Greece,GR-Ioannina-HEP,,,GR-07-UOI-HEPLAB,0,0,408492.6000,0,408492.6
,,7480,5206080,Total,0,0,408492.6,0,408492.6,7.8464526092569
,,,,WallClock,,,41936.3413,,41936.3413
Hungary,HU-HGCC-T2,,,BUDAPEST,2247147.6462,0,2935344.4470,0,5182492.0932
,,25600,17817600,Total,2247147.6462,0,2935344.447,0,5182492.0932,29.086364567619
,,,,WallClock,323175.5453,,401335.1393,,724510.6846
India,IN-DAE-KOLKATA-TIER2,,,IN-DAE-VECC-02,3425641.3294,0,0,0,3425641.3294
,,60000,41760000,Total,3425641.3294,0,0,0,3425641.3294,8.2031641029693
,,,,WallClock,438128.6175,,,,438128.6175
India,IN-INDIACMS-TIFR,,,INDIACMS-TIFR,0,0,1329624.1652,0,1329624.1652
,,24600,17121600,Total,0,0,1329624.1652,0,1329624.1652,7.7657705191104
,,,,WallClock,,,187936.4642,,187936.4642
Israel,IL-HEPTier-2,,,IL-TAU-HEP,0,4636052.4422,0,0,4636052.4422
Israel,IL-HEPTier-2,,,TECHNION-HEP,0,4768200.5551,0,0,4768200.5551
Israel,IL-HEPTier-2,,,WEIZMANN-LCG2,0,2994234.9035,0,0,2994234.9035
,,28000,19488000,Total,0,12398487.9008,0,0,12398487.9008,63.621140706076
,,,,WallClock,,417372.9261,,,417372.9261
Italy,IT-INFN-T2,,,INFN-BARI,12783124.9842,0,8670694.1393,3316114.3006,24769933.4241
Italy,IT-INFN-T2,,,INFN-CATANIA,5772111.0117,0,0,21547.0575,5793658.0692
Italy,IT-INFN-T2,,,INFN-CNAF-LHCB,0,0,0,2019061.0115,2019061.0115
Italy,IT-INFN-T2,,,INFN-FRASCATI,0,7211799.6881,0,48110.0159,7259909.704
Italy,IT-INFN-T2,,,INFN-LNL-2,6704313.9704,0,14596153.7625,328268.5214,21628736.2543
Italy,IT-INFN-T2,,,INFN-MILANO-ATLASC,0,8289072.7511,0,0,8289072.7511
Italy,IT-INFN-T2,,,INFN-NAPOLI-ATLAS,0,13864666.6252,0,82511.1619,13947177.7871
Italy,IT-INFN-T2,,,INFN-PISA,0,0,11715666.8140,1534708.2224,13250375.0364
Italy,IT-INFN-T2,,,INFN-ROMA1,0,5728746.7030,0,0,5728746.703
Italy,IT-INFN-T2,,,INFN-ROMA1-CMS,0,0,6338423.3203,0,6338423.3203
Italy,IT-INFN-T2,,,INFN-TORINO,5159562.9867,0,0,0.0000,5159562.9867
,,633100,440637600,Total,30419112.953,35094285.7674,41320938.0361,7350320.2912,114184657.0477,25.913507391947
,,,,WallClock,4381099.6407,1845568.0482,5893206.6792,763510.3077,12883384.6758
Japan,JP-Tokyo-ATLAS-T2,,,TOKYO-LCG2,0,35689115.2370,0,0,35689115.237
,,96000,66816000,Total,0,35689115.237,0,0,35689115.237,53.414025438518
,,,,WallClock,,655116.2379,,,655116.2379
Latin America,T2-LATINAMERICA,,,CBPF,1038462.4844,0,0,810330.7856,1848793.27
Latin America,T2-LATINAMERICA,,,EELA-UTFSM,0,2161315.7436,0,0,2161315.7436
Latin America,T2-LATINAMERICA,,,ICN-UNAM,362565.3222,0,0,0,362565.3222
Latin America,T2-LATINAMERICA,,,SAMPA,11216755.0294,0,0,335248.4897,11552003.5191
Latin America,T2-LATINAMERICA,,,UERJ,0,0,364949.6256,0,364949.6256
,,158936,110619456,Total,12617782.836,2161315.7436,364949.6256,1145579.2753,16289627.4805,14.725824976485
,,,,WallClock,1319685.674,90980.2939,50110.093,119116.0545,1579892.1154
Malaysia,MY-T2-UM,,,T2-MY-UMSIFIR,0,0,0,0,0
,,120000,83520000,Total,0,0,0,0,0
,,,,WallClock,,,,,
Mexico,T2_UNAM,,,SUPERCOMPUTO-UNAM,2938901.6805,0,0,0,2938901.6805
,,19600,13641600,Total,2938901.6805,0,0,0,2938901.6805,21.543672886612
,,,,WallClock,446932.1164,,,,446932.1164
Pakistan,PK-CIIT-ALICE,,,PK-CIIT,215853.9445,0,0,0,215853.9445
,,8000,5568000,Total,215853.9445,0,0,0,215853.9445,3.8766872216236
,,,,WallClock,32404.8862,,,,32404.8862
Pakistan,PK-CMS-T2,,,NCP-LCG2,0,0,479745.3916,0,479745.3916
,,25460,17720160,Total,0,0,479745.3916,0,479745.3916,2.7073423242228
,,,,WallClock,,,56507.5429,,56507.5429
Poland,PL-TIER2-WLCG,,,CYFRONET-LCG2,1462475.6392,5710654.8102,0,1843211.9363,9016342.3857
Poland,PL-TIER2-WLCG,,,ICM,0,0,137335.5895,4105983.5036,4243319.0931
Poland,PL-TIER2-WLCG,,,PSNC,0,0,0,0,0
,,83200,57907200,Total,1462475.6392,5710654.8102,137335.5895,5949195.4399,13259661.4788,22.898122303962
,,,,WallClock,117784.6845,317726.8683,10325.9842,439694.2923,885531.8293
Portugal,PT-LIP-LCG-Tier2,,,NCG-INGRID-PT,0,1497126.7028,3158931.1425,0,4656057.8453
,,24000,16704000,Total,0,1497126.7028,3158931.1425,0,4656057.8453,27.873909514488
,,,,WallClock,,157105.1828,393842.4204,,550947.6032
Republic of Korea,KR-KNU-T2,,,LCG_KNU,0,0,5745744.0053,0,5745744.0053
,,35600,24777600,Total,0,0,5745744.0053,0,5745744.0053,23.189267747078
,,,,WallClock,,,322953.6817,,322953.6817
Romania,RO-LCG,,,NIHAM,0.0000,0,0,0,0
Romania,RO-LCG,,,RO-02-NIPNE,0,6260976.9473,0,0,6260976.9473
Romania,RO-LCG,,,RO-07-NIPNE,1956820.3219,2538155.6657,0,281141.0420,4776117.0296
Romania,RO-LCG,,,RO-11-NIPNE,0,0,0,663992.6739,663992.6739
Romania,RO-LCG,,,RO-13-ISS,1053661.8480,0,0,0,1053661.848
Romania,RO-LCG,,,RO-14-ITIM,0,196136.2472,0,0,196136.2472
Romania,RO-LCG,,,RO-16-UAIC,0,2409808.4434,0,0,2409808.4434
,,166400,115814400,Total,3010482.1699,11405077.3036,0,945133.7159,15360693.1894,13.263198004221
,,,,WallClock,478134.451,525475.4608,,151498.2899,1155108.2017
Russian Federation,RU-RDIG,,,ITEP,2149635.3206,28731.2825,62322.3292,868528.3592,3109217.2915
Russian Federation,RU-RDIG,,,JINR-LCG2,2878863.4565,4415092.2843,4913263.6164,1609603.8311,13816823.1883
Russian Federation,RU-RDIG,,,RRC-KI,667117.9072,878946.3431,0,2017239.3780,3563303.6283
Russian Federation,RU-RDIG,,,ru-Moscow-FIAN-LCG2,0,0,0,0,0
Russian Federation,RU-RDIG,,,ru-PNPI,599103.2550,435258.0599,6907.8542,487561.8662,1528831.0353
Russian Federation,RU-RDIG,,,RU-Protvino-IHEP,6532530.8392,3499200.3937,2611145.4283,1385665.3313,14028541.9925
Russian Federation,RU-RDIG,,,RU-SPbSU,973298.0819,0,0,631.8816,973929.9635
Russian Federation,RU-RDIG,,,Ru-Troitsk-INR-LCG2,197430.2298,0,1161361.9931,241095.5826,1599887.8055
,,335520,233521920,Total,13997979.0902,9257228.3635,8755001.2212,6610326.23,38620534.9049,16.538291096999
,,,,WallClock,1741012.3705,611945.1062,918486.3426,632384.2499,3903828.0692
Slovakia,SK-Tier2-Federation,,,FMPhI-UNIBA,2314942.5811,2907542.2907,0,0,5222484.8718
Slovakia,SK-Tier2-Federation,,,IEPSAS-Kosice,2264418.2494,2893175.7441,0,0,5157593.9935
,,41600,28953600,Total,4579360.8305,5800718.0348,0,0,10380078.8653,35.850736576108
,,,,WallClock,533029.6839,235465.9548,,,768495.6387
Slovenia,SI-SiGNET,,,SiGNET,0,18227193.3130,0,0,18227193.313
,,80000,55680000,Total,0,18227193.313,0,0,18227193.313,32.73562017421
,,,,WallClock,,879227.6951,,,879227.6951
South Africa,ZA-CHPC-T2,,,ZA-CHPC,2024171.8361,0,0,0,2024171.8361
,,24000,16704000,Total,2024171.8361,0,0,0,2024171.8361,12.117886949832
,,,,WallClock,363612.4903,,,,363612.4903
Spain,ES-ATLAS-T2,,,ifae,0,5725809.6318,0,0,5725809.6318
Spain,ES-ATLAS-T2,,,IFIC-LCG2,0,14108856.8580,0,0,14108856.858
Spain,ES-ATLAS-T2,,,UAM-LCG2,0,4319058.9514,0,0,4319058.9514
,,104400,72662400,Total,0,24153725.4412,0,0,24153725.4412,33.241023474589
,,,,WallClock,,1057666.0891,,,1057666.0891
Spain,ES-CMS-T2,,,CIEMAT-LCG2,0,0,10940536.1186,0,10940536.1186
Spain,ES-CMS-T2,,,IFCA-LCG2,0,0,1634233.3481,0,1634233.3481
,,100000,69600000,Total,0,0,12574769.4667,0,12574769.4667,18.067197509626
,,,,WallClock,,,2748899.6409,,2748899.6409
Spain,ES-LHCb-T2,,,UB-LCG2,0,0,0,1596771.0676,1596771.0676
Spain,ES-LHCb-T2,,,USC-LCG2,0,0,0,4013477.6072,4013477.6072
,,12000,8352000,Total,0,0,0,5610248.6748,5610248.6748,67.172517658046
,,,,WallClock,,,,688091.6062,688091.6062
Sweden,SE-SNIC-T2,,,SE-SNIC-T2,0,1330154.3155,0,0,1330154.3155
Sweden,SE-SNIC-T2,,,SE-SNIC-T2,0,1330154.3155,0,0,1330154.3155
,,31480,21910080,Total,0,2660308.631,0,0,2660308.631,12.141939376762
,,,,WallClock,0,1330154.3155,0,0,
Switzerland,CH-CHIPP-CSCS,,,CSCS-LCG2,0,6089084.0195,5753472.3451,4004183.2188,15846739.5834
Switzerland,CH-CHIPP-CSCS,,,UNIBE-LHEP,0,11542258.8571,0,0,11542258.8571
,,200000,139200000,Total,0,17631342.8766,5753472.3451,4004183.2188,27388998.4405,19.676004626796
,,,,WallClock,,433739.7893,380276.8835,392159.719,1206176.3918
Taiwan,TW-CMS-T2,,,TW-NCHC,0,0,54.3216,0,54.3216
,,,,Total,0,0,54.3216,0,54.3216
,,,,WallClock,,,,,
Taiwan,TW-FTT-T2,,,TW-FTT,0,3253134.8632,0,0,3253134.8632
,,14616,10172736,Total,0,3253134.8632,0,0,3253134.8632,31.978956921717
,,,,WallClock,,290489.6472,,,290489.6472
Thailand,TH-Tier2,,,T2-TH-CUNSTDA,0,0,29031.1106,0,29031.1106
Thailand,TH-Tier2,,,T2-TH-SUT,220713.0008,0,0,0,220713.0008
,,21200,14755200,Total,220713.0008,0,29031.1106,0,249744.1114,1.6925837087942
,,,,WallClock,45800.0678,,16572.645,,62372.7128
Turkey,TR-Tier2-federation,,,TR-03-METU,0,0,500243.7742,0,500243.7742
Turkey,TR-Tier2-federation,,,TR-10-ULAKBIM,0,10875083.0911,0,0,10875083.0911
,,39200,27283200,Total,0,10875083.0911,500243.7742,0,11375326.8653,41.693521527167
,,,,WallClock,,29672.7702,8261.0975,,37933.8677
UK,UK-London-Tier2,,,UKI-LT2-Brunel,0,4107193.5330,7209362.2182,182111.2378,11498666.989
UK,UK-London-Tier2,,,UKI-LT2-IC-HEP,0,3009520.1825,13932798.8750,2440032.7975,19382351.855
UK,UK-London-Tier2,,,UKI-LT2-QMUL,0,16205281.1886,294411.2355,2033584.5119,18533276.936
UK,UK-London-Tier2,,,UKI-LT2-RHUL,0,7827081.2526,1000.1414,765871.2199,8593952.6139
UK,UK-London-Tier2,,,UKI-LT2-UCL-HEP,0,3868.0580,0,228999.6470,232867.705
,,137920,95992320,Total,0,31152944.2147,21437572.4701,5650599.4141,58241116.0989,60.672683084334
,,,,WallClock,,2296611.5349,2906443.9441,570973.5621,5774029.0411
UK,UK-NorthGrid,,,UKI-NORTHGRID-LANCS-HEP,0,17551708.2587,0,657631.9762,18209340.2349
UK,UK-NorthGrid,,,UKI-NORTHGRID-LIV-HEP,0,5836051.0195,0,2355354.4820,8191405.5015
UK,UK-NorthGrid,,,UKI-NORTHGRID-MAN-HEP,0,18837278.9515,0,2359976.6151,21197255.5666
UK,UK-NorthGrid,,,UKI-NORTHGRID-SHEF-HEP,0,2548856.9361,0,132044.2601,2680901.1962
,,97276,67704096,Total,0,44773895.1658,0,5505007.3334,50278902.4992,74.262718904333
,,,,WallClock,,1892328.7838,,587415.0134,2479743.7972
UK,UK-ScotGrid,,,UKI-SCOTGRID-DURHAM,0,3757869.7694,0,61762.5506,3819632.32
UK,UK-ScotGrid,,,UKI-SCOTGRID-ECDF,0,682374.5246,0,227965.5636,910340.0882
UK,UK-ScotGrid,,,UKI-SCOTGRID-GLASGOW,0,14212093.2460,0,500899.1989,14712992.4449
,,50492,35142432,Total,0,18652337.54,0,790627.3131,19442964.8531,55.326179056418
,,,,WallClock,,1412412.5937,,85984.7887,1498397.3824
UK,UK-SouthGrid,,,EFDA-JET,0,2.2003,0,0,2.2003
UK,UK-SouthGrid,,,UKI-SOUTHGRID-BHAM-HEP,3474824.1306,2003022.6057,0,516503.1777,5994349.914
UK,UK-SouthGrid,,,UKI-SOUTHGRID-BRIS-HEP,0,786.9299,2827200.8301,782901.7919,3610889.5519
UK,UK-SouthGrid,,,UKI-SOUTHGRID-CAM-HEP,0,1545162.8773,0,303064.4091,1848227.2864
UK,UK-SouthGrid,,,UKI-SOUTHGRID-OX-HEP,1880025.9941,4026813.2976,159979.3855,801926.6080,6868745.2852
UK,UK-SouthGrid,,,UKI-SOUTHGRID-RALPP,0,11869516.4621,5445455.0256,3710051.9771,21025023.4648
UK,UK-SouthGrid,,,UKI-SOUTHGRID-SUSX,0,899495.4512,0,0,899495.4512
,,93752,65251392,Total,5354850.1247,20344799.8241,8432635.2412,6114447.9638,40246733.1538,61.679501264586
,,,,WallClock,635889.7086,1398890.5439,954566.9672,680415.6291,3669762.8488
Ukraine,UA-Tier2-Federation,,,Kharkov-KIPT-LCG2,0,0,1331492.2845,0,1331492.2845
Ukraine,UA-Tier2-Federation,,,UA-BITP,114347.9956,0,0,0,114347.9956
Ukraine,UA-Tier2-Federation,,,UA-ISMA,0.0511,0,0,0,0.0511
Ukraine,UA-Tier2-Federation,,,UA-KNU,0.9692,0,0,0,0.9692
,,42000,29232000,Total,114349.0159,0,1331492.2845,0,1445841.3004,4.9460909291188
,,,,WallClock,21272.8241,,130289.9583,,151562.7824
USA,T2_US_Caltech,,,CIT_CMS_T2,0,0,27044811.9164,0,27044811.9164
,,72000,50112000,Total,0,0,27044811.9164,0,27044811.9164,53.968733868934
,,,,WallClock,,,3318893.0075,,3318893.0075
USA,T2_US_Florida,,,UFlorida-HPC,0,0,30825332.5909,0,30825332.5909
,,72000,50112000,Total,0,0,30825332.5909,0,30825332.5909,61.512876338801
,,,,WallClock,,,3244708.1047,,3244708.1047
USA,T2_US_MIT,,,MIT_CMS,0,0,31917427.3763,0,31917427.3763
,,72000,50112000,Total,0,0,31917427.3763,0,31917427.3763,63.692184259858
,,,,WallClock,,,4095973.1595,,4095973.1595
USA,T2_US_Nebraska,,,Crane,0,0,0,0,0
