CSV Dump from EGI accounting portal for the period 9/2015 to 9/2015
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2015 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,6775086.9797,0,0,6775086.9797
,,42800,30816000,Total,0,6775086.9797,0,0,6775086.9797,21.985614549909
,,,,WallClock,,551038.2244,,,551038.2244
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,122648.6811,0,0,122648.6811
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,2282532.5843,0,2282532.5843
,,27428,19748160,Total,0,122648.6811,2282532.5843,0,2405181.2654,12.179267665443
,,,,WallClock,,17373.9561,245932.9628,,263306.9189
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,5689766.6372,0,5689766.6372
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,1709274.1744,0,1709274.1744
,,92400,66528000,Total,0,0,7399040.8116,0,7399040.8116,11.121694341631
,,,,WallClock,,,1168926.1689,,1168926.1689
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,3571103.6185,0,3571103.6185
,,60000,43200000,Total,0,0,3571103.6185,0,3571103.6185,8.2664435613426
,,,,WallClock,,,409836.7589,,409836.7589
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,10191601.0255,0,0,10191601.0255
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,6848905.5459,0,0,6848905.5459
,,53000,38160000,Total,0,17040506.5714,0,0,17040506.5714,44.655415543501
,,,,WallClock,,935079.6653,,,935079.6653
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,13544705.3077,0,0,13544705.3077
Canada,CA-WEST-T2,,,SFU-LCG2,0,3954502.5834,0,0,3954502.5834
,,53000,38160000,Total,0,17499207.8911,0,0,17499207.8911,45.857463026992
,,,,WallClock,,1231065.6659,,,1231065.6659
China,CN-IHEP,,,BEIJING-LCG2,0,6123346.4169,2640636.7506,0,8763983.1675
,,46240,33292800,Total,0,6123346.4169,2640636.7506,0,8763983.1675,26.323959437176
,,,,WallClock,,541876.1086,330422.1083,,872298.2169
Czech Republic,CZ-Prague-T2,,,praguelcg2,6795846.9746,12065600.6749,0,0,18861447.6495
,,66000,47520000,Total,6795846.9746,12065600.6749,0,0,18861447.6495,39.691598589015
,,,,WallClock,2419229.5716,2111237.8379,,,4530467.4095
Estonia,EE-NICPB,,,T2_Estonia,0,0,1806288.4825,0,1806288.4825
,,180000,129600000,Total,0,0,1806288.4825,0,1806288.4825,1.3937411130401
,,,,WallClock,,,377995.5349,,377995.5349
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,3376299.6950,0,3376299.695
,,32000,23040000,Total,0,0,3376299.695,0,3376299.695,14.654078537326
,,,,WallClock,,,406978.5347,,406978.5347
France,FR-GRIF,,,GRIF,15348712.1006,36774047.2914,11782602.6002,2834735.1530,66740097.1452
,,174236,125449920,Total,15348712.1006,36774047.2914,11782602.6002,2834735.153,66740097.1452,53.200589641827
,,,,WallClock,1704465.3118,2645952.4451,1393316.7218,298034.7276,6041769.2063
France,FR-IN2P3-CC-T2,,,IN2P3-CC-T2,0,6138843.8448,3987378.2926,0,10126222.1374
,,69600,50112000,Total,0,6138843.8448,3987378.2926,0,10126222.1374,20.207180191172
,,,,WallClock,,634866.1789,523001.1167,,1157867.2956
France,FR-IN2P3-CPPM,,,IN2P3-CPPM,0,9268465.7542,0,3776950.0881,13045415.8423
,,24056,17320320,Total,0,9268465.7542,0,3776950.0881,13045415.8423,75.318561333162
,,,,WallClock,,576841.6792,,348677.6514,925519.3306
France,FR-IN2P3-IPHC,,,IN2P3-IRES,4491863.7725,0,5290650.5002,0,9782514.2727
,,60000,43200000,Total,4491863.7725,0,5290650.5002,0,9782514.2727,22.644708964583
,,,,WallClock,441553.643,,519305.7565,,960859.3995
France,FR-IN2P3-LAPP,,,IN2P3-LAPP,0,8181679.2261,0,4108665.6686,12290344.8947
,,60000,43200000,Total,0,8181679.2261,0,4108665.6686,12290344.8947,28.449872441435
,,,,WallClock,,586072.5456,,366863.7819,952936.3275
France,FR-IN2P3-LPC,,,IN2P3-LPC,5433216.8217,7980582.4805,0,4015857.6595,17429656.9617
,,59200,42624000,Total,5433216.8217,7980582.4805,0,4015857.6595,17429656.9617,40.891650154139
,,,,WallClock,501004.5511,641434.1513,,330612.762,1473051.4644
France,FR-IN2P3-LPSC,,,IN2P3-LPSC,1956401.9200,5949746.7065,0,0,7906148.6265
,,36712,26432640,Total,1956401.92,5949746.7065,0,0,7906148.6265,29.910552356859
,,,,WallClock,193218.4103,290280.4439,,,483498.8542
France,FR-IN2P3-SUBATECH,,,IN2P3-SUBATECH,2656727.6222,0,0,0,2656727.6222
,,12000,8640000,Total,2656727.6222,0,0,0,2656727.6222,30.749162293981
,,,,WallClock,343115.1433,,,,343115.1433
Germany,DE-DESY-ATLAS-T2,,,DESY-HH,0,25526418.7618,0,0,25526418.7618
Germany,DE-DESY-ATLAS-T2,,,DESY-ZN,0,15662119.9797,0,0,15662119.9797
,,82800,59616000,Total,0,41188538.7415,0,0,41188538.7415,69.089738898115
,,,,WallClock,,2410679.1675,,,2410679.1675
Germany,DE-DESY-GOE-ATLAS-T2,,,GoeGrid,0,5601487.0387,0,0,5601487.0387
,,19440,13996800,Total,0,5601487.0387,0,0,5601487.0387,40.01976908079
,,,,WallClock,,726185.566,,,726185.566
Germany,DE-DESY-LHCB,,,DESY-ZN,0,0,0,843171.0230,843171.023
,,13600,9792000,Total,0,0,0,843171.023,843171.023,8.610815185866
,,,,WallClock,,,,52522.4195,52522.4195
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-HH,0,0,23498649.1267,0,23498649.1267
Germany,DE-DESY-RWTH-CMS-T2,,,DESY-ZN,0,0,0,0,0
Germany,DE-DESY-RWTH-CMS-T2,,,RWTH-Aachen,0,0,10466437.1297,0,10466437.1297
,,145652,104869440,Total,0,0,33965086.2564,0,33965086.2564,32.387973327978
,,,,WallClock,,,3327710.8735,,3327710.8735
Germany,DE-FREIBURGWUPPERTAL,,,UNI-FREIBURG,0,9748438.1577,0,0,9748438.1577
Germany,DE-FREIBURGWUPPERTAL,,,wuppertalprod,0,7080359.1450,0,0,7080359.145
,,38880,27993600,Total,0,16828797.3027,0,0,16828797.3027,60.116588444144
,,,,WallClock,,1082687.5384,,,1082687.5384
Germany,DE-GSI,,,GSI-LCG2,0,0,0,0,0
,,53600,38592000,Total,0,0,0,0,0
,,,,WallClock,,,,,
Germany,DE-MCAT,,,LRZ-LMU,0,22982955.5329,0,0,22982955.5329
Germany,DE-MCAT,,,MPPMU,0,3817044.7531,0,0,3817044.7531
,,54772,39435840,Total,0,26800000.286,0,0,26800000.286,67.958487218733
,,,,WallClock,,1661960.3071,,,1661960.3071
