CSV Dump from EGI accounting portal for the period 1/2016 to 1/2016
Values show are Normalised CPU time (HEPSPEC06) by SITE and LHC VO
(Units are Hours)

COUNTRY,FEDERATION,2015 CPU Pledge (HEPSPEC06),pledge inc. efficiency (HEPSPEC06-Hrs),SITE,alice,atlas,cms,lhcb,Total,delivered as % of pledge
Australia,AU-ATLAS,,,Australia-ATLAS,0,5543534.1439,0,0,5543534.1439
,,42800,31843200,Total,0,5543534.1439,0,0,5543534.1439,17.408847552696
,,,,WallClock,,256910.163,,,256910.163
Austria,AT-HEPHY-VIENNA-UIBK,,,HEPHY-UIBK,0,161060.4391,0,0,161060.4391
Austria,AT-HEPHY-VIENNA-UIBK,,,Hephy-Vienna,0,0,4725025.2948,0,4725025.2948
,,27428,20406432,Total,0,161060.4391,4725025.2948,0,4886085.7339,23.943851300904
,,,,WallClock,,21222.5269,501323.4569,,522545.9838
Belgium,BE-TIER2,,,BEgrid-ULB-VUB,0,0,4518587.4659,0,4518587.4659
Belgium,BE-TIER2,,,BelGrid-UCL,0,0,3716022.1784,0,3716022.1784
,,92400,68745600,Total,0,0,8234609.6443,0,8234609.6443,11.978380644434
,,,,WallClock,,,1227805.4034,,1227805.4034
Brazil,BR-SP-SPRACE,,,SPRACE,0,0,5824277.1751,0,5824277.1751
,,60000,44640000,Total,0,0,5824277.1751,0,5824277.1751,13.047215894041
,,,,WallClock,,,560528.6002,,560528.6002
Canada,CA-EAST-T2,,,CA-MCGILL-CLUMEQ-T2,0,4558419.0343,0,0,4558419.0343
Canada,CA-EAST-T2,,,CA-SCINET-T2,0,7310279.0666,0,0,7310279.0666
,,53000,39432000,Total,0,11868698.1009,0,0,11868698.1009,30.099153228089
,,,,WallClock,,514537.9737,,,514537.9737
Canada,CA-WEST-T2,,,CA-VICTORIA-WESTGRID-T2,0,10232303.3700,0,0,10232303.37
Canada,CA-WEST-T2,,,SFU-LCG2,0,5082537.1219,0,0,5082537.1219
,,53000,39432000,Total,0,15314840.4919,0,0,15314840.4919,38.838609484429
,,,,WallClock,,769094.4299,,,769094.4299
China,CN-IHEP,,,BEIJING-LCG2,0,5579390.8579,3768665.8998,0,9348056.7577
,,46240,34402560,Total,0,5579390.8579,3768665.8998,0,9348056.7577,27.172561453857
,,,,WallClock,,463879.1124,408035.8862,,871914.9986
Czech Republic,CZ-Prague-T2,,,praguelcg2,8666794.3018,10162164.4860,0,0,18828958.7878
,,66000,49104000,Total,8666794.3018,10162164.486,0,0,18828958.7878,38.345061069974
,,,,WallClock,2566976.5614,2070027.6762,,,4637004.2376
Estonia,EE-NICPB,,,T2_Estonia,0,0,4837053.8500,0,4837053.85
,,180000,133920000,Total,0,0,4837053.85,0,4837053.85,3.611898036141
,,,,WallClock,,,932891.1211,,932891.1211
Finland,FI-HIP-T2,,,FI_HIP_T2,0,0,1729596.3696,0,1729596.3696
,,32000,23808000,Total,0,0,1729596.3696,0,1729596.3696,7.2647696975806
,,,,WallClock,,,150361.8434,,150361.8434
